"";"x"
"1840";17
"1841";2188
"1842";1403
"1843";1922
"1844";689
"1845";327
"1846";1404
"1847";28
"1848";873
"1849";522
"1850";1405
"1851";40
"1852";40
"1853";40
"1854";40
"1855";249
"1856";1923
"1857";1406
"1858";1407
"1859";1408
"1860";1409
"1861";1924
"1862";49
"1863";874
"1864";36
"1865";28
"1866";28
"1867";28
"1868";2054
"1869";27
"1870";1410
"1871";9
"1872";63
"1873";15
"1874";2055
"1875";3
"1876";875
"1877";2086
"1878";1411
"1879";306
"1880";362
"1881";362
"1882";362
"1883";1412
"1884";111
"1885";773
"1886";1413
"1887";1925
"1888";1414
"1889";1926
"1890";2030
"1891";1415
"1892";2087
"1893";1416
"1894";213
"1895";876
"1896";191
"1897";774
"1898";1417
"1899";1927
"1900";1418
"1901";23
"1902";1419
"1903";1420
"1904";746
"1905";975
"1906";976
"1907";4
"1908";12
"1909";26
"1910";417
"1911";417
"1912";1421
"1913";1422
"1914";523
"1915";523
"1916";2
"1917";2
"1918";1423
"1919";359
"1920";977
"1921";629
"1922";978
"1923";524
"1924";525
"1925";1424
"1926";979
"1927";1425
"1928";980
"1929";1
"1930";224
"1931";1426
"1932";1427
"1933";981
"1934";1428
"1935";982
"1936";210
"1937";207
"1938";207
"1939";526
"1940";243
"1941";983
"1942";1429
"1943";418
"1944";286
"1945";1430
"1946";1431
"1947";984
"1948";1432
"1949";23
"1950";1433
"1951";985
"1952";45
"1953";1434
"1954";2088
"1955";29
"1956";29
"1957";208
"1958";208
"1959";478
"1960";35
"1961";609
"1962";91
"1963";91
"1964";986
"1965";1435
"1966";504
"1967";198
"1968";198
"1969";527
"1970";99
"1971";83
"1972";59
"1973";987
"1974";51
"1975";11
"1976";238
"1977";238
"1978";775
"1979";988
"1980";1436
"1981";1437
"1982";989
"1983";528
"1984";990
"1985";991
"1986";176
"1987";176
"1988";2089
"1989";104
"1990";104
"1991";2
"1992";2
"1993";181
"1994";1438
"1995";137
"1996";992
"1997";70
"1998";49
"1999";993
"2000";1439
"2001";1440
"2002";601
"2003";994
"2004";1441
"2005";49
"2006";995
"2007";1442
"2008";1443
"2009";1444
"2010";996
"2011";997
"2012";1445
"2013";998
"2014";1446
"2015";999
"2016";620
"2017";620
"2018";244
"2019";529
"2020";81
"2021";98
"2022";1447
"2023";59
"2024";307
"2025";307
"2026";1448
"2027";158
"2028";158
"2029";100
"2030";100
"2031";195
"2032";100
"2033";73
"2034";100
"2035";54
"2036";1449
"2037";13
"2038";168
"2039";1450
"2040";1451
"2041";279
"2042";1452
"2043";1453
"2044";1000
"2045";1454
"2046";1455
"2047";1001
"2048";1002
"2049";1456
"2050";1457
"2051";1458
"2052";61
"2053";1459
"2054";1003
"2055";1460
"2056";1004
"2057";1461
"2058";100
"2059";1462
"2060";328
"2061";289
"2062";1463
"2063";11
"2064";1464
"2065";43
"2066";122
"2067";515
"2068";1465
"2069";86
"2070";1005
"2071";1006
"2072";118
"2073";392
"2074";69
"2075";69
"2076";69
"2077";69
"2078";69
"2079";69
"2080";69
"2081";1007
"2082";1008
"2083";1009
"2084";1010
"2085";232
"2086";232
"2087";399
"2088";419
"2089";1466
"2090";530
"2091";341
"2092";1467
"2093";1011
"2094";145
"2095";16
"2096";299
"2097";60
"2098";154
"2099";1012
"2100";1468
"2101";154
"2102";154
"2103";154
"2104";1013
"2105";10
"2106";10
"2107";1014
"2108";10
"2109";10
"2110";10
"2111";10
"2112";10
"2113";10
"2114";10
"2115";10
"2116";10
"2117";10
"2118";10
"2119";1015
"2120";8
"2121";1016
"2122";142
"2123";1469
"2124";1470
"2125";10
"2126";1017
"2127";33
"2128";1018
"2129";1471
"2130";6
"2131";1472
"2132";420
"2133";421
"2134";15
"2135";1473
"2136";404
"2137";1019
"2138";531
"2139";531
"2140";268
"2141";269
"2142";269
"2143";347
"2144";1474
"2145";422
"2146";423
"2147";329
"2148";1020
"2149";1475
"2150";1476
"2151";31
"2152";1021
"2153";424
"2154";424
"2155";1022
"2156";13
"2157";6
"2158";1023
"2159";1477
"2160";193
"2161";1478
"2162";1479
"2163";1024
"2164";1025
"2165";1480
"2166";1481
"2167";9
"2168";1482
"2169";1026
"2170";1483
"2171";1027
"2172";296
"2173";296
"2174";87
"2175";1484
"2176";1028
"2177";1485
"2178";1029
"2179";128
"2180";128
"2181";82
"2182";1486
"2183";1487
"2184";258
"2185";145
"2186";1030
"2187";1488
"2188";1031
"2189";50
"2190";50
"2191";1489
"2192";1490
"2193";258
"2194";51
"2195";1491
"2196";1492
"2197";1493
"2198";1032
"2199";1033
"2200";1494
"2201";1495
"2202";81
"2203";55
"2204";55
"2205";55
"2206";1496
"2207";1034
"2208";1497
"2209";2
"2210";1035
"2211";1498
"2212";139
"2213";139
"2214";139
"2215";139
"2216";425
"2217";63
"2218";1036
"2219";592
"2220";1499
"2221";1037
"2222";426
"2223";1038
"2224";1500
"2225";57
"2226";146
"2227";146
"2228";232
"2229";1501
"2230";1039
"2231";532
"2232";532
"2233";1040
"2234";139
"2235";1502
"2236";1503
"2237";308
"2238";1041
"2239";330
"2240";1504
"2241";1505
"2242";366
"2243";521
"2244";1042
"2245";1043
"2246";260
"2247";2
"2248";95
"2249";1506
"2250";1044
"2251";1045
"2252";52
"2253";1046
"2254";136
"2255";22
"2256";309
"2257";309
"2258";309
"2259";1047
"2260";1048
"2261";1507
"2262";1049
"2263";1508
"2264";270
"2265";1050
"2266";1051
"2267";193
"2268";1052
"2269";427
"2270";104
"2271";1509
"2272";96
"2273";1510
"2274";1511
"2275";607
"2276";1053
"2277";533
"2278";1512
"2279";1513
"2280";1054
"2281";1514
"2282";1515
"2283";1055
"2284";534
"2285";534
"2286";386
"2287";29
"2288";27
"2289";235
"2290";235
"2291";235
"2292";1516
"2293";1517
"2294";1056
"2295";1057
"2296";1518
"2297";1519
"2298";1058
"2299";1520
"2300";90
"2301";1059
"2302";1060
"2303";1061
"2304";1521
"2305";255
"2306";255
"2307";1522
"2308";1062
"2309";1063
"2310";1523
"2311";414
"2312";1064
"2313";1524
"2314";296
"2315";1065
"2316";1066
"2317";144
"2318";331
"2319";38
"2320";1525
"2321";1067
"2322";1526
"2323";32
"2324";32
"2325";32
"2326";32
"2327";1068
"2328";32
"2329";310
"2330";310
"2331";310
"2332";1527
"2333";271
"2334";271
"2335";308
"2336";308
"2337";1528
"2338";1069
"2339";1070
"2340";87
"2341";1529
"2342";101
"2343";9
"2344";101
"2345";101
"2346";1530
"2347";56
"2348";1071
"2349";428
"2350";1531
"2351";52
"2352";1532
"2353";90
"2354";1533
"2355";535
"2356";215
"2357";1072
"2358";260
"2359";1534
"2360";1073
"2361";1535
"2362";1536
"2363";2
"2364";1537
"2365";497
"2366";1538
"2367";1539
"2368";1540
"2369";159
"2370";159
"2371";159
"2372";1074
"2373";52
"2374";1075
"2375";1076
"2376";484
"2377";1077
"2378";1541
"2379";72
"2380";55
"2381";55
"2382";55
