id,length,text,publisher_pro,isbn_new,year_min,year_max,record,walktrap-npre-unweighted-nimp,walktrap-npre-unweighted-imp,louvain-npre-unweighted-nimp,louvain-npre-unweighted-imp,infomap-npre-unweighted-nimp,infomap-npre-unweighted-imp
2158,1,missouri botanical garden press,missouri botanical garden press,0--9884551,2018,2018,1,1123,1123,1212,1212,1477,984
2160,1,mitchell lane publishers,mitchell lane publishers,1--68020,2016,2016,2,1124,1124,1213,1213,1478,985
2154,1,mind unlimited press,mind unlimited press,0--9862773,2015,2015,1,1125,1125,1210,1210,1022,1441
536,1,british association for adoption and fostering,british association for adoption and fostering,1--907585,2013,2013,1,1126,1126,317,317,2112,2119
537,1,british film institute,british film institute,0--85170,2005,2005,1,1127,1127,318,318,807,893
2151,1,millennium,millennium,1--85798,1996,1996,1,1128,1128,1208,1208,1021,1440
1050,1,ebookslib,ebookslib,1--4121,2011,2011,1,1129,1129,610,610,654,1331
1049,1,eberly press,eberly press,0--932296,1979,1979,1,1130,1130,609,609,949,2107
2198,1,mx publishing,mx publishing,1--78092,2013,2014,2,1131,1131,1240,1240,1033,998
2157,1,mirror publishing,mirror publishing,1--61225,2014,2014,1,1132,1132,1211,1211,1023,1442
2147,1,microsoft press,microsoft press,0--7356,2005,2005,1,1133,1133,1205,1205,1020,983
2148,1,milet,milet,1--84059,2010,2010,1,1134,1134,1206,1206,1475,1438
534,1,britannica educational publishing,britannica educational publishing,1--61530,2012,2012,1,1135,1135,316,316,2110,722
2149,1,milet publishing,milet publishing,1--78508,2017,2017,1,1136,1136,1207,1207,1476,1439
533,1,britannica digital learning,britannica digital learning,1--62513,2015,2015,1,1137,1137,315,315,2205,1895
1045,1,e reads,e reads,1--61756,2013,2013,2,1138,1138,608,608,2063,740
2143,1,metropolitan books henry holt and company,metropolitan books henry holt and company,1--55199,2013,2013,1,1139,1139,1201,1201,1474,982
532,1,bristol university press,bristol university press,1--5292,2018,2018,1,1140,1140,314,314,890,820
531,1,bristol park books,bristol park books,0--88486,2010,2015,2,1141,1141,313,313,928,2055
2136,1,merlin books,merlin books,0--86303,1992,1992,1,1142,1142,1197,1197,1019,1437
2134,1,merehurst press,merehurst press,1--85391,1998,1998,1,1143,1143,1196,1196,1473,1436
2130,1,mentoring minds,mentoring minds,1--62763,2013,2013,1,1144,1144,1193,1193,1472,981
529,1,brilliance audio,brilliance audio,1--4418,2009,2009,1,1145,1145,311,311,927,1324
2128,1,menasha rigde press,menasha rigde press,0--89732,2011,2011,1,1146,1146,1192,1192,1471,980
278,1,atlantic council,atlantic council,1--61977,2016,2016,1,1147,1147,171,171,2209,812
66,1,adams and dart,adams and dart,0--239,1967,1967,1,1148,1148,36,36,836,2198
2125,1,mel bay publications,mel bay publications,0--7866,2013,2013,1,1149,1149,1190,1190,1017,978
2122,1,medieval institute publications,medieval institute publications,1--58044,2002,2002,1,1150,1150,1188,1188,1469,976
2123,1,medikidz publishing,medikidz publishing,1--906935,2011,2011,1,1151,1151,1189,1189,1470,977
2127,1,menasha ridge press,menasha ridge press,1--56044,1996,1996,1,1152,1152,1191,1191,1018,979
1040,1,e ditions dilecta,e ditions dilecta,2--37372,2016,2016,1,1153,1153,607,607,1849,792
2118,1,mdis publications,mdis publications,1--85822,1997,1997,1,1154,1154,1186,1186,1015,975
1039,1,e artnow ebooks,e artnow ebooks,80--7484,2013,2013,1,1155,1155,606,606,864,796
2465,1,parenting press,parenting press,0--943990,1995,1995,1,1156,1156,1400,1400,1560,1518
139,1,american enterprise institute for public policy research,american enterprise institute for public policy research,0--8447,1977,1977,1,1157,1157,82,82,2090,2110
524,1,bright alliance,bright alliance,0--9862826,2017,2017,1,1158,1158,309,309,926,834
1072,1,educational technology publications,educational technology publications,0--87778,1994,1994,1,1159,1159,624,624,1982,1332
2106,2,mcgraw hill children's pub;;mcgraw hill children's publishing,mcgraw hill children's pub;;mcgraw hill children's publishing,1--57768,2002,2002,2,1160,1160,1185,1185,1014,974
521,1,brea behn,brea behn,1--5197,2015,2015,1,1161,1161,306,306,2092,645
1034,1,dynamama,dynamama,0--9864304,2015,2015,1,1162,1162,605,605,1940,2050
522,1,brian james freeman,brian james freeman,0--9840745,2013,2013,1,1163,1163,307,307,2134,1926
2120,1,mediaworks,mediaworks,1--879727,1992,1992,1,1164,1164,1187,1187,1016,1435
33,1,abc garden llc,abc garden llc,1--938763,2012,2012,1,1165,1165,21,21,2167,707
138,1,american cooking guild,american cooking guild,0--942320,1991,1991,1,1166,1166,81,81,2060,2139
2103,2,mcgill queen's university press;;mcgill queen'suniversity press,mcgill queen's university press;;mcgill queen'suniversity press,0--7735,2014,2018,8,1167,1167,1184,1184,1013,1434
3,1,13th and joan,13th and joan,1--7324712,2018,2018,1,1168,1168,4,4,2175,2028
274,1,athena scientific,athena scientific,1--886529,1997,1997,1,1169,1169,170,170,704,828
1030,1,durandus,durandus,1--940575,2011,2011,1,1170,1170,604,604,1939,2066
2092,1,matian press,matian press,0--9853978,2012,2012,1,1171,1171,1180,1180,1011,971
273,1,atd press,atd press,1--56286,2016,2016,1,1172,1172,169,169,718,905
1029,1,duo press llc,duo press llc,1--938093,2015,2015,1,1173,1173,603,603,2048,1951
1028,1,dunwoody press,dunwoody press,0--931745,2013,2013,1,1174,1174,602,602,882,791
2091,1,mathematical association of america,mathematical association of america,0--88385,1963,2012,4,1175,1175,1179,1179,1467,970
1026,1,dundurn,dundurn,1--4597,2015,2015,1,1176,1176,600,600,2062,1867
1025,1,duncan baird,duncan baird,1--84483,2007,2007,1,1177,1177,599,599,695,680
272,1,atallas publishing,atallas publishing,0--6481864,2017,2017,1,1178,1178,168,168,919,627
514,1,bpi worldwide capn a puk havus,bpi worldwide capn a puk havus,81--280,2015,2015,1,1179,1179,302,302,863,2211
2083,1,mascot books,mascot books,1--63177,2015,2015,1,1180,1180,1174,1174,1010,969
2081,1,mary jane hayes,mary jane hayes,0--9819634,2016,2016,1,1181,1181,1172,1172,1008,1431
2080,1,mary goulet media,mary goulet media,0--9832209,2011,2011,1,1182,1182,1171,1171,1007,1430
2082,1,mary jones day,mary jones day,1--4912,2013,2013,1,1183,1183,1173,1173,1009,1432
1027,1,dunedin,dunedin,1--78046,2014,2017,2,1184,1184,601,601,2192,630
136,1,american college of physicians,american college of physicians,1--938921,2015,2015,1,1185,1185,79,79,820,2034
271,1,astral,astral,0--9645867,2004,2004,1,1186,1186,167,167,715,904
513,1,boynton cook publishers,boynton cook publishers,0--86709,1983,1983,1,1187,1187,301,301,2165,844
512,1,boyertown area historical society,boyertown area historical society,0--9616068,1991,1991,1,1188,1188,300,300,894,2064
2088,1,masterwork books,masterwork books,1--56156,1994,1994,1,1189,1189,1177,1177,1466,1433
270,1,astm international,astm international,1--68221,2018,2018,1,1190,1190,166,166,1928,903
511,1,boyds mills press,boyds mills press,1--62091,2014,2014,1,1191,1191,299,299,2109,769
1021,1,duckworth,duckworth,0--7156,1979,1979,1,1192,1192,596,596,748,2094
1022,1,dukane press,dukane press,0--87800,1971,1971,1,1193,1193,597,597,2010,1866
2070,1,marshall cavendish elt,marshall cavendish elt,0--462,2004,2004,1,1194,1194,1169,1169,1006,968
1020,1,dublin city public libraries,dublin city public libraries,1--907002,2010,2010,1,1195,1195,595,595,1848,632
1019,1,drumcondra publications,drumcondra publications,0--9564110,2011,2011,1,1196,1196,594,594,1847,922
2069,1,marshall cavendish benchmark,marshall cavendish benchmark,1--60870,2012,2012,1,1197,1197,1168,1168,1005,1429
269,1,association of research libraries,association of research libraries,1--59407,2013,2013,1,1198,1198,165,165,673,885
135,1,american college of obstetricians and gynecologists women's health care physicians,american college of obstetricians and gynecologists women's health care physicians,1--934984,2014,2014,1,1199,1199,78,78,2116,901
2067,1,marquette university press,marquette university press,0--87462,2013,2013,1,1200,1200,1167,1167,1465,967
2063,1,margaret thomas,margaret thomas,0--9559957,2012,2012,1,1201,1201,1166,1166,1464,966
1015,1,drama book publishers,drama book publishers,0--89676,1984,1984,1,1202,1202,591,591,2035,879
2098,1,mcclelland and stewart,mcclelland and stewart,0--7710,1982,1982,1,1203,1203,1182,1182,1012,972
2058,1,mantra,mantra,1--85269,2002,2007,2,1204,1204,1163,1163,1462,965
2056,1,manning publications co,manning publications co,1--63343,2016,2016,1,1205,1205,1162,1162,1461,964
508,1,boydell and brewer,boydell and brewer,0--900952,2014,2014,1,1206,1206,297,297,814,831
2054,1,manhattan prep publishing,manhattan prep publishing,1--941234,2015,2015,1,1207,1207,1160,1160,1460,962
64,1,act human rights commission,act human rights commission,0--6482883,2018,2018,1,1208,1208,34,34,714,2201
134,1,american chemical society,american chemical society,0--8412,2013,2014,2,1209,1209,77,77,740,2059
2055,1,manning,manning,1--61729,2016,2016,1,1210,1210,1161,1161,1004,963
2050,1,manchester university press,manchester university press,0--7190,1968,2016,4,1211,1211,1157,1157,1458,960
2052,1,mango publishing group,mango publishing group,1--63353,2018,2018,1,1212,1212,1158,1158,1459,961
507,1,boy scouts of america,boy scouts of america,0--8395,1976,2013,6,1213,1213,296,296,1342,776
1012,1,dr john douillard's lifespa,dr john douillard's lifespa,0--9898242,2016,2016,1,1214,1214,589,589,1882,2074
2053,1,manhattan prep,manhattan prep,1--937707,2014,2014,2,1215,1215,1159,1159,1003,1427
2061,1,marcus r bowman,marcus r bowman,1--9849,2019,2019,1,1216,1216,1165,1165,1463,1428
506,1,boxer books,boxer books,1--910126,2016,2016,1,1217,1217,295,295,893,847
2046,1,mainstream publishing,mainstream publishing,1--78057,2014,2014,1,1218,1218,1153,1153,1001,1424
2045,1,mainstream,mainstream,1--84018,2001,2001,1,1219,1219,1152,1152,1455,958
2044,1,main street rag publishing company,main street rag publishing company,1--59948,2018,2018,1,1220,1220,1151,1151,1454,1423
2047,1,making memories,making memories,1--893352,2007,2007,1,1221,1221,1154,1154,1002,1425
505,1,box turtle press,box turtle press,1--893654,2018,2018,1,1222,1222,294,294,2091,699
2042,1,magna print books,magna print books,0--86009,1982,1983,2,1223,1223,1149,1149,1453,957
1008,1,down and out books,down and out books,1--943402,2017,2017,1,1224,1224,586,586,1938,1922
2041,1,magna print,magna print,1--85057,1989,1989,1,1225,1225,1148,1148,1452,956
2043,1,magpie ink,magpie ink,0--9899434,2013,2013,1,1226,1226,1150,1150,1000,1422
504,1,bounty books,bounty books,0--7537,2009,2009,1,1227,1227,293,293,841,830
2038,1,mage publishers mage publishers inc,mage publishers mage publishers inc,1--933823,2011,2011,1,1228,1228,1146,1146,1450,1421
133,1,american bar association section of dispute resolution,american bar association section of dispute resolution,1--61632,2011,2011,1,1229,1229,76,76,1967,728
2039,1,magic inc,magic inc,0--9729263,2017,2017,1,1230,1230,1147,1147,1451,955
2035,1,macmillan publishers,macmillan publishers,1--56159,1995,1995,1,1231,1231,1145,1145,1449,954
1011,1,downtown bookworks,downtown bookworks,1--935703,2012,2012,1,1232,1232,588,588,2151,679
265,1,association,association,0--926508,1989,1989,1,1233,1233,163,163,1838,2104
502,1,borealis books,borealis books,0--87351,2011,2011,1,1234,1234,292,292,2164,696
1001,1,doubleday ireland,doubleday ireland,1--78162,2014,2014,1,1235,1235,583,583,1937,757
264,1,asq quality press,asq quality press,0--87389,2010,2014,2,1236,1236,162,162,892,852
999,1,double take,double take,0--9972899,2016,2016,1,1237,1237,582,582,794,1968
63,1,acsi purposeful design publications,acsi purposeful design publications,1--58331,2005,2005,1,1238,1238,33,33,1833,760
2048,1,mallard press,mallard press,0--7924,1992,1992,1,1239,1239,1155,1155,1456,1426
263,1,aspen systems corp,aspen systems corp,0--89443,1980,1980,1,1240,1240,161,161,716,633
998,1,double r publishing,double r publishing,0--9718696,2002,2002,1,1241,1241,581,581,1846,752
2025,1,mackinac island press,mackinac island press,1--934133,2011,2011,1,1242,1242,1143,1143,1448,1420
995,1,dorsey press,dorsey press,0--256,uuuu,uuuu,1,1243,1243,578,578,1881,751
2021,1,macat international ltd,macat international ltd,1--912453,2018,2018,1,1244,1244,1141,1141,1447,1419
996,1,dos madres press inc,dos madres press inc,1--933675,2013,2013,1,1245,1245,579,579,787,762
993,1,dorrance publishing co inc,dorrance publishing co inc,1--4809,2013,2013,1,1246,1246,577,577,1981,1856
262,1,aspen publishers,aspen publishers,0--7355,2003,2005,3,1247,1247,160,160,806,2137
496,1,bookstand publishing,bookstand publishing,1--61863,2014,2014,1,1248,1248,289,289,717,656
495,1,books for libraries press,books for libraries press,0--8369,1971,1971,2,1249,1249,288,288,2045,2099
497,1,booktrope editions,booktrope editions,1--62015,2015,2015,1,1250,1250,290,290,1954,673
2014,1,lythway press,lythway press,0--85046,1976,1976,1,1251,1251,1139,1139,999,953
494,1,books and projects,books and projects,0--9978763,2017,2017,1,1252,1252,287,287,752,2208
2013,1,lyrical underground kensington publishing corp,lyrical underground kensington publishing corp,1--5161,2017,2017,1,1253,1253,1138,1138,1446,1418
260,1,asm press,asm press,1--55581,2001,2015,3,1254,1254,159,159,2166,1996
2012,1,lyons press,lyons press,1--4930,2014,2014,1,1255,1255,1137,1137,998,1417
997,1,dottir press,dottir press,1--948340,2018,2018,1,1256,1256,580,580,793,2133
2049,1,mammoth,mammoth,0--7497,2000,2000,1,1257,1257,1156,1156,1457,959
2011,1,lyons legacy publishing,lyons legacy publishing,0--9910891,2013,2013,1,1258,1258,1136,1136,1445,952
987,1,donald i fine,donald i fine,1--55611,1987,1987,1,1259,1259,574,574,782,921
493,1,bookhub publishing,bookhub publishing,0--9932256,2016,2016,1,1260,1260,286,286,2130,698
2009,1,lynne rienner,lynne rienner,1--55587,1993,1993,1,1261,1261,1134,1134,996,1415
2010,1,lynne rienner publishers,lynne rienner publishers,1--62637,2003,2003,1,1262,1262,1135,1135,997,1416
990,1,dorcus smucker,dorcus smucker,0--9883329,2012,2012,1,1263,1263,576,576,1880,626
2099,1,mcdonald institute for archaeological research university of cambridge,mcdonald institute for archaeological research university of cambridge,1--902937,2017,2017,1,1264,1264,1183,1183,1468,973
491,1,book tree,book tree,1--58509,2014,2014,1,1265,1265,284,284,788,726
259,1,asm international,asm international,0--87170,1995,1995,1,1266,1266,158,158,888,672
2005,1,lund humphries,lund humphries,1--84822,2017,2017,2,1267,1267,1130,1130,995,950
2003,1,lumos learning,lumos learning,1--940484,2013,2013,1,1268,1268,1129,1129,1441,949
984,1,dollard publishing company inc,dollard publishing company inc,0--9729467,2004,2004,1,1269,1269,572,572,2098,920
2006,1,lutterworth press,lutterworth press,0--7188,2008,2008,1,1270,1270,1131,1131,1442,1414
983,1,dog ear publishing,dog ear publishing,1--60844,2009,2009,1,1271,1271,571,571,2097,1928
490,1,book pub network,book pub network,1--940598,2014,2014,1,1272,1272,283,283,852,1972
1999,1,lowebros publishing,lowebros publishing,1--5323,2018,2018,1,1273,1273,1126,1126,1439,1413
2000,1,loyola press,loyola press,0--8294,2005,2006,2,1274,1274,1127,1127,1440,1947
2002,1,luminis books,luminis books,1--941311,2014,2014,1,1275,1275,1128,1128,994,948
258,1,aslan group publishing,aslan group publishing,1--888582,1968,1968,1,1276,1276,157,157,2145,682
1995,1,louisiana state university press,louisiana state university press,0--8071,1970,2011,9,1277,1277,1124,1124,992,1411
1998,1,love pub co,love pub co,0--89108,1988,1988,1,1278,1278,1125,1125,993,1412
1993,1,lorenz books,lorenz books,0--7548,2015,2018,3,1279,1279,1123,1123,1438,1410
982,1,dog ear pubilshing,dog ear pubilshing,1--4575,2018,2018,1,1280,1280,570,570,948,1919
2007,1,lyceum books,lyceum books,1--935871,2014,2014,1,1281,1281,1132,1132,1443,951
978,1,dobby,dobby,1--85882,1994,1994,1,1282,1282,569,569,1960,731
257,1,asia society,asia society,0--87848,2005,2005,1,1283,1283,156,156,887,2058
487,1,book guild publishing,book guild publishing,1--910508,2015,2015,2,1284,1284,280,280,827,876
256,1,ashgrove press,ashgrove press,1--85398,1998,1998,1,1285,1285,155,155,672,2079
1987,1,longhouse,longhouse,1--929048,2013,2013,1,1286,1286,1122,1122,2089,1409
1983,1,london borough of lambeth and the lambeth local history forum,london borough of lambeth and the lambeth local history forum,0--9926695,2015,2015,1,1287,1287,1119,1119,990,1407
1984,1,lone pine pub international,lone pine pub international,976--650,2014,2014,1,1288,1288,1120,1120,991,1408
2008,1,lyle stuart,lyle stuart,0--8184,1984,1984,1,1289,1289,1133,1133,1444,2090
1978,1,littman library of jewish civilization,littman library of jewish civilization,1--906764,2018,2018,1,1290,1290,1114,1114,988,1405
1977,1,littlefield adams,littlefield adams,0--8226,1980,1980,1,1291,1291,1113,1113,775,945
1979,1,liturgical conference,liturgical conference,0--918208,1980,1980,1,1292,1292,1115,1115,1436,946
130,1,american association of blood banks,american association of blood banks,1--56395,2009,2009,1,1293,1293,74,74,2058,2029
483,1,bold strokes books,bold strokes books,1--62639,2014,2014,1,1294,1294,278,278,2121,913
1972,1,little brown house publishing company,little brown house publishing company,0--915782,1975,1975,1,1295,1295,1111,1111,987,944
1980,1,liveright,liveright,0--87140,1971,1971,1,1296,1296,1116,1116,1437,1406
129,1,american academy of pediatrics,american academy of pediatrics,1--61002,2019,2019,1,1297,1297,73,73,713,2109
1981,1,llewellyn publications,llewellyn publications,0--7387,2013,2013,1,1298,1298,1117,1117,989,947
492,1,bookheaded learning llc,bookheaded learning llc,1--944695,2015,2015,1,1299,1299,285,285,925,705
1963,1,litchfield school district,litchfield school district,1--5001,2014,2014,1,1300,1300,1108,1108,986,942
1964,1,literary express inc,literary express inc,1--58165,1998,1998,1,1301,1301,1109,1109,1435,943
967,1,discovery house,discovery house,1--62707,2015,2015,1,1302,1302,566,566,1936,802
966,1,director of national parks,director of national parks,0--9807460,2016,2016,1,1303,1303,565,565,844,919
965,1,digital legend publishing,digital legend publishing,1--937901,2014,2014,1,1304,1304,564,564,2009,918
478,1,bn publishing,bn publishing,1--60796,2009,2009,1,1305,1305,275,275,862,2126
1952,1,lincoln institute of land policy,lincoln institute of land policy,1--55844,2016,2016,1,1306,1306,1105,1105,1434,941
961,1,diane craver,diane craver,1--5022,2014,2014,1,1307,1307,561,561,1935,750
962,1,dianne harman,dianne harman,1--5405,2016,2016,1,1308,1308,562,562,2183,917
1953,1,linda leblanc,linda leblanc,0--9785353,2014,2014,1,1309,1309,1106,1106,2088,1404
477,1,bluestreak books,bluestreak books,1--68188,2018,2018,1,1310,1310,274,274,2061,837
968,1,discovery house publishers,discovery house publishers,1--57293,2014,2014,1,1311,1311,567,567,947,2093
1949,1,liguori,liguori,0--7648,1994,1994,1,1312,1312,1103,1103,1433,1402
1950,1,liliana hart,liliana hart,1--4776,2012,2012,1,1313,1313,1104,1104,985,1403
1946,1,lifeline publishers,lifeline publishers,0--930823,1985,1985,1,1314,1314,1101,1101,984,1401
1945,1,lifecodes publishing company,lifecodes publishing company,0--9822018,2013,2013,1,1315,1315,1100,1100,1431,939
1944,1,library of social science,library of social science,0--915042,1977,1977,1,1316,1316,1099,1099,1430,938
1947,1,lifewise books,lifewise books,1--947279,2018,2018,1,1317,1317,1102,1102,1432,940
473,1,blue wind press,blue wind press,0--912652,1994,1994,1,1318,1318,272,272,756,858
1940,1,library and archives canada bibliothe que et archives canada,library and archives canada bibliothe que et archives canada,0--494,2007,2007,2,1319,1319,1095,1095,983,1400
1941,1,library juice press,library juice press,1--63400,2017,2017,1,1320,1320,1096,1096,1429,937
956,1,dew bear enterprises,dew bear enterprises,1--942261,2015,2015,1,1321,1321,560,560,2071,2082
986,1,dolphin,dolphin,1--85881,2004,2004,1,1322,1322,573,573,1980,2083
1934,1,lewis publishers,lewis publishers,1--56670,2000,2000,1,1323,1323,1091,1091,982,1860
955,1,devotional life press,devotional life press,0--9670843,2001,2001,1,1324,1324,559,559,2070,827
1932,1,let's go inc,let's go inc,1--61237,2016,2016,1,1325,1325,1089,1089,981,1398
519,1,braun center for holocaust studies and martin gilbert,braun center for holocaust studies and martin gilbert,0--88464,1992,1992,1,1326,1326,304,304,2067,631
1933,1,lethe press,lethe press,1--59021,2011,2011,1,1327,1327,1090,1090,1428,1399
1930,1,leitrim county council arts office,leitrim county council arts office,0--9576189,2016,2016,1,1328,1328,1087,1087,1426,2063
470,1,blr business and legal resources,blr business and legal resources,1--68308,2015,2015,1,1329,1329,270,270,664,897
1931,1,lerner publications,lerner publications,1--4677,2015,2015,1,1330,1330,1088,1088,1427,1397
471,1,blue poppy press,blue poppy press,0--936185,2008,2008,1,1331,1331,271,271,711,856
1927,1,legend press,legend press,1--78507,2016,2016,1,1332,1332,1086,1086,980,1946
951,1,destiny books,destiny books,0--89281,1987,1987,1,1333,1333,556,556,694,1950
1925,1,left coast press inc,left coast press inc,1--61132,2013,2015,2,1334,1334,1084,1084,979,1396
1926,1,legas,legas,1--897493,2012,2012,1,1335,1335,1085,1085,1425,2062
952,1,destiny image publishers,destiny image publishers,1--56043,1997,1997,1,1336,1336,557,557,1934,2049
949,1,design studio press,design studio press,1--62465,2018,2018,1,1337,1337,554,554,946,2054
1924,1,left coast press,left coast press,1--59874,2009,2009,1,1338,1338,1083,1083,1424,1859
947,1,derek bok center for teaching and learning harvard university,derek bok center for teaching and learning harvard university,0--9662468,2002,2002,1,1339,1339,553,553,798,2048
1919,1,learning works,learning works,0--88160,1996,1996,1,1340,1340,1078,1078,977,1945
1920,1,learningexpress,learningexpress,1--61103,2017,2017,1,1341,1341,1079,1079,629,1395
1917,1,learn persian online,learn persian online,1--5008,2014,2014,1,1342,1342,1077,1077,1423,1394
1921,1,lectorum publications,lectorum publications,1--880507,1992,1992,1,1343,1343,1080,1080,978,1839
127,1,ameco pub corp,ameco pub corp,0--912146,1987,1987,1,1344,1344,71,71,911,2159
945,1,dennis mcmillan,dennis mcmillan,0--9609986,1984,1984,1,1345,1345,551,551,1959,1865
126,1,amber books,amber books,1--78274,2017,2017,1,1346,1346,70,70,856,872
946,1,department of public health and epidemiology university of birmingham,department of public health and epidemiology university of birmingham,0--7044,2004,2004,1,1347,1347,552,552,1964,1769
950,1,desperation press turnrow books,desperation press turnrow books,0--9703964,2014,2014,1,1348,1348,555,555,668,1978
10,1,3g e learning,3g e learning,1--68095,2017,2017,1,1349,1349,9,9,642,734
944,1,delta education,delta education,1--62571,2018,2018,1,1350,1350,550,550,1350,2006
1903,1,lark books,lark books,1--57990,2002,2006,2,1351,1351,1070,1070,746,1392
1902,1,lapwing publications,lapwing publications,1--910855,2016,2016,1,1352,1352,1069,1069,1420,1391
1904,1,larry dean watts publishing,larry dean watts publishing,0--9890859,2013,2013,1,1353,1353,1071,1071,975,883
1905,1,launchcrate publishing,launchcrate publishing,1--947506,2018,2018,1,1354,1354,1072,1072,976,936
938,1,delmar publishers,delmar publishers,0--8273,1998,1999,2,1355,1355,547,547,653,794
1901,1,lanthorn press,lanthorn press,0--906155,1988,1988,1,1356,1356,1068,1068,1419,1838
1899,1,lakota press,lakota press,0--9848351,2014,2014,1,1357,1357,1067,1067,1418,1390
1896,1,lake union publishing,lake union publishing,1--5420,2019,2019,1,1358,1358,1064,1064,774,749
1897,1,lakeland marshall morgan and scott,lakeland marshall morgan and scott,0--551,1973,1973,1,1359,1359,1065,1065,1417,1389
1898,1,lakeshore learning materials,lakeshore learning materials,1--58970,2006,2006,1,1360,1360,1066,1066,1927,1837
463,1,bloomsbury reader,bloomsbury reader,1--4482,2013,2013,1,1361,1361,269,269,924,855
1890,1,l and l dreamspell,l and l dreamspell,1--60318,2008,2008,1,1362,1362,1059,1059,1415,861
1891,1,l2 books,l2 books,0--9887154,2015,2015,1,1363,1363,1060,1060,2087,882
1892,1,la marca editora,la marca editora,950--889,2010,2010,1,1364,1364,1061,1061,1416,2061
1889,1,l a davenport,l a davenport,1--60530,2008,2008,1,1365,1365,1058,1058,2030,1918
1888,1,kylie young,kylie young,1--5234,2016,2016,1,1366,1366,1057,1057,1926,2171
1885,1,kumon publishing north america,kumon publishing north america,1--941082,2017,2017,1,1367,1367,1054,1054,1413,1387
1911,1,law pack pub,law pack pub,1--902646,1999,1999,1,1368,1368,1074,1074,1421,884
1886,1,kuperard,kuperard,1--85733,2018,2018,1,1369,1369,1055,1055,1925,1835
1894,1,lacret pub co,lacret pub co,0--943144,1981,1981,1,1370,1370,1063,1063,876,1388
1884,1,kula kaiapuni kualapu u,kula kaiapuni kualapu u,1--5453,2017,2017,1,1371,1371,1053,1053,773,1386
1887,1,kyle books,kyle books,0--85783,2014,2014,1,1372,1372,1056,1056,1414,1836
1877,1,kodesh press l l c,kodesh press l l c,1--947857,2018,2018,1,1373,1373,1050,1050,1411,1385
1875,1,kodansha comics,kodansha comics,1--61262,2013,2013,2,1374,1374,1048,1048,875,1944
1876,1,kodansha international,kodansha international,0--87011,1969,1981,2,1375,1375,1049,1049,2086,1384
1873,1,ko ehler books,ko ehler books,1--63393,2014,2014,1,1376,1376,1047,1047,2055,1383
931,1,delete press,delete press,0--9991037,2018,2018,1,1377,1377,546,546,2150,807
1867,1,kluwer law international,kluwer law international,90--411,2004,2014,3,1378,1378,1045,1045,2054,1382
1869,1,knock knock,knock knock,1--60106,2013,2013,1,1379,1379,1046,1046,1410,1834
250,1,ascencia,ascencia,1--63530,2018,2018,1,1380,1380,154,154,803,829
3674,1,zeus publications,zeus publications,1--921731,2016,2016,1,1381,1381,2058,2058,1332,1768
3673,1,zero to ten unlimited,zero to ten unlimited,1--84089,1998,1998,1,1382,1382,2057,2057,1331,1767
925,1,deep university press,deep university press,1--939755,2015,2015,1,1383,1383,545,545,2008,629
3670,1,zelda wilde publishing,zelda wilde publishing,1--5173,2015,2015,1,1384,1384,2055,2055,1832,1766
3669,1,zed books ltd,zed books ltd,1--78699,2017,2017,1,1385,1385,2054,2054,1831,1322
1882,1,komite ng sambayanang pilipino,komite ng sambayanang pilipino,0--906968,1981,1981,1,1386,1386,1052,1052,1412,1917
249,1,ascd,ascd,1--4166,2012,2018,3,1387,1387,153,153,918,851
923,1,decisionhealth,decisionhealth,1--62202,2017,2017,1,1388,1388,543,543,945,1987
1860,1,kidsbooks,kidsbooks,1--58865,2013,2013,1,1389,1389,1043,1043,1924,1943
1859,1,key of david publications,key of david publications,0--87029,1986,1986,1,1390,1390,1042,1042,1409,1833
1858,1,kessinger pub co,kessinger pub co,1--56459,1996,1996,1,1391,1391,1041,1041,1408,1380
3662,1,z publishing llc,z publishing llc,1--7271,2018,2018,1,1392,1392,2051,2051,1830,1765
3661,1,youthplays,youthplays,1--62088,2015,2015,1,1393,1393,2050,2050,1829,1764
3659,1,yosemite conservancy,yosemite conservancy,1--930238,2019,2019,1,1394,1394,2048,2048,1827,1763
248,1,artworks,artworks,0--87846,2001,2001,1,1395,1395,152,152,917,2075
1856,1,keroberous publishing,keroberous publishing,1--5123,2012,2012,1,1396,1396,1039,1039,1406,1379
3658,1,yorkville press,yorkville press,0--9729427,2005,2005,1,1397,1397,2047,2047,1330,1320
1855,1,kerber verlag,kerber verlag,3--7356,2014,2014,1,1398,1398,1038,1038,1923,1378
3649,1,yawna,yawna,0--9647169,2000,2000,1,1399,1399,2045,2045,1825,1319
3650,1,ye galleon press,ye galleon press,0--87062,1987,1987,1,1400,1400,2046,2046,1826,1762
122,1,amacom,amacom,0--8144,1981,2005,2,1401,1401,68,68,1837,761
247,1,artiqua press,artiqua press,0--9835723,2014,2014,1,1402,1402,151,151,2128,681
924,1,dedalus press,dedalus press,1--910251,2015,2015,1,1403,1403,544,544,786,2046
3645,1,yah yah publications,yah yah publications,1--936649,2012,2012,1,1404,1404,2043,2043,1329,1318
3648,1,yale university southeast asia studies,yale university southeast asia studies,0--938692,2004,2004,1,1405,1405,2044,2044,1824,1761
3644,1,xulon press,xulon press,1--5456,2017,2017,1,1406,1406,2042,2042,1823,1760
3639,1,wrox press,wrox press,1--86100,1999,2001,2,1407,1407,2037,2037,1821,1758
