"id","length","text","isbn_new","year_min","year_max","record","group"
1529,1,"kp","1--4402","2014","2014",1,110
1530,1,"krause publications","0--8019;1--4402;0--87349","1996","2014",4,1717
1531,1,"kremer","0--9712176","2004","2004",1,2
1532,1,"kris michaels","1--947178","2017","2017",1,126
1533,1,"kuperard","1--85733","2016","2016",1,2
1534,1,"kyle books","1--84135;0--85783;1--909487","2011","2015",2,1736
1535,1,"l-w book sales","0--89538","2001","2001",1,1860
1536,1,"l. page","0--665","1980","1980",1,1713
1537,1,"l. rienner","1--58826","2004","2004",1,42
1538,1,"l.c. childs","0--665","1982","1982",1,1710
1539,1,"la jolla country day school parents association","0--9614176","1987","1987",1,1711
1540,1,"la siesta press","0--910856","1985","1985",1,1714
1541,1,"la' femme fatale' productions","0--9888615","2013","2013",1,1707
1542,1,"ladybird books","0--241","2016","2016",1,1705
1543,1,"lagom","1--911600","2018","2018",1,320
1544,1,"lambert academic publishing","3--8383","2012","2012",1,1706
1545,1,"lampo press","0--9726323","2007","2007",1,16
1546,1,"landfall press","0--913428","1975","1975",1,145
1547,1,"landmark publ.","1--901522","1999","1999",1,16
1548,1,"lane books","0--376","1975","1975",1,16
1549,1,"language teaching publications","0--906717","1995","1995",1,222
1550,1,"large print press","1--59413","2006","2009",3,1703
1551,1,"lark crafts","1--60059","2011","2011",1,10
1552,1,"laurel-leaf","0--613;0--375","2005","2008",2,10
1553,1,"laurel-leaf books","0--375","2010","2010",1,1704
1554,1,"laurence king publishing","1--78067;1--78627;1--85669","2011","2018",3,1702
1555,1,"law business research","1--909830","2014","2014",1,2
1556,1,"lawrence erlbaum associates","1--315","2002","2002",1,86
1557,1,"lawrence erlbaum associates inc","0--203","1990","1990",1,1699
1558,1,"lawrence w. baxter","1--5136","2018","2018",1,2
1559,1,"lawyers and judges pub. co","0--913875","1998","1998",1,1697
1560,1,"lawyers' international pub. co","0--665","1981","1981",1,1698
1561,1,"lb kids","0--316","2013","2018",2,2
1562,1,"lbg productions inc","1--9811","2018","2018",1,1712
1563,1,"leadenhall press","0--665","1983","1983",1,1694
1564,1,"learning sciences international","1--941112","2017","2017",1,10
1565,1,"learningexpress","1--61103","2016","2016",1,199
1566,1,"lee and shepard","0--665","1981","1981",1,324
1567,1,"left coast press","1--61132","2014","2014",1,1691
1568,1,"legacy book publishing","1--937952","2014","2014",1,354
1569,1,"legenda","1--907975;1--909662;1--351;1--904350;1--315","2007","2014",3,323
1570,1,"leisure books","0--8439","1989","2005",3,323
1571,1,"leo cooper","1--78383;0--85052","1992","1999",2,1688
1572,1,"lerner publications","1--5415","2019","2019",1,1689
1573,1,"lerner pubs.","0--8431","1982","1982",1,1696
1574,1,"less than three press","1--62004","2012","2012",1,161
1575,1,"less than three press llc","1--62004","2012","2012",1,161
1576,1,"let's tell your story publishing","1--910600","2017","2017",1,1685
1577,1,"lethe press","1--59021","2013","2013",1,1686
1578,1,"lexham press","1--68359","2018","2018",1,1684
1579,1,"lexington books","1--4985;0--7391","2005","2018",10,1683
1580,1,"lexington press","0--7391","2015","2015",1,1687
1581,1,"libertarian institute","1--5486","2017","2017",1,1681
1582,1,"liberty fund","0--86597","2000","2008",2,1680
1583,1,"library of america","1--59853","2008","2018",3,16
1584,1,"lid publishing limited","1--911498","2018","2018",1,1675
1585,1,"life changing books","1--943174","2015","2015",1,1678
1586,1,"life with style publishers","0--9704361","2010","2010",1,1679
1587,1,"lightbulb press","0--9764749","2012","2012",1,1708
1588,1,"lightning source uk ltd","0--691;1--933823","2017","2018",2,166
1589,1,"liguori","0--7648","2004","2004",1,1673
1590,1,"lilliput press","1--84351","2018","2018",1,1672
1591,1,"lily g. blunt","1--4849","2013","2013",1,12
1592,1,"limelight editions","0--87910","1988","2002",3,56
1593,1,"linford","1--84617;1--4448;1--84395;0--7089","1990","2017",16,61
1594,1,"linus learning","1--60797","2013","2013",1,1666
1595,1,"lion pub","0--7459","1989","1989",1,1664
1596,1,"lippincott","0--201","1985","1985",1,1663
1597,1,"lippincott williams and wilkins","1--4511;1--4698","2007","2013",2,334
1598,1,"lisburn press","0--692","2018","2018",1,61
1599,1,"literary classics of the united states","0--940450","1985","1986",2,36
1600,1,"literary licensing","1--258","2014","2014",1,1662
1601,1,"little bee books","1--4998","2015","2015",1,9
1602,1,"little black dress","0--7553","2006","2006",1,1661
1603,1,"little litany press","0--692","2014","2014",1,1656
1604,1,"little mothers llc","1--5169","2014","2014",1,1657
1605,1,"little simon","1--5344","2017","2017",1,1654
1606,1,"liturgical press","0--87907;0--8146;1--336","2012","2013",3,1650
1607,1,"litwin books","1--63400","2018","2018",1,326
1608,1,"live art development agency","0--9573938","2013","2013",1,1652
1609,1,"live edge publishing","0--9977018","2018","2018",1,330
1610,1,"liveright publishing corporation","0--87140","2015","2015",1,1648
1611,1,"living arts enterprises","0--9833583","2011","2011",1,1649
1612,1,"living ink books","0--89957","2009","2009",1,1647
1613,1,"livros scorpion","1--5010","2015","2015",1,82
1614,1,"llano estacado publishing","1--9794","2017","2017",1,1655
1615,1,"llewellyn publications","1--56718","2001","2001",1,82
1616,1,"llumina press","1--59526","2004","2004",1,12
1617,1,"lomond books","1--85051","1991","1991",1,3
1618,1,"lonely planet","1--74220","2014","2014",1,1641
1619,1,"lonely planet global limited","1--78701","2018","2018",1,1642
1620,1,"lonely planet publications","1--86450;1--74104;1--74059;1--74220;1--74179;0--86442","1993","1993",1,1640
1621,2,"longman;;longman.","0--582","1975","2007",12,332
1622,1,"longman scientific and technical","0--470","1987","1987",1,333
1623,1,"loqueleo","1--63113","2017","2017",1,433
1624,1,"lorenz books","1--85967","1998","1998",1,1637
1625,1,"lorenz educational press","0--7877","2014","2014",2,1638
1626,1,"lorevan pub","1--55547","1987","1987",1,72
1627,1,"los angeles county museum of art","3--7913","2013","2013",1,50
1628,1,"lou cadle","1--5236","2015","2015",1,50
1629,1,"louisiana state university press","0--8071","1986","2005",4,36
1630,1,"love","0--89108","1997","1997",1,1634
1631,1,"love food","1--4075","2009","2009",1,1633
1632,1,"love inspired","0--373","2011","2011",1,50
1633,1,"love inspired books","1--335;0--373","1999","2018",5,1630
1634,1,"love lane books","1--4910","2013","2013",1,1631
1635,1,"lowell house","1--56565","1996","1996",1,1629
1636,1,"lucis pub. co","0--85330","1982","2002",2,179
1637,1,"luna","0--373","2004","2004",1,126
1638,1,"lutterworth press","0--7188","2017","2017",1,38
1639,1,"luzerne county historical society","0--9853399","2013","2013",1,319
1640,1,"lyceum books","1--935871","2014","2014",1,319
1641,1,"lyfe publishing","0--578","2011","2011",1,1626
1642,1,"lynne rienner publishers","1--62637;1--58826","2003","2018",4,33
1643,1,"lyons press","0--7627;1--59921","2006","2014",3,336
1644,1,"lyrical press","1--60183","2017","2017",1,1625
1645,1,"lyrical shine","1--60183","2015","2015",1,16
1646,1,"lystra books and literary services","0--9991958","2017","2017",1,85
1647,1,"lythway press","0--85046","1976","1977",3,1617
1648,2,"m. dekker;;marcel dekker","0--8247","2002","2003",3,1615
1649,2,"m. evans and co;;m. evans and company","1--59077","2007","2014",2,77
1650,2,"m. joseph;;michael joseph","0--7181","1976","2018",2,1619
1651,2,"m. nijhoff;;martinus nijhoff","90--247;90--04","1983","2006",2,97
1652,1,"m. roehr books and video","0--9619229","1999","1999",1,1612
1653,1,"m.e. sharpe","0--87332","1992","1992",1,1610
1654,2,"m.i.t. press;;mit press","84--8026;0--585;0--262","1965","2018",43,1608
1655,1,"m.w. saunders","0--9502260","1972","1972",1,1609
1656,1,"macdonald educational","0--356;0--382","1979","1979",1,48
1657,1,"macdonald futura publishers","0--354","1980","1980",1,24
1658,1,"mack","1--912339","2018","2018",1,24
1659,1,"maclean and clark publishers","0--9662206","2011","2011",1,48
1660,1,"maclehose","0--85705","2012","2012",1,1604
1661,1,"macmillan","0--312;0--333;0--02","1978","2011",8,16
1662,1,"macmillan children's books","1--5098","2019","2019",1,1605
1663,1,"macmillan collector's library","1--5098","2017","2017",1,1611
1664,1,"macmillan education","1--319;0--333;0--230","2005","2018",4,1621
1665,1,"macmillan learning curriculum solutions","0--7380","2017","2017",1,1602
1666,1,"macmillan reference usa","0--02","2001","2002",2,338
1667,1,"macro books","0--913080","1976","1976",1,1600
1668,1,"mad bear press","1--928800","2003","2003",1,1599
1669,1,"mad scientist journal","0--9977936","2016","2016",1,103
1670,1,"madhu viswanathan","1--912022","2017","2017",1,1596
1671,1,"magination press","1--4338","2014","2014",1,1598
1672,1,"magna large print books","0--7505","1994","2015",4,1593
1673,1,"magna print","1--85057","1989","1989",1,1594
1674,1,"magna print books","0--86009;0--8415;1--85389","1978","1992",3,160
1675,1,"magpie books","1--85487","1992","1992",1,1595
1676,1,"maine authors publishing","1--936447","2012","2012",1,1597
1677,1,"mainstream connections publishing","1--60336","2016","2016",1,1590
1678,1,"make believe ideas ltd","1--78843","2019","2019",1,124
1679,1,"make:books","0--596","2008","2008",1,1585
1680,1,"maker media inc","1--4571","2015","2015",1,24
1681,1,"maklu","90--466","2012","2012",1,371
1682,1,"manchester centre for regional history","1--85936","2014","2014",1,1582
1683,1,"manchester university press","0--7190;1--78499","1987","2016",7,10
1684,1,"manning publications","1--61729","2014","2014",1,1579
1685,1,"mantle","1--5098","2016","2016",1,16
1686,1,"mantra lingua","1--84611","2013","2013",1,1581
1687,1,"many realms pub","0--9743746","2008","2008",1,1577
1688,1,"marcel dekker inc","1--351","1993","1993",1,1578
1689,1,"maret publishing","0--9854969","2018","2018",1,1624
1690,1,"margaret k. mcelderry books","1--4814;0--689","1986","2015",2,5
1691,1,"mark t. sondrini","1--9863","2018","2018",1,1575
1692,1,"mark twain media","1--58037","2003","2003",1,1576
1693,1,"marquette university press","0--87462","2013","2013",1,1572
1694,1,"marquis who's who","0--8379","2000","2000",1,91
1695,1,"marshall cavendish education","1--133","2013","2013",1,16
1696,1,"martha stephenson","1--5333","2016","2016",1,51
1697,1,"martin dunitz","1--85317","1991","1991",1,51
1698,1,"martingale","1--60468","2015","2015",1,51
1699,1,"martinus nijhoff publishers","94--009","1987","1987",1,51
1700,1,"marvel","1--4806;0--606;1--4844;1--4847;1--5321","2015","2015",1,51
1701,1,"marvel entertainment","1--302","2017","2017",1,1566
1702,1,"marvel entertainment llc","0--7851","2015","2015",1,340
1703,1,"marvel pub","0--7851","2006","2006",1,340
1704,1,"marvel worldwide","0--7851","2012","2018",3,259
1705,1,"marvel worldwide inc","0--7851;1--302","2013","2018",6,259
1706,1,"mascot books","1--62086","2014","2014",1,1562
1707,1,"mason crest","1--4222","2013","2017",8,1554
1708,1,"mason crest publishers","1--4222","2010","2010",1,1556
1709,1,"masquerade books","1--56333","1993","1993",1,1557
1710,1,"masquerade books inc","1--56333","1993","1993",1,1550
1711,1,"masters of influence publishing","1--62122","2012","2012",1,1551
1712,1,"matador","1--78462","2015","2015",1,1547
1713,1,"materials research society","1--55899","1991","1991",1,1549
1714,1,"math sci press","0--915692","1976","1976",1,1544
1715,1,"mathematical association","1--911616","2018","2018",1,1543
1716,1,"mathematical association of america","0--88385","1989","1989",1,1563
1717,1,"maths - no problem!","1--910504","2015","2015",1,1574
1718,1,"maupin house publishing","0--929895","2000","2000",1,1542
1719,1,"maurbern pty ltd","0--454","1987","1987",1,58
1720,1,"maverick books inc","1--59188","2019","2019",1,1536
1721,1,"max monroe llc","1--9866","2018","2018",1,441
1722,1,"maxiprint","1--871125","2001","2001",1,207
1723,1,"maʻarekhet otsar ha-ḥasidim","0--8266","2017","2017",1,58
1724,2,"mc graw hill;;mcgraw-hill","0--07;1--259;2--7042","1970","2014",17,58
1725,1,"mcbooks press","1--59013","2004","2004",1,58
1726,1,"mcfarland and company inc","0--7864;1--4766","2014","2016",2,58
1727,1,"mcgill-queen's university press","0--7735","2015","2018",6,58
1728,2,"mcgraw hill education;;mcgraw-hill education","1--259;1--260;1--309;0--07;981--4670;0--02","2014","2019",21,1532
1729,1,"mcgraw-hill book co","0--07","1981","1981",1,35
1730,1,"mcgraw-hill higher education","1--260","2019","2019",1,1531
1731,1,"mcgraw-hill learning solutions","0--07","2012","2012",1,47
1732,1,"mcgraw-hilld2012","0--07","2012","2012",1,1530
1733,1,"mears media","0--9976911","2017","2017",1,391
1734,1,"meckler","3--11","1989","1989",1,1529
1735,1,"media lab books","1--942556","2015","2015",1,239
1736,1,"medical information science reference","1--4666","2012","2012",1,239
1737,1,"megabooks","0--942097","1987","1987",1,232
1738,1,"melody lane publishing","1--9833","2018","2018",1,232
1739,1,"melville house","0--9749609","2004","2004",1,1527
1740,1,"merck","0--911910","1997","1997",1,16
1741,1,"merck sharp and dohme corp.","0--911910","2018","2018",1,1541
1742,1,"meredith books","0--696","2005","2005",1,1628
1743,1,"meredith corp.","0--696","1989","1989",1,1526
1744,1,"meredith music publications","1--57463","2012","2012",1,98
1745,1,"meridian","0--452","1995","1995",1,60
1746,1,"merlin books","0--86303","1992","1992",1,98
1747,1,"mesorah publications","1--4226","2006","2006",1,1521
1748,1,"messenger publications","1--910248","2014","2014",1,5
1749,1,"methuen","0--423;0--413;0--416","1979","1986",3,1518
1750,1,"methuen children's books","1--4052;0--7497;0--416","1975","1975",1,1515
1751,1,"methuen drama","0--413","1997","1997",1,58
1752,1,"metro book co","0--915371","1984","1984",1,287
1753,1,"metro books","0--7607;1--4351","2006","2016",2,188
1754,1,"metropolis books","1--938922","2014","2014",1,1508
1755,1,"metropolitan museum of art","1--58839","2015","2019",3,1502
1756,1,"mgraw hill","1--259","2015","2015",1,1510
1757,1,"michael o'mara books limited","1--84317;1--78243","2015","2015",1,1499
1758,1,"michigan state university press","1--62896;1--61186;1--62895;1--60917","2014","2015",2,1497
1759,1,"microform academic publishers","1--85117","2009","2009",1,1493
1760,1,"microsoft press","0--7356","2004","2008",2,1496
1761,1,"mid-prairie books","0--931209","2000","2000",1,1488
1762,1,"mighty media kids","1--938063","2016","2016",1,1487
1763,1,"mike vasich","1--4564","2010","2010",1,1486
1764,1,"miles kelly","1--78209","2013","2013",1,1492
1765,1,"milet pub","1--84059","2009","2009",1,1513
1766,1,"milford historical society","0--9607742","1982","1982",1,50
1767,1,"military historical society of australia","0--6481839","2017","2017",1,2
1768,1,"military outreach usa","0--9962985","2015","2015",1,1482
1769,1,"mill city press inc","1--62652","2014","2014",1,1479
1770,1,"mills and boon","0--263","1979","2019",6,221
1771,1,"mills and boon limited","0--373","1994","1994",1,48
1772,1,"milner","0--665","1983","1983",1,1477
1773,1,"mindstir media","0--9858398","2012","2012",1,356
1774,1,"minecraft books","1--4961","2014","2014",1,1474
1775,1,"ministry resources library","0--310","1988","1988",1,1473
1776,1,"minotaur books","1--4668;1--250","1999","2017",3,1472
1777,1,"mirror publishing","1--61225","2014","2014",1,1484
1778,1,"mitchell beazley","1--78472;1--84000","1998","2015",2,1469
1779,1,"mitchell lane publishers","1--61228","2015","2015",1,1470
1780,1,"mjf books","1--56731","1992","2002",2,16
1781,1,"moca cleveland","0--9899550","2016","2016",1,1467
1782,1,"modern history press","1--61599","2014","2014",1,435
1783,1,"modern humanities research association","1--78188","2012","2012",1,111
1784,1,"modern language association of america","0--87352","1989","1989",1,111
1785,1,"modern library","0--375;0--394;0--679","1983","2002",4,1463
1786,1,"modern publishing","1--56144","1991","1991",1,364
1787,1,"momentum press","1--947083;1--60650","2014","2018",2,1461
1788,1,"mometrix media","1--62733","2015","2015",1,211
1789,1,"mometrix media llc","1--63094;1--62733;1--5167","2015","2018",3,136
1790,1,"monacelli press","1--58093","2016","2018",2,136
1791,1,"mondo publishing","1--57255;1--60201","1996","1996",1,1454
1792,1,"monthly review press","1--58367","1985","2004",2,54
1793,1,"montlake romance","1--4778","2013","2014",2,1450
1794,1,"moody press","0--8024;1--57567","1961","2002",2,147
1795,1,"moody publishers","0--8024","2008","2008",1,147
1796,1,"moon pie press","0--9981922","2017","2017",1,201
1797,1,"moon publications","1--56691","1997","1997",1,30
1798,1,"moonstone entertainment publishing","1--936814","2014","2014",1,1444
1799,1,"morgan and claypool","1--59829;1--60845","2012","2012",2,1441
1800,1,"morgan and claypool publishers","1--59829","2006","2006",1,1445
1801,1,"morgan james publishing","1--60037;1--68350;1--61448","2014","2019",4,16
1802,1,"morgan kaufmann","0--12","2013","2017",2,16
1803,1,"morgan reynolds publishing","1--931798","2006","2006",1,8
1804,1,"morris cerullo world evangelism","1--931887","1998","1998",1,1435
1805,1,"morris publishing","0--9755892","2014","2014",1,292
1806,1,"morrow","0--688","1973","1993",3,1433
1807,1,"morrow junior books","0--688","1987","1987",1,1428
1808,1,"mosby","0--323","2009","2009",1,1427
1809,1,"mother earth news","0--938432","1984","1984",1,35
1810,1,"motorbooks international","0--7603","2004","2004",1,91
1811,1,"mott media","0--915134","1983","1983",1,1425
1812,1,"mountcastle company","0--913063","2014","2014",1,16
1813,1,"mousse publishing","88--6749","2015","2015",1,135
1814,1,"mouton de gruyter","3--11","2001","2005",2,1426
1815,1,"mtp press limited","94--009","1982","1982",1,135
1816,1,"muffy mendoza","1--9875","2018","2018",1,1453
1817,1,"mulberry books","1--4352;0--688","1991","1992",2,1422
1818,1,"multilingual matters","1--84769;1--78309","2013","2018",2,1419
1819,1,"multilit pty ltd","1--921363","2017","2017",1,1420
1820,1,"multlingual matters","1--84769","2012","2012",1,1423
1821,1,"mundania press","1--59426","2013","2013",1,1418
1822,1,"murdoch books","1--74336","2014","2014",1,1414
1823,1,"museum of arts and design","1--890385","2012","2012",1,1412
1824,1,"museum of modern art","1--63345","2018","2018",1,45
1825,1,"mutual pub. co","1--56647","2005","2005",1,1410
1826,1,"mutual pub. of honolulu","0--935180","1993","1993",1,1411
1827,1,"mwanka media and publishing pvt ltd","0--7974","2018","2018",1,1408
1828,1,"mx publishing","1--78705","2018","2018",1,1407
1829,1,"mysterious press","0--445","1988","1990",3,218
1830,1,"mysteriouspress.com","1--5040","2018","2018",1,218
1831,1,"nai010 publishers","94--6208","2013","2013",1,1405
1832,1,"nash pub","0--8402","1972","1972",1,1406
1833,1,"nation books","1--56858","2018","2018",1,16
1834,1,"national academies press","0--309","2004","2019",31,26
1835,1,"national academy press","0--309","1986","1999",2,1402
1836,1,"national association for the education of young children","1--928896","2013","2013",1,1401
1837,1,"national autistic society","1--905722","2014","2014",1,1398
1838,1,"national braille press","0--394","1991","1991",1,1399
1839,1,"national braille press inc","0--671","1980","1980",1,1397
1840,1,"national catholic educational association","1--55833","1988","1988",1,1400
1841,1,"national center for constitutional studies","0--88080","2007","2007",1,169
1842,1,"national center for youth issues","1--937870","2014","2014",1,1524
1843,1,"national council of teachers of english","0--8141","1981","1981",1,5
1844,1,"national federation of state high school associations","1--58208","2013","2013",1,5
1845,1,"national gallery company","1--85709","2018","2018",1,5
1846,1,"national gallery of art","0--89468;0--226","2018","2018",1,1392
1847,1,"national gallery of australia","0--642","2000","2000",1,1391
1848,1,"national geographic","1--4262;1--4287;1--4263;1--133;1--285;0--7362","2007","2019",7,1390
1849,1,"national geographic partners llc","1--4263","2018","2018",1,1393
1850,1,"national geographic society","1--4351;0--7922;1--4262","2001","20uu",3,185
1851,1,"national learning corporation","0--8373","2016","2016",1,1388
1852,1,"national register publishing","0--87217","1999","2000",2,1384
1853,1,"national society daughters of the american revolution","1--892237","2015","2015",1,1389
1854,1,"national stuttering association","1--929773","2015","2015",1,100
1855,1,"national textbook co","0--8442","1990","1994",2,1382
1856,1,"national theatre publishing","1--78001","2015","2015",1,237
1857,1,"national underwriter","1--939829","2014","2014",1,1383
1858,1,"natrona county public library foundation","0--9769584","2012","2012",1,1379
1859,1,"natural history museum","0--11;0--565","1994","2016",2,1377
1860,1,"natural nutmeg press llc","0--9912600","2015","2015",1,1375
1861,1,"naval institute press","1--61251;1--68247","2016","2016",1,1
1862,1,"navpress","1--61291","2013","2013",1,415
1863,1,"nazraeli press","1--59005","2013","2014",2,1368
1864,1,"nbm graphic novels","1--68112","2018","2018",1,412
1865,1,"necronomicon press","0--940884","1990","1990",1,1369
1866,1,"negro universities press","0--8371","1970","1970",1,67
1867,1,"nelson","0--17","1992","1992",1,10
1868,1,"net comics","1--60009","2018","2018",1,1364
1869,1,"never forget publishing","1--5142","2016","2016",1,439
1870,1,"new academia publishing","0--9828061","2011","2011",1,209
1871,1,"new academic science limited","1--78183;1--5231","2013","2013",1,209
1872,1,"new american library","0--07;0--451;1--322;0--452","1975","2002",14,209
1873,1,"new amsterdam","0--941533","1989","1989",1,1356
1874,1,"new burlington books","1--84566;1--85348","1993","2005",2,1357
1875,1,"new directions","0--8112","1998","2011",2,1358
1876,1,"new directions books","0--8112","2010","2010",1,390
1877,1,"new directions publishing corporation","0--8112","1984","1984",1,1360
1878,1,"new england global network llc","1--5120","2015","2015",1,1367
1879,1,"new english library","0--450","1969","1970",2,1353
1880,1,"new forums press","1--58107","2005","2005",1,1350
1881,1,"new harbinger publications inc","1--60882;1--62625","2013","2017",3,1347
1882,1,"new holland publishers","1--86966","2018","2018",1,1348
1883,1,"new island","1--84840","2016","2016",1,12
1884,1,"new mexico book league","0--89016","1982","1982",1,1343
1885,1,"new netherland institute","0--9881711","2013","2013",1,1344
1886,1,"new orleans museum of art","0--89494","1987","1987",1,3
1887,1,"new press","1--59558","2010","2012",2,90
1888,1,"new riders","0--7357;0--321","2001","2014",2,387
1889,1,"new rivers press","0--89823","2018","2018",1,131
1890,1,"new wine press","1--874367","1992","1992",1,131
1891,1,"new york","0--471;1--4725","2000","2014",2,1340
1892,1,"new york institute of finance","0--7352","2003","2003",1,1352
1893,1,"new york review books","1--68137","2017","2019",2,200
1894,1,"new york university","1--4798","2016","2018",2,1335
1895,1,"new york university press","0--8147;1--4798","1999","2014",3,376
1896,1,"newbridge communications","1--56784","1996","1996",1,372
1897,1,"newbridge educational pub","1--58273","2011","2011",1,1336
1898,1,"newleaf","0--7171","2009","2009",1,1324
1899,1,"newport mysteries","1--7190","2018","2018",1,1323
1900,1,"nick hern books","1--85459;1--84842","2002","2011",2,1327
1901,1,"nickelodeon publishing","1--61263;1--68107","2015","2015",1,225
1902,1,"nightengale press","1--933449","2005","2005",1,44
1903,1,"nite owl books","0--9661105","1999","1999",1,89
1904,1,"nmd books","1--936828","2017","2017",1,309
1905,1,"nolo","1--4133","2015","2018",2,1317
1906,1,"nolo press","0--944508;0--917316;0--87337","1983","1995",3,203
1907,1,"nomos","1--5099;3--8487","2017","2017",1,1319
1908,1,"noonday press","0--374","1995","1995",1,1306
1909,1,"nora sakavic","1--5168","2013","2013",1,29
1910,1,"nordic studies press","0--9772714","2011","2011",1,252
1911,1,"north atlantic books","0--938190;1--55643;1--58394","1988","2012",3,1301
1912,1,"north light books","0--89134","1990","1990",1,1302
1913,1,"north parade publishing","1--78690","2017","2017",1,1300
1914,2,"north-south books;;northsouth books","0--393;0--7358","1999","2017",2,1304
1915,1,"northcote","0--7463;1--78694","2015","2015",1,1315
1916,1,"northeastern university press","0--930350","1983","1983",1,29
1917,1,"northland press","0--87358","1973","1973",1,1293
1918,1,"northwestern university press","0--8101","1991","2015",2,375
1919,1,"northwoods press","0--89002","1975","1975",1,1292
1920,1,"northword","0--942802","1984","1984",1,1291
1921,1,"norton","0--393","1952","2002",8,15
1922,2,"norwood house press;;norwoodhouse press","1--59953","2014","2016",2,15
1923,1,"nosy crow","1--5362;0--85763","2015","2018",3,15
1924,1,"notting hill editions","1--907903","2011","2011",1,15
1925,1,"nourish","1--84899","2014","2014",1,1286
1926,1,"nova biomedical","1--63117;1--63463","2014","2015",2,15
1927,1,"nova publishers","1--63482;1--62417;1--63117;1--63485;1--63321;1--5361;1--63463","2013","2016",7,15
1928,1,"nova science","1--63117","2014","2014",1,15
1929,1,"nova science pub inc","1--63485","2016","2016",1,1283
1930,1,"nova science publisher","1--62081","2012","2012",1,1282
1931,1,"nova science publishers","1--5361;1--61122;1--62618;0--941743","1988","2017",4,185
1932,1,"nova science publishers inc","1--63482;1--62417;1--63485;1--63321;1--5361;1--63463","2013","2017",7,185
1933,1,"novinka","1--63482;1--62948;1--63485;1--63321;1--5361;1--63463","2014","2016",8,1278
1934,1,"now publishers","1--60198","2010","2010",1,387
1935,1,"noyes publications","0--8155","2000","2000",1,1276
1936,1,"ntc pub","0--8442","1998","1998",1,101
1937,1,"ntc pub. group","0--8442","1992","1992",1,1274
1938,1,"nuvision publications llc","1--59547","2008","2008",1,1273
1939,1,"nyrb classics","1--68137","2016","2016",1,381
1940,1,"nystrom","0--7825","2002","2002",1,160
1941,2,"o books;;o-books","1--78099;1--78535","2011","2015",2,1269
1942,1,"o'brien press","1--84717","2011","2011",1,137
1943,1,"o'connell house","0--9831244","2011","2011",1,137
1944,1,"o'kane ink","1--5114","2015","2015",1,382
1945,1,"o'reilly","1--306;1--4493;0--596","2007","2014",2,140
1946,1,"o'reilly and associates","0--937175","1989","1989",1,377
1947,1,"o'reilly media","1--4920;1--4919","2014","2019",2,16
1948,1,"o'reilly media inc","1--4919","2014","2014",1,1265
1949,1,"oak knoll","90--6194;1--58456","2013","2013",1,1266
1950,1,"oakhill children's audiobooks","0--85735;1--78112","2012","2012",1,89
1951,1,"oberon books","1--78319;1--78682","2015","2018",4,89
1952,1,"obsidian","0--451","2013","2015",3,374
1953,1,"ocean tree books","0--943734","1983","1983",1,374
1954,1,"oceana publications","0--379","1982","1982",1,1260
1955,1,"octagon","0--374","1979","1979",1,1255
1956,1,"octagon books","0--88254;0--374","1977","1984",3,1261
1957,1,"octopus books","0--7064","1975","1979",2,1249
1958,1,"octupus books","0--7064","1988","1988",1,1248
1959,1,"oculus","1--938895","2013","2013",1,1245
1960,1,"odin ink","1--61220","2010","2010",1,1250
1961,1,"ohio review","0--942148","1984","1984",1,1244
1962,1,"ohio state university press","0--8142","2011","2011",1,1241
1963,1,"ohio university press","0--8214","2016","2017",2,1242
1964,1,"okitoks press","1--5467","2017","2017",1,1240
1965,1,"old john publishing","0--9976809","2017","2017",1,34
1966,1,"omega sherwood publications","1--7323065","2016","2016",1,174
1967,1,"omnibus","0--9740599","2004","2004",1,174
1968,1,"on the mark press","1--55035","2006","2006",1,1237
1969,1,"once kids llc","0--9844207","2012","2012",1,16
1970,1,"oncology nursing society","1--4619;1--935864","2011","2012",2,16
1971,1,"oneworld","1--78074;1--78607;1--85168","2002","2019",3,1232
1972,1,"oneworld publications","1--78607;1--85168","2012","2018",3,1231
1973,1,"onlywomen","0--906500","1991","1991",1,1233
1974,1,"onyx","0--451","1991","1991",1,106
1975,1,"onyx book","0--451","2000","2000",1,106
1976,1,"open book publishers","1--78374","2017","2017",1,1285
1977,1,"open court","0--8126","2016","2016",1,1226
1978,1,"open court pub. co","0--87548","1988","1988",1,97
1979,1,"open road integrated media","1--4804;1--4532;1--4976","1975","2014",16,217
1980,1,"open road media","1--4976","2014","2014",1,1220
1981,1,"optical society of america","1--55752","1994","1994",1,1222
1982,1,"orange frazer press","1--939710","2017","2017",1,13
1983,1,"orbit","0--356;0--316","2015","2018",3,1218
1984,1,"orca book publishers","1--55143;1--55469;1--4598","2006","2014",3,1219
1985,1,"orca publishing company usa","1--4566","2018","2018",1,1217
1986,1,"orchard","1--84121","2007","2017",2,366
1987,1,"orchard books","0--531;1--4083","1997","2014",2,361
1988,1,"oregon health and science university","0--9791314","2011","2011",1,344
1989,1,"oriental institute of the university of chicago","1--61491","2014","2014",1,1214
1990,1,"original falcon press","1--935150","2008","2008",1,1213
1991,1,"original writing","0--9554134;1--908024","2010","2011",2,138
1992,1,"orion","0--7528;1--85798","1998","2007",3,138
1993,1,"orion children's books","1--5101;1--4440","2016","2018",3,1210
1994,1,"oro editions","1--941806","2014","2014",1,1208
1995,1,"osprey","0--85045","1985","1985",1,1209
1996,1,"osprey military","1--4728","2016","2016",1,1216
