"id","length","text","isbn_new","year_min","year_max","record","group"
2741,1,"united states pharmacopeial convention","1--936424","2015","2015",1,10
2742,2,"univ. of california press;;university of california press","0--520;1--283","1957","2019",27,520
2743,1,"universe books","0--87663","1969","1969",1,7
2744,1,"universe publishing","0--7893","2016","2016",1,528
2745,1,"universidad colegio mayor de cundinamarca","958--8359","2013","2013",1,426
2746,1,"university of alabama press","0--8173","1979","1979",1,3
2747,1,"university of arizona press","0--8165","1978","2018",5,519
2748,1,"university of chicago press","0--226;1--282;1--306;1--283;0--665","1957","2018",47,517
2749,1,"university of georgia press","0--8203","1982","2015",3,518
2750,1,"university of illinois press","0--252;1--283","1979","2017",6,515
2751,1,"university of iowa press","1--60938","2014","2015",2,301
2752,1,"university of kentucky press","0--8131","1967","1993",2,516
2753,1,"university of massachusetts press","1--61376;1--62534;1--281","2005","2014",5,244
2754,1,"university of michigan press","0--472","1982","2016",5,1538
2755,1,"university of minnesota press","0--8166","2012","2012",1,1539
2756,1,"university of missouri press","0--8262","2006","2018",2,513
2757,1,"university of nevada press","0--87417","1998","2013",3,64
2758,1,"university of new hampshire press","1--58465","2011","2011",1,526
2759,1,"university of new mexico press","0--8263","1976","2016",5,432
2760,1,"university of north carolina press","1--4696;0--8078","1995","2018",3,510
2761,1,"university of north texas press","1--57441","2000","2000",1,512
2762,1,"university of notre dame press","0--268","2002","2002",1,230
2763,1,"university of pennsylvania press","0--8122","1976","2019",11,507
2764,1,"university of pittsburgh press","0--8229;1--4625;1--322","1982","2018",13,505
2765,1,"university of rochester press","1--58046","2007","2007",1,506
2766,1,"university of south carolina press","1--61117;1--57003","1999","2016",4,16
2767,1,"university of tennessee press","1--57233","2012","2012",1,11
2768,1,"university of texas press","0--292","2000","2014",4,428
2769,1,"university of toronto press","1--4426;1--4875","1991","2018",21,428
2770,1,"university of toyota","0--9741923","2003","2003",1,347
2771,1,"university of virginia press","0--8139","2011","2011",1,500
2772,1,"university of washington press","0--295","2013","2013",2,1561
2773,1,"university of wisconsin press","0--299;1--299","2006","2015",5,426
2774,1,"university press","0--520;0--521;1--107","1960","2014",4,502
2775,1,"university press of america","0--7618","2002","2014",3,497
2776,1,"university press of america inc","0--7618","2015","2015",1,1567
2777,1,"university press of colorado","0--87081;1--60732","1999","2013",4,16
2778,1,"university press of florida","0--8130","2007","2015",3,495
2779,1,"university press of kansas","0--7006","2016","2016",1,429
2780,1,"university press of kentucky","0--8131","1991","2009",3,41
2781,1,"university press of mississippi","1--60473","2010","2010",1,41
2782,1,"university publications of america","0--89093","1987","1987",2,493
2783,1,"univocal","1--937561","2014","2014",1,4
2784,1,"unwin hyman","0--04","1984","1984",1,412
2785,1,"upper west side philosophers inc","1--935830","2016","2016",1,492
2786,1,"urban books","1--62286;1--60162","2013","2016",2,445
2787,1,"usborne","1--4095;1--4749;0--88110;0--7945","1995","2016",6,289
2788,1,"usborne publishing ltd","1--4095;0--7945","2011","2013",2,1587
2789,1,"utah state university","0--87421","2015","2015",1,490
2790,2,"v. gollancz;;victor gollancz","0--575","1969","1990",2,491
2791,1,"valley group media llc","1--5142","2015","2015",1,113
2792,1,"van goor","90--00","1978","1978",1,488
2793,1,"van nostrand reinhold","0--442","1983","1983",1,489
2794,1,"vandalia press","1--940425;1--943665","2015","2016",2,486
2795,1,"vandenhoeck and ruprecht","3--525","2013","2016",3,487
2796,1,"vanderbilt university press","0--8265","2015","2015",1,39
2797,1,"vanitabooks publisher","1--938164","2016","2016",1,485
2798,2,"vault.com inc;;vault.com incorporated","1--4381","2015","2016",2,483
2799,1,"veritas","1--84730","2015","2015",1,263
2800,1,"verlag für moderne kunst","3--86984","2012","2012",1,185
2801,1,"vermilion","1--78504","2016","2016",1,4
2802,1,"vernon press","1--62273","2016","2018",3,478
2803,1,"verso","1--78168;1--78873;1--85984;1--78478;0--86091;0--902308","1980","2019",11,479
2804,1,"vertical","1--939130","2014","2014",1,16
2805,1,"vertical inc","1--942993","2017","2017",1,16
2806,1,"vertigo","1--4012","2017","2017",1,16
2807,1,"vgm career horizons","0--8442","1996","1996",1,23
2808,1,"victor gollancz ltd","0--575","1975","1975",1,16
2809,1,"vienna house","0--8443","1972","1972",1,476
2810,1,"vikas pub. house","0--7069","1983","1983",1,473
2811,1,"viking","0--525;0--14;0--670","1985","2015",6,83
2812,1,"viking kestrel","0--670","1985","1985",1,471
2813,1,"viking press","0--14;0--670","1960","1982",5,3
2814,1,"vintage","0--09;1--78470","1990","2018",8,20
2815,1,"vintage books","1--4000;0--394;0--679;0--375;0--307","1972","2013",24,20
2816,1,"virago","1--84408","2010","2010",1,20
2817,1,"virago press","1--85381","1994","1994",1,469
2818,1,"vision","1--4555","2016","2016",1,121
2819,1,"vision publishers","1--932676","2014","2014",1,53
2820,1,"visual","1--118;1--306","2014","2014",1,177
2821,1,"viz","1--4215","2009","2013",3,482
2822,1,"viz media","0--605;1--4215;1--59116","2005","2017",12,2
2823,1,"viz media llc","1--5444;1--9747;1--59116;1--4215","2006","2018",4,16
2824,1,"vldb endowment","1--61839","2012","2012",1,35
2825,1,"vnu books international","0--370","1982","1982",1,180
2826,1,"vsp books","1--893622;0--7868","2001","2001",1,16
2827,1,"w and b publishers","0--615","2014","2014",1,29
2828,1,"w. and g. baird ltd","0--901905","1976","1976",1,8
2829,1,"w. briggs","0--665","1982","1982",1,312
2830,2,"w. collins;;william collins","0--00","1985","2018",3,418
2831,2,"w. de gruyter;;walter de gruyter","3--11","2005","2018",7,337
2832,1,"w. heinemann","0--435","1969","1969",1,455
2833,3,"w. morrow;;william morrow;;wm. morrow","0--06;0--688","1978","2012",4,134
2834,2,"w. w. norton;;w.w. norton","0--393;1--61091","1976","2018",11,29
2835,1,"w.b saunders","0--7216","1999","1999",1,29
2836,2,"w.c. brown;;wm. c. brown","0--697","1979","1985",2,327
2837,1,"w.f. howes","1--4074","2012","2012",1,5
2838,1,"w.h. allen","1--85188;0--491","1971","1987",5,444
2839,1,"w.h. freeman","0--7167","1987","2000",2,16
2840,1,"w.h. freeman and company","1--4641","2014","2014",1,430
2841,2,"w.w. norton and co;;w.w. norton and company","0--393","2001","2019",17,430
2842,1,"w.w. norton and company inc","0--393","2014","2014",2,139
2843,1,"wadsworth","0--534","2001","2001",1,139
2844,1,"wadsworth cengage learning","1--133","1997","2014",2,450
2845,1,"wahida clark presents publishing","1--936649;0--9828414","2010","2010",1,1665
2846,1,"walck","0--00","1978","1978",1,204
2847,1,"walker","0--8027","1973","1973",1,204
2848,2,"walker and co;;walker and company","0--8027","1987","2009",3,481
2849,1,"walker books","1--4063;0--7445","2012","2019",6,35
2850,1,"walker books and subsidiaries","1--4063","2015","2016",2,266
2851,1,"walker large print","1--59415","2006","2006",1,45
2852,1,"wallace-homestead company","0--87069","1984","1984",1,45
2853,1,"wallflower","0--231","2000","2000",1,45
2854,1,"wallflower press","0--231","2014","2014",1,26
2855,1,"walnut springs press","1--59992","2014","2014",1,1871
2856,1,"walter de gruyter gmbh","3--11","2018","2018",1,1873
2857,1,"walter foster jr.","1--63322","2015","2015",1,1869
2858,1,"warner","0--446","1977","1980",2,16
2859,1,"warner books","0--446;0--445","1969","2005",17,65
2860,1,"warner communications","0--446","1974","1974",1,65
2861,1,"washington square press","1--4516","2015","2015",1,291
2862,1,"washington writers' publishing house","0--931846","2013","2013",1,13
2863,1,"wasteland press","1--68111","2017","2017",1,1863
2864,1,"water side press","1--910979","2017","2017",1,1865
2865,1,"waterbrook press","0--307;1--57856","1999","2011",2,1861
2866,1,"watson","0--273;0--8230","1977","1977",1,202
2867,1,"watson-guptill","0--8230","1986","1986",1,1855
2868,1,"watson-guptill publishers","0--7704","2013","2013",1,1857
2869,1,"watts","0--7496","1999","1999",1,1852
2870,1,"waveland press","1--4786","2018","2018",1,1859
2871,1,"waverley books","1--84934","2015","2015",1,52
2872,1,"waxmann","3--8309","2003","2003",1,1882
2873,1,"wayland","0--7502;0--85078;0--85340","1980","2018",4,293
2874,1,"wayne state university press","0--8143","2014","2017",6,1851
2875,1,"waypoint tours","1--4421","2009","2009",1,1845
2876,1,"waywiser press","1--904130","2014","2014",1,1844
2877,1,"weber systems inc","0--938862","1986","1986",1,28
2878,1,"weidenfeld and nicolson","0--7538;0--297","1981","2014",3,1842
2879,1,"weiser","0--87728","1983","1983",1,28
2880,1,"welcome enterprises inc","0--941807;1--55670","1995","1995",1,1840
2881,1,"well-trained mind press","1--933339","2016","2016",1,1836
2882,1,"wellness institute","1--58741","2000","2000",1,1839
2883,1,"wesleyan university press","0--8195","1986","2001",2,19
2884,1,"west academic publishing","1--64020;1--63459;1--63460;0--314;1--68328","2014","2019",5,19
2885,1,"west chicago city museum","0--9742137","2003","2003",1,1835
2886,1,"west pub. co","0--314;0--8299","1974","1988",2,1832
2887,1,"west virginia university press","1--938228","2014","2014",1,16
2888,1,"westchester legal press","0--9796625","2008","2008",1,16
2889,1,"western psychological services","0--87424","1982","1982",1,1829
2890,1,"westview","0--8133","2003","2003",1,1843
2891,2,"westview press;;westviewpress","0--7867;0--86531;0--429;0--89158;0--8133","1976","2004",7,77
2892,1,"westwinds press","0--87108","2013","2013",1,65
2893,1,"what on earth publishing ltd","0--9955770","2018","2018",1,67
2894,1,"wheeler","1--4104;1--59722;1--4056","2007","2012",2,144
2895,2,"wheeler pub;;wheeler publishing","1--4104;1--4328;0--399","2015","2018",3,1817
2896,1,"whirlwind music","0--9798400","2012","2012",1,1821
2897,1,"whitaker house","0--88368","1998","1998",1,3
2898,1,"whitechapel gallery","0--85488;0--262","2012","2012",1,3
2899,1,"whitney library of design","0--8230","1976","1976",1,3
2900,1,"whittles publishing","1--84995;1--5231","2016","2017",2,3
2901,1,"wide eyed editions","1--84780;1--78603","2015","2018",2,206
2902,1,"wild rose press inc","1--62830","2013","2013",1,206
2903,1,"wildblue press","1--942266","2016","2016",1,3
2904,1,"wiley","0--471;1--280;1--119;2--225;81--224;0--470;1--118;0--02","1968","2017",39,3
2905,3,"wiley blackwell;;wiley- blackwell;;wiley-blackwell","1--4443;1--119;0--470;1--118;1--4051","2010","2017",35,1813
2906,1,"wiley custom learning solutions","1--118","2014","2014",1,109
2907,1,"wiley custom services","0--471","2002","2002",1,1816
2908,1,"wiley interscience : $cc2006","0--471","2015","2015",1,437
2909,1,"wiley pub","0--7645","2000","2000",1,16
2910,1,"wiley publishing inc","0--7645","2002","2002",1,1808
2911,1,"wiley-interscience","0--471;1--59124","1971","2003",3,304
2912,1,"wiley-liss","0--471","1999","1999",1,1806
2913,1,"willa cather electronic archive","0--8032","2001","2001",1,119
2914,1,"william b. eerdmans publishing company","0--8028;1--4674","1997","2016",4,1802
2915,1,"william h. sadlier inc","0--8215","1982","1982",1,1801
2916,1,"william heinemann medical books","0--433","1981","1981",1,1800
2917,1,"william morrow and company","0--688","1998","1998",1,1797
2918,1,"williams and wilkins","0--683","1973","1973",1,63
2919,1,"wilshire book","0--498","1975","1975",1,63
2920,1,"wilton house","0--904655","1976","1976",1,63
2921,1,"windmill books","0--09;1--5081","2016","2019",2,1792
2922,1,"windrush","1--85089","1988","1988",1,1793
2923,2,"windsor pub. corp.;;windsor publishing corp.","1--55817","1990","1992",2,16
2924,1,"winrock international","0--933595","1987","1987",1,1794
2925,1,"winthrop and fish","0--9990753","2016","2016",1,99
2926,1,"wipe and stock","1--4982","2015","2015",1,99
2927,1,"wipf and stock","1--4982;1--62564","2014","2016",3,1795
2928,1,"wipf and stock publishers","1--57910;1--4982","1999","2016",3,312
2929,1,"wisdom publications","0--86171","1991","1991",1,1786
2930,1,"wit press","1--84564","2014","2014",1,1787
2931,1,"witness impulse","0--06","2014","2014",1,56
2932,1,"wizard publications","0--9717279","1999","1999",1,56
2933,1,"wizards of the coast","0--7869","2004","2004",1,1783
2934,1,"wizards of the coast llc","0--7869","2014","2014",1,61
2935,1,"wlc books","1--55742","2015","2015",1,8
2936,1,"wm. c. brown publishers","0--697","1991","1991",1,8
2937,1,"wok talk","0--942320","1985","1985",1,1777
2938,1,"wolfhound press","0--920911","1995","1995",1,25
2939,1,"wolters kluwer","1--4963;1--4511;0--8080","2015","2018",5,1779
2940,1,"wolters kluwer health","1--4511","2015","2015",1,1775
2941,1,"wolters kluwer legal and regulatory u.s.","1--4548","2017","2017",1,1776
2942,1,"wonder realms books","0--692","2015","2015",1,1811
2943,2,"woodhead pub;;woodhead publishing","1--908818;0--85709;1--85573","1996","2014",4,1810
2944,1,"woodhead publishing limited","0--85709;1--85573;1--84569","1999","2009",5,1784
2945,1,"woodpecker media","0--9891397","2015","2015",1,1772
2946,1,"woodrow wilson center press","0--8047;1--4214","2013","2013",2,1771
2947,1,"woodstock square press","1--7327410","2018","2018",1,307
2948,1,"word among us press","1--59325","2013","2013",1,307
2949,1,"word books","0--87680","1976","1976",1,1769
2950,1,"wordfarm","1--60226","2015","2015",1,208
2951,1,"wordware","1--55622","1998","1998",1,208
2952,1,"workman publishing","0--7611","2011","2014",2,1767
2953,1,"world almanac books","1--60057","2012","2012",1,22
2954,1,"world almanac library","0--8368","2007","2007",1,22
2955,1,"world bank","1--4648","2013","2014",3,22
2956,1,"world bank group","1--4648","2014","2017",3,22
2957,1,"world bank publications","0--8213","2014","2014",1,22
2958,1,"world book","0--7166","1987","2019",4,1754
2959,1,"world book inc","0--7166","2017","2018",3,50
2960,1,"world future society","0--930242","1983","1983",1,134
2961,1,"world scientific","981--4293;981--4261;981--4616;981--4415;981--4513;981--02;1--306;981--327;981--4689;1--78634;981--4556;981--314;981--256;981--4583;981--4566;981--4579","1990","2019",18,1750
2962,1,"world scientific pub","981--02","2001","2001",1,1751
2963,1,"world scientific publishing co","981--327","2018","2018",1,1749
2964,1,"world scientific publishing co. pte. ltd","981--314;981--322","2017","2019",2,1849
2965,1,"world scientific publishing europe ltd","1--78634","2018","2018",1,48
2966,1,"world trade press","1--60780","2010","2010",6,1746
2967,1,"worldwide","0--373","1996","1997",2,1744
2968,1,"worth publishers","1--4641;1--4292","2008","2015",2,1745
2969,1,"wpr: latino insights","1--889379","2014","2014",1,1743
2970,1,"writer's coffee shop pub. house","0--9979049","2011","2011",1,143
2971,1,"writer's digest books","1--59963","2015","2015",1,1758
2972,1,"wrox press","1--86100","2000","2000",1,1740
2973,1,"wyatt book for st. martin's press","0--312","1997","1997",1,40
2974,1,"wynwood press","0--922066","1989","1989",1,294
2975,1,"xamonline inc","1--60787","2015","2015",1,294
2976,1,"xcite books ltd","1--909624","2013","2013",1,16
2977,1,"xenophobe's guides","1--906042","2016","2016",1,16
2978,1,"xlibris","1--4931;1--4990","2013","2014",2,1734
2979,1,"xlibris corporation","1--4771","2012","2012",1,86
2980,1,"xulon press","1--59781","2005","2005",1,23
2981,2,"yale university press;;yale universitypress","0--300","2003","2018",13,1733
2982,1,"yankee","1--57198","20uu","20uu",1,436
2983,1,"yankee publishing incorporated","1--57198","2015","2015",1,1732
2984,1,"yearling","0--553;0--7857;0--440;1--299;0--606;0--375;0--307","2003","2017",5,31
2985,1,"yearling book","0--440","1999","2013",2,1731
2986,1,"yellow rose books","1--932300","2003","2003",1,296
2987,1,"yen press","0--7595;0--316","2015","2018",4,1729
2988,1,"young arrow","0--09","2015","2015",1,292
2989,1,"young kelpies","1--78250","2017","2017",1,317
2990,1,"young library","0--944483;0--946003","1984","1984",1,1726
2991,1,"zaner-bloser","0--7367","2013","2013",1,1741
2992,1,"zebra books","0--8217;1--4201","1989","2016",4,221
2993,1,"zed","1--78699","2018","2018",1,221
2994,1,"zed books","1--78032;1--78360","2013","2015",3,1724
2995,1,"zelda wilde publishing","1--5146","2015","2015",1,1880
