"id","isbn"
2686,"0--7653"
2687,"0--914293"
2688,"1--911300"
2689,"1--935179"
2689,"1--943145"
2690,"1--929099"
2691,"1--948174"
2692,"1--250"
2692,"1--4668"
2692,"0--8125"
2692,"0--312"
2692,"0--7653"
2693,"0--7653"
2694,"0--7653"
2695,"1--59095"
2696,"0--684"
2697,"0--684"
2698,"1--4669"
2698,"1--4269"
2699,"1--873756"
2700,"3--03826"
2700,"3--03813"
2701,"3--03835"
2701,"3--03813"
2702,"1--56000"
2702,"1--4128"
2703,"0--309"
2704,"0--552"
2705,"1--64125"
2706,"0--670"
2707,"0--8167"
2708,"0--9542079"
2709,"0--7172"
2710,"0--440"
2711,"1--4800"
2712,"0--11"
2713,"0--88038"
2713,"0--7869"
2714,"1--893207"
2715,"0--88776"
2715,"1--101"
2716,"0--9754803"
2717,"0--606"
2718,"1--4629"
2719,"0--8048"
2719,"1--4629"
2719,"4--8053"
2720,"1--4143"
2720,"0--8423"
2721,"1--4964"
2722,"0--8247"
2723,"1--4921"
2724,"0--9855876"
2725,"1--4448"
2725,"0--7089"
2725,"0--85456"
2725,"0--8161"
2726,"1--61243"
2727,"0--549"
2727,"0--612"
2727,"0--315"
2728,"0--692"
2729,"1--63023"
2730,"1--55989"
2731,"1--911604"
2732,"1--939968"
2733,"1--946928"
2734,"0--9956664"
2735,"3--438"
2736,"92--1"
2737,"0--85781"
2738,"1--60137"
2739,"1--933348"
2740,"1--60127"
2741,"1--936424"
2742,"0--520"
2742,"1--283"
2743,"0--87663"
2744,"0--7893"
2745,"958--8359"
2746,"0--8173"
2747,"0--8165"
2748,"0--226"
2748,"1--282"
2748,"1--306"
2748,"1--283"
2748,"0--665"
2749,"0--8203"
2750,"0--252"
2750,"1--283"
2751,"1--60938"
2752,"0--8131"
2753,"1--61376"
2753,"1--62534"
2753,"1--281"
2754,"0--472"
2755,"0--8166"
2756,"0--8262"
2757,"0--87417"
2758,"1--58465"
2759,"0--8263"
2760,"1--4696"
2760,"0--8078"
2761,"1--57441"
2762,"0--268"
2763,"0--8122"
2764,"0--8229"
2764,"1--4625"
2764,"1--322"
2765,"1--58046"
2766,"1--61117"
2766,"1--57003"
2767,"1--57233"
2768,"0--292"
2769,"1--4426"
2769,"1--4875"
2770,"0--9741923"
2771,"0--8139"
2772,"0--295"
2773,"0--299"
2773,"1--299"
2774,"0--520"
2774,"0--521"
2774,"1--107"
2775,"0--7618"
2776,"0--7618"
2777,"0--87081"
2777,"1--60732"
2778,"0--8130"
2779,"0--7006"
2780,"0--8131"
2781,"1--60473"
2782,"0--89093"
2783,"1--937561"
2784,"0--04"
2785,"1--935830"
2786,"1--62286"
2786,"1--60162"
2787,"1--4095"
2787,"1--4749"
2787,"0--88110"
2787,"0--7945"
2788,"1--4095"
2788,"0--7945"
2789,"0--87421"
2790,"0--575"
2791,"1--5142"
2792,"90--00"
2793,"0--442"
2794,"1--940425"
2794,"1--943665"
2795,"3--525"
2796,"0--8265"
2797,"1--938164"
2798,"1--4381"
2799,"1--84730"
2800,"3--86984"
2801,"1--78504"
2802,"1--62273"
2803,"1--78168"
2803,"1--78873"
2803,"1--85984"
2803,"1--78478"
2803,"0--86091"
2803,"0--902308"
2804,"1--939130"
2805,"1--942993"
2806,"1--4012"
2807,"0--8442"
2808,"0--575"
2809,"0--8443"
2810,"0--7069"
2811,"0--525"
2811,"0--14"
2811,"0--670"
2812,"0--670"
2813,"0--14"
2813,"0--670"
2814,"0--09"
2814,"1--78470"
2815,"1--4000"
2815,"0--394"
2815,"0--679"
2815,"0--375"
2815,"0--307"
2816,"1--84408"
2817,"1--85381"
2818,"1--4555"
2819,"1--932676"
2820,"1--118"
2820,"1--306"
2821,"1--4215"
2822,"0--605"
2822,"1--4215"
2822,"1--59116"
2823,"1--5444"
2823,"1--9747"
2823,"1--59116"
2823,"1--4215"
2824,"1--61839"
2825,"0--370"
2826,"1--893622"
2826,"0--7868"
2827,"0--615"
2828,"0--901905"
2829,"0--665"
2830,"0--00"
2831,"3--11"
2832,"0--435"
2833,"0--06"
2833,"0--688"
2834,"0--393"
2834,"1--61091"
2835,"0--7216"
2836,"0--697"
2837,"1--4074"
2838,"1--85188"
2838,"0--491"
2839,"0--7167"
2840,"1--4641"
2841,"0--393"
2842,"0--393"
2843,"0--534"
2844,"1--133"
2845,"1--936649"
2845,"0--9828414"
2846,"0--00"
2847,"0--8027"
2848,"0--8027"
2849,"1--4063"
2849,"0--7445"
2850,"1--4063"
2851,"1--59415"
2852,"0--87069"
2853,"0--231"
2854,"0--231"
2855,"1--59992"
2856,"3--11"
2857,"1--63322"
2858,"0--446"
2859,"0--446"
2859,"0--445"
2860,"0--446"
2861,"1--4516"
2862,"0--931846"
2863,"1--68111"
2864,"1--910979"
2865,"0--307"
2865,"1--57856"
2866,"0--273"
2866,"0--8230"
2867,"0--8230"
2868,"0--7704"
2869,"0--7496"
2870,"1--4786"
2871,"1--84934"
2872,"3--8309"
2873,"0--7502"
2873,"0--85078"
2873,"0--85340"
2874,"0--8143"
2875,"1--4421"
2876,"1--904130"
2877,"0--938862"
2878,"0--7538"
2878,"0--297"
2879,"0--87728"
2880,"0--941807"
2880,"1--55670"
2881,"1--933339"
2882,"1--58741"
2883,"0--8195"
2884,"1--64020"
2884,"1--63459"
2884,"1--63460"
2884,"0--314"
2884,"1--68328"
2885,"0--9742137"
2886,"0--314"
2886,"0--8299"
2887,"1--938228"
2888,"0--9796625"
2889,"0--87424"
2890,"0--8133"
2891,"0--7867"
2891,"0--86531"
2891,"0--429"
2891,"0--89158"
2891,"0--8133"
2892,"0--87108"
2893,"0--9955770"
2894,"1--4104"
2894,"1--59722"
2894,"1--4056"
2895,"1--4104"
2895,"1--4328"
2895,"0--399"
2896,"0--9798400"
2897,"0--88368"
2898,"0--85488"
2898,"0--262"
2899,"0--8230"
2900,"1--84995"
2900,"1--5231"
2901,"1--84780"
2901,"1--78603"
2902,"1--62830"
2903,"1--942266"
2904,"0--471"
2904,"1--280"
2904,"1--119"
2904,"2--225"
2904,"81--224"
2904,"0--470"
2904,"1--118"
2904,"0--02"
2905,"1--4443"
2905,"1--119"
2905,"0--470"
2905,"1--118"
2905,"1--4051"
2906,"1--118"
2907,"0--471"
2908,"0--471"
2909,"0--7645"
2910,"0--7645"
2911,"0--471"
2911,"1--59124"
2912,"0--471"
2913,"0--8032"
2914,"0--8028"
2914,"1--4674"
2915,"0--8215"
2916,"0--433"
2917,"0--688"
2918,"0--683"
2919,"0--498"
2920,"0--904655"
2921,"0--09"
2921,"1--5081"
2922,"1--85089"
2923,"1--55817"
2924,"0--933595"
2925,"0--9990753"
2926,"1--4982"
2927,"1--4982"
2927,"1--62564"
2928,"1--57910"
2928,"1--4982"
2929,"0--86171"
2930,"1--84564"
2931,"0--06"
2932,"0--9717279"
2933,"0--7869"
2934,"0--7869"
2935,"1--55742"
2936,"0--697"
2937,"0--942320"
2938,"0--920911"
2939,"1--4963"
2939,"1--4511"
2939,"0--8080"
2940,"1--4511"
2941,"1--4548"
2942,"0--692"
2943,"1--908818"
2943,"0--85709"
2943,"1--85573"
2944,"0--85709"
2944,"1--85573"
2944,"1--84569"
2945,"0--9891397"
2946,"0--8047"
2946,"1--4214"
2947,"1--7327410"
2948,"1--59325"
2949,"0--87680"
2950,"1--60226"
2951,"1--55622"
2952,"0--7611"
2953,"1--60057"
2954,"0--8368"
2955,"1--4648"
2956,"1--4648"
2957,"0--8213"
2958,"0--7166"
2959,"0--7166"
2960,"0--930242"
2961,"981--4293"
2961,"981--4261"
2961,"981--4616"
2961,"981--4415"
2961,"981--4513"
2961,"981--02"
2961,"1--306"
2961,"981--327"
2961,"981--4689"
2961,"1--78634"
2961,"981--4556"
2961,"981--314"
2961,"981--256"
2961,"981--4583"
2961,"981--4566"
2961,"981--4579"
2962,"981--02"
2963,"981--327"
2964,"981--314"
2964,"981--322"
2965,"1--78634"
2966,"1--60780"
2967,"0--373"
2968,"1--4641"
2968,"1--4292"
2969,"1--889379"
2970,"0--9979049"
2971,"1--59963"
2972,"1--86100"
2973,"0--312"
2974,"0--922066"
2975,"1--60787"
2976,"1--909624"
2977,"1--906042"
2978,"1--4931"
2978,"1--4990"
2979,"1--4771"
2980,"1--59781"
2981,"0--300"
2982,"1--57198"
2983,"1--57198"
2984,"0--553"
2984,"0--7857"
2984,"0--440"
2984,"1--299"
2984,"0--606"
2984,"0--375"
2984,"0--307"
2985,"0--440"
2986,"1--932300"
2987,"0--7595"
2987,"0--316"
2988,"0--09"
2989,"1--78250"
2990,"0--944483"
2990,"0--946003"
2991,"0--7367"
2992,"0--8217"
2992,"1--4201"
2993,"1--78699"
2994,"1--78032"
2994,"1--78360"
2995,"1--5146"
2996,"0--7603"
2997,"1--78279"
2997,"1--84694"
2998,"1--921919"
2999,"0--915630"
3000,"0--310"
3001,"0--310"
3002,"1--890951"
