id,length,text,publisher_pro,isbn_new,year_min,year_max,record,walktrap-pre-unweighted-nimp,walktrap-pre-unweighted-imp,louvain-pre-unweighted-nimp,louvain-pre-unweighted-imp,infomap-pre-unweighted-nimp,infomap-pre-unweighted-imp
3064,1,shannon trust,shannon trust,1--912091,2017,2017,1,1930,1930,1686,1686,1175,1196
3065,1,she writes press,she writes press,1--63152,2015,2015,1,1926,1926,1687,1687,1176,1197
3066,1,shearsman books,shearsman books,1--84861,2018,2018,1,1928,1928,1688,1688,1177,1198
1167,1,ernest bywater,ernest bywater,1--312,2018,2018,1,59,59,1689,1689,188,184
1893,1,kanuka press,kanuka press,1--312,2015,2015,1,59,59,1689,1689,188,184
3067,1,sheba blake publishing,sheba blake publishing,1--312;1--304,2013,2014,4,59,59,1689,1689,188,184
3260,1,syneca research group inc,syneca research group inc,1--304,2014,2014,1,59,59,1689,1689,188,184
3068,1,sheed and ward,sheed and ward,0--7220,1976,1976,1,1925,1925,1690,1690,1663,1199
3070,1,shiloh run press,shiloh run press,1--63409,2015,2015,1,1923,1923,1691,1691,1178,1200
3072,1,shooting star press,shooting star press,1--57335,1996,1996,1,1920,1920,1692,1692,1179,1727
3073,1,shopsmith,shopsmith,0--87857,1986,1986,1,1921,1921,1693,1693,1180,1201
3074,1,sigel press,sigel press,1--934087,2007,2007,1,1917,1917,1694,1694,1181,1202
3075,1,sigma theta tau international,sigma theta tau international,1--935476;1--938835,2014,2016,3,347,347,1695,1695,571,460
3080,1,silphium books,silphium books,1--900971,1969,1969,1,1915,1915,1696,1696,1182,1203
3081,1,silver burdett ginn,silver burdett ginn,0--663,1993,1993,1,1914,1914,1697,1697,1183,1204
3084,1,silver dynasty publications,silver dynasty publications,1--5346,2016,2016,1,1913,1913,1698,1698,1184,1205
3085,1,silver lining psychology,silver lining psychology,0--9960479,2014,2014,1,1910,1910,1699,1699,1185,1728
3086,1,silver sprocket,silver sprocket,1--945509,2017,2017,1,1912,1912,1700,1700,1186,1206
3087,1,silvercat publications,silvercat publications,0--9624945,1991,1991,1,1908,1908,1701,1701,1664,1729
8,1,37 ink atria,37 ink atria,1--5011,2018,2018,1,4,4,1702,1702,5,5
43,1,abradale press,abradale press,0--8109,2000,2000,1,22,22,1702,1702,72,73
44,1,abrams,abrams,0--8109;1--4197,2011,2019,3,22,22,1702,1702,72,73
46,1,abrams appleseed,abrams appleseed,1--4197,2013,2018,3,22,22,1702,1702,72,73
47,1,abrams books for young readers,abrams books for young readers,0--8109;0--7587,1999,1999,1,22,22,1702,1702,72,73
48,1,abrams noterie,abrams noterie,1--4197,2019,2019,1,22,22,1702,1702,72,73
78,1,advance publishers,advance publishers,1--57973;1--59961;1--4169,2009,2009,1,4,4,1702,1702,151,147
100,1,aladdin,aladdin,0--689;1--4424;0--02;1--4814,1986,2018,8,4,4,1702,1702,10,11
101,1,aladdin books,aladdin books,0--689,1987,1987,2,4,4,1702,1702,10,11
102,1,aladdin paperbacks,aladdin paperbacks,0--689;0--7587;0--671;1--4169;1--4156;0--7857,1987,2008,6,4,4,1702,1702,10,11
181,1,amulet books,amulet books,1--4197,2016,2016,1,22,22,1702,1702,72,73
226,1,archway paperback,archway paperback,1--4814,2013,2013,1,4,4,1702,1702,10,11
279,1,atheneum,atheneum,0--689,1975,1986,4,4,4,1702,1702,10,11
280,1,atheneum books for young readers,atheneum books for young readers,1--4424;1--4169,2009,2018,3,4,4,1702,1702,10,11
284,1,atria,atria,0--7434,2003,2003,1,4,4,1702,1702,132,128
285,1,atria 37 ink,atria 37 ink,1--4767,2015,2015,1,4,4,1702,1702,5,5
286,1,atria books,atria books,1--5011,2018,2018,2,4,4,1702,1702,5,5
287,1,atria paperback,atria paperback,1--5011;1--58270,2015,2018,2,4,4,1702,1702,5,5
316,1,avon books,avon books,0--380;0--671;0--06;1--4169,1974,2018,23,4,4,1702,1702,4,4
328,1,baen,baen,1--4516;0--671,1995,2012,3,4,4,1702,1702,5,5
329,1,baen enterprises,baen enterprises,0--671,1990,1990,1,4,4,1702,1702,5,5
346,1,bantam,bantam,0--7181;0--689;0--7704;0--553;3--453;1--4424,1969,1992,11,4,4,1702,1702,10,11
439,1,black library,black library,1--84154;1--84970;0--7434;1--84416,2002,2014,3,4,4,1702,1702,132,128
524,1,bradbury press,bradbury press,0--02,1985,1985,1,4,4,1702,1702,50,53
654,1,cassell,cassell,0--304;0--665;0--02;0--00,1977,2003,4,6,6,1702,1702,617,617
781,1,collier books,collier books,0--684;0--02,1974,1987,3,4,4,1702,1702,50,53
956,1,dell yearling,dell yearling,1--4131;0--440,1997,2001,2,4,4,1702,1702,41,40
1182,1,excalibur books,excalibur books,0--89673;0--671,1981,1981,1,4,4,1702,1702,5,5
1184,1,exeter,exeter,0--671,1986,1986,1,4,4,1702,1702,5,5
1256,1,fireside,fireside,0--684,2000,2000,1,4,4,1702,1702,50,53
1306,1,free press,free press,1--4391;0--684;0--02;0--7432;1--4516,1971,2012,10,4,4,1702,1702,50,53
1307,1,free press of glencoe,free press of glencoe,0--02,1965,1965,1,4,4,1702,1702,50,53
1339,1,gallery books,gallery books,1--4165;1--4767;0--8317,1983,2015,6,4,4,1702,1702,5,5
1342,1,games workshop ltd,games workshop ltd,1--84154;0--7434,2002,2002,1,4,4,1702,1702,132,128
1421,1,green light readers harcourt,green light readers harcourt,1--4156;0--15,2006,2006,1,4,4,1702,1702,35,22
1451,1,h abrams,h abrams,0--8109,1985,1985,1,22,22,1702,1702,72,73
1456,1,h n abrams,h n abrams,0--8109,1972,1972,1,22,22,1702,1702,72,73
1527,1,harry n abrams,harry n abrams,0--8109,1976,1976,1,22,22,1702,1702,72,73
1646,1,howard books,howard books,1--5011,2018,2018,1,4,4,1702,1702,5,5
1678,1,ibooks,ibooks,0--7434,2002,2002,1,4,4,1702,1702,132,128
1816,1,j messner,j messner,0--671,1989,1989,1,4,4,1702,1702,5,5
1928,1,kingfisher,kingfisher,0--7534;0--329;1--4155,2003,2016,5,4,4,1702,1702,73,22
2041,1,little simon,little simon,0--689;0--671;1--4169;0--02;1--4424,1990,2010,5,4,4,1702,1702,10,11
2101,1,macmillan pub co,macmillan pub co,0--684;0--02,1987,1988,2,4,4,1702,1702,50,53
2103,1,macmillan publishing company,macmillan publishing company,0--02,1989,1989,1,4,4,1702,1702,50,53
2132,1,margaret k mcelderry books,margaret k mcelderry books,1--4424,2012,2012,1,4,4,1702,1702,10,11
2194,1,meadowbrook press,meadowbrook press,1--4516,2006,2006,1,4,4,1702,1702,5,5
2351,1,new york,new york,0--304;0--415,1999,2015,2,6,6,1702,1702,617,617
2675,1,pockert books,pockert books,1--5011,2017,2017,1,4,4,1702,1702,5,5
2676,1,pocket book,pocket book,1--84739,2011,2011,1,4,4,1702,1702,5,5
2677,1,pocket books,pocket books,0--671;1--4767;0--7432;1--84739;1--5011;1--4516;0--7434,1963,2018,24,4,4,1702,1702,5,5
2678,1,pocket star books,pocket star books,1--5011;1--4767;0--671,1997,2016,5,4,4,1702,1702,5,5
2809,1,ramparts press,ramparts press,0--671,1971,1971,1,4,4,1702,1702,5,5
3004,1,schirmer books,schirmer books,0--02,1987,1987,1,4,4,1702,1702,50,53
3033,1,scribner,scribner,0--684;1--4767;1--4165;1--5011;0--304,1969,2018,12,4,4,1702,1702,5,5
3034,1,scribners,scribners,0--684,1980,1980,1,4,4,1702,1702,50,53
3088,1,simon and schuster,simon and schuster,0--671;0--684;0--8335;1--4767;1--4711;1--64385;1--4352;0--7432;1--4165;1--5011;1--4516,1969,2019,38,4,4,1702,1702,5,5
3089,1,simon and schuster books for young readers,simon and schuster books for young readers,0--689;1--4155;0--605;0--671;1--4814;1--4169;1--4287;0--7569;1--4424;1--4131,1985,2016,9,4,4,1702,1702,10,11
3090,1,simon and schuster children's pub,simon and schuster children's pub,0--689;1--4424,2001,2013,2,4,4,1702,1702,10,11
3091,1,simon and schuster inc,simon and schuster inc,1--5011;1--4767;1--4711,2015,2018,5,4,4,1702,1702,5,5
3092,1,simon and schuster paperbacks,simon and schuster paperbacks,1--5011;1--4516;1--4711;0--684,2004,2017,4,4,4,1702,1702,5,5
3093,1,simon and schuster's children's publishing division,simon and schuster's children's publishing division,1--4424,2013,2013,1,4,4,1702,1702,10,11
3094,1,simon pulse,simon pulse,0--689;1--4155;1--4814;1--4169;0--329;1--4156;1--4424,1988,2015,7,4,4,1702,1702,10,11
3096,1,simon spotlight nickelodeon,simon spotlight nickelodeon,1--4424,2012,2012,1,4,4,1702,1702,10,11
3097,1,simon451,simon451,1--4767,2016,2016,1,4,4,1702,1702,5,5
3116,1,smithmark,smithmark,0--8317,1995,1995,1,4,4,1702,1702,5,5
3164,1,spotlight,spotlight,1--59961;1--61479,2008,2015,3,4,4,1702,1702,151,147
3363,1,tokyopop,tokyopop,1--59816;1--59182;1--59961;0--06,2004,2017,5,4,4,1702,1702,151,147
3378,1,touchstone,touchstone,1--4711;0--7432,2001,2016,3,4,4,1702,1702,5,5
3379,1,touchstone simon and schuster,touchstone simon and schuster,1--4391,2014,2014,1,4,4,1702,1702,50,53
3610,1,wanderer books,wanderer books,0--671,1987,1987,1,4,4,1702,1702,5,5
3619,1,washington square press,washington square press,1--4516;0--671;0--7434,1987,2013,4,4,4,1702,1702,5,5
3650,1,weston woods,weston woods,0--689,1997,1997,1,4,4,1702,1702,10,11
3098,1,simply charlotte mason,simply charlotte mason,1--61634,2013,2013,1,1894,1894,1703,1703,1187,1207
3099,1,sinauer associates,sinauer associates,1--4641,2015,2015,1,1893,1893,1704,1704,1665,1208
3100,1,singing dragon,singing dragon,0--85701,2017,2017,1,1891,1891,1705,1705,1666,1209
3101,1,sirs,sirs,0--89193,1983,1983,1,1892,1892,1706,1706,1188,1210
63,1,acquavella galleries,acquavella galleries,0--8478,2016,2016,1,122,122,1707,1707,181,176
2879,1,rizzoli,rizzoli,0--8478,1977,2013,4,122,122,1707,1707,181,176
2881,1,rizzoli international publications inc,rizzoli international publications inc,0--8478,1978,2017,2,122,122,1707,1707,181,176
3102,1,skira rizzoli,skira rizzoli,0--929865;0--8478,2014,2014,1,122,122,1707,1707,181,176
3103,1,sky carrier press,sky carrier press,1--880589,1996,1996,1,1919,1919,1708,1708,1667,1730
3105,1,sky's the limit observatory and nature center,sky's the limit observatory and nature center,1--4507,2010,2010,1,1888,1888,1709,1709,1668,1211
3104,1,sky pony press,sky pony press,1--63220,2014,2014,1,104,104,1710,1710,138,134
3106,1,skyhorse publishing,skyhorse publishing,1--63220;1--5107;1--62087;1--63450;1--62636,2012,2018,8,104,104,1710,1710,138,134
3107,1,skyspark books,skyspark books,1--942316,2016,2016,1,1883,1883,1711,1711,1669,1731
3108,1,slack,slack,1--61711,2008,2008,1,142,142,1712,1712,233,245
3109,1,slack inc,slack inc,1--61711,2011,2011,1,142,142,1712,1712,233,245
3110,1,slack incorporated,slack incorporated,1--63091;1--61711,2014,2018,2,142,142,1712,1712,233,245
3111,1,sleeping bear press,sleeping bear press,1--58536,2014,2018,2,1879,1879,1713,1713,1670,1212
3114,1,smart apple media,smart apple media,1--62588;1--59920,2010,2016,2,361,361,1714,1714,572,461
3115,1,smashwords edition,smashwords edition,1--4660,2011,2011,1,1877,1877,1715,1715,1189,1732
3117,1,smithsonian books,smithsonian books,1--58834,2018,2018,2,1876,1876,1716,1716,1671,1213
3118,1,smithsonian national museum of the american indian,smithsonian national museum of the american indian,0--295,2004,2004,1,357,357,1717,1717,573,582
3492,1,university of washington press,university of washington press,0--295,1994,2015,5,357,357,1717,1717,573,582
3119,1,smoking gun publishing llc,smoking gun publishing llc,1--940586,2014,2014,1,1878,1878,1718,1718,1672,1733
3120,1,smol stei shu ns pres,smol stei shu ns pres,954--384,2016,2016,1,1872,1872,1719,1719,1190,1214
3121,1,snap,snap,1--908410,2012,2012,1,1869,1869,1720,1720,1673,1734
3122,1,snow lion publications,snow lion publications,0--8348,2014,2014,1,1868,1868,1721,1721,1191,1735
3123,1,soaring penguin press,soaring penguin press,1--908030,2016,2016,1,1870,1870,1722,1722,1674,1736
3124,1,society for industrial and applied mathematics,society for industrial and applied mathematics,1--61197,2014,2014,1,1871,1871,1723,1723,1192,1737
3125,1,society for mining metallurgy and exploration,society for mining metallurgy and exploration,0--87335,2008,2014,2,1882,1882,1724,1724,1675,1738
3126,1,society of automotive engineers,society of automotive engineers,0--7680,2018,2018,1,1866,1866,1725,1725,1676,1739
3127,1,society of economic geologists,society of economic geologists,1--887483,2005,2005,1,1865,1865,1726,1726,1193,1215
3130,1,soil science society of america,soil science society of america,0--89118,2011,2011,1,358,358,1727,1727,574,583
3131,1,soil science society of america inc,soil science society of america inc,0--89118,2002,2002,1,358,358,1727,1727,574,583
3132,1,solaris,solaris,1--78108,2018,2018,1,1857,1857,1728,1728,1194,1216
3133,1,solution tree press,solution tree press,1--943874,2017,2017,1,1858,1858,1729,1729,1677,1217
3134,1,sonoma press,sonoma press,1--943451,2016,2016,1,1854,1854,1730,1730,1195,1740
3138,1,south end press,south end press,0--89608,1990,1990,1,1853,1853,1731,1731,1678,1218
3139,1,south western,south western,0--324,2006,2009,2,267,267,1732,1732,334,339
3140,1,south western cengage learning,south western cengage learning,0--324,2010,2010,1,267,267,1732,1732,334,339
3333,1,thomson south western,thomson south western,0--324,2003,2006,3,267,267,1732,1732,334,339
3141,1,southern historical press,southern historical press,0--89308,1977,2018,2,1852,1852,1733,1733,1679,1219
3143,1,southwater,southwater,1--78019,2015,2015,1,1850,1850,1734,1734,1196,1220
3144,1,souvenir press,souvenir press,0--285,2014,uuuu,2,1847,1847,1735,1735,1680,1741
3145,1,spanierman drawings,spanierman drawings,0--945936,1989,1989,1,1849,1849,1736,1736,1197,1742
3147,1,sparkpress,sparkpress,1--940716,2015,2015,1,1860,1860,1737,1737,1681,1743
3149,1,speaking volumes llc,speaking volumes llc,1--61232,2011,2011,1,1843,1843,1738,1738,1682,1744
3150,1,special libraries association,special libraries association,0--87111,1999,1999,1,1844,1844,1739,1739,1683,1221
3153,1,spencer books,spencer books,1--889793,1999,1999,1,1842,1842,1740,1740,1684,1222
3156,1,spiderbaby graphics,spiderbaby graphics,0--922003,1990,1990,1,1838,1838,1741,1741,1685,1745
2463,1,optical society of america,optical society of america,0--8194,2005,2005,1,208,208,1742,1742,194,191
3157,1,spie,spie,0--8194;1--62841;1--5106,2001,2015,14,208,208,1742,1742,194,191
3158,1,spie press,spie press,0--8194;1--62841;1--5106,2014,2019,3,208,208,1742,1742,194,191
3159,1,spie the international society for optical engineering,spie the international society for optical engineering,0--89252,1985,1985,1,1837,1837,1743,1743,1198,1746
3163,1,sports publishing,sports publishing,1--61321,2015,2015,1,1839,1839,1744,1744,1199,1747
3165,1,spotlight publications,spotlight publications,1--5119,2016,2016,1,1835,1835,1745,1745,1686,1748
426,1,birkha user,birkha user,0--8176,2006,2006,1,73,73,1746,1746,22,23
534,1,brill,brill,90--04,2007,2018,25,75,75,1746,1746,102,101
535,1,brill nijhoff,brill nijhoff,90--04,2014,2015,2,75,75,1746,1746,102,101
536,1,brill rodopi,brill rodopi,90--04,2015,2015,1,75,75,1746,1746,102,101
706,1,charles scribner's sons,charles scribner's sons,0--306,1980,1980,1,42,42,1746,1746,25,28
817,1,consultants bureau,consultants bureau,0--306,1975,1975,1,42,42,1746,1746,25,28
907,1,da capo,da capo,0--306,1970,1970,1,42,42,1746,1746,25,28
911,1,da capo press,da capo press,0--306,1970,2002,3,42,42,1746,1746,25,28
1655,1,humana press,humana press,1--58829;1--4939;1--62703;1--59259,2004,2019,17,210,210,1746,1746,250,249
1909,1,kennedy graphics,kennedy graphics,0--306,1970,1970,1,42,42,1746,1746,25,28
1929,1,kluwer academic,kluwer academic,0--306;1--4020,2001,2003,3,42,42,1746,1746,25,28
1930,1,kluwer academic plenum publishers,kluwer academic plenum publishers,0--306,2000,2000,1,42,42,1746,1746,25,28
1931,1,kluwer academic publishers,kluwer academic publishers,0--7923;90--247;0--306;1--4020;1--4419,1989,2005,12,42,42,1746,1746,25,28
1965,1,landes bioscience,landes bioscience,1--4614,2013,2013,1,73,73,1746,1746,22,23
2014,1,lightning source uk ltd,lightning source uk ltd,3--662,2017,2017,1,73,73,1746,1746,22,23
2087,1,m nijhoff,m nijhoff,90--247;90--04,1983,2014,2,42,42,1746,1746,102,101
2526,1,palgrave,palgrave,1--137;1--352;1--84457,2014,2018,5,32,32,1746,1746,156,152
2527,1,palgrave macmillan,palgrave macmillan,1--137;1--899287;3--319;0--230;1--4039;1--349,2000,2018,102,32,32,1746,1746,123,122
2528,1,palgrave macmillan education,palgrave macmillan education,1--137,2016,2017,2,32,32,1746,1746,156,152
2529,1,palgrave pivot,palgrave pivot,1--137,2014,2014,2,32,32,1746,1746,156,152
2626,1,peter smith,peter smith,0--306;0--8446,1965,1975,2,42,42,1746,1746,25,28
2666,1,plenum,plenum,0--306,1986,1986,1,42,42,1746,1746,25,28
2667,1,plenum p,plenum p,0--306,uuuu,uuuu,1,42,42,1746,1746,25,28
2668,1,plenum press,plenum press,1--4615;0--306;1--4684,1975,1991,5,42,42,1746,1746,25,28
2847,1,red globe press,red globe press,1--137,2018,2018,1,32,32,1746,1746,156,152
2894,1,rodopi,rodopi,90--04;94--012;90--420,2004,2015,3,75,75,1746,1746,102,101
3166,1,springer,springer,4--431;3--642;3--319;1--85233;81--322;90--481;1--4471;1--4899;1--4419;3--540;0--387;0--8176;3--211;1--4939;1--4614;94--007;3--662,1958,2016,68,73,73,1746,1746,22,23
3167,1,springer berlin heidelberg,springer berlin heidelberg,981--10;3--319,2016,2017,2,32,32,1746,1746,123,122
3171,1,springer science business media,springer science business media,3--319,2018,2018,1,32,32,1746,1746,123,122
3172,1,springer verlag,springer verlag,1--4471;3--540;0--387,1977,2013,10,73,73,1746,1746,22,23
3168,1,springer pub company,springer pub company,0--8261,2014,2014,2,274,274,1747,1747,335,311
3169,1,springer publishing company,springer publishing company,0--8261,2015,2017,3,274,274,1747,1747,335,311
3170,1,springer publishing company llc,springer publishing company llc,0--8261,2015,2017,2,274,274,1747,1747,335,311
3176,1,square peg,square peg,1--910931,2018,2018,1,1825,1825,1748,1748,1687,1223
3177,1,ssi logic publishing,ssi logic publishing,0--9825768,2015,2015,1,1826,1826,1749,1749,1200,1749
3178,1,st augustine's press,st augustine's press,1--890318;1--58731,2011,2013,2,364,364,1750,1750,575,584
3179,1,st james press,st james press,1--55862,2002,2002,1,1822,1822,1751,1751,1201,1224
3186,1,st vladimir's seminary press,st vladimir's seminary press,0--913836,1998,2000,2,1814,1814,1752,1752,1202,1750
3187,1,stackpole books,stackpole books,0--8117,2017,2017,1,1815,1815,1753,1753,1203,1751
3188,1,staircase,staircase,0--9702527,2010,2010,1,1816,1816,1754,1754,1204,1225
3189,1,stan moore,stan moore,1--4944,2014,2014,1,1812,1812,1755,1755,1205,1752
3190,1,standard educational corp,standard educational corp,0--87392,1993,1993,1,1813,1813,1756,1756,1688,1753
