cluster_id,isbn,record
2285,1--4007,1
2286,0--912066,1
2287,0--9850168,1
2288,1--910935,1
2289,0--9860803,1
2290,1--900257,1
2291,0--88225,2
2292,0--88225,1
2293,1--5055,1
2294,0--7089,1
2295,1--5293,1
2295,1--4736,1
2296,1--84842,3
2297,1--84842,2
2298,1--84842,1
2298,1--78850,1
2299,1--937658,1
2300,0--89838,1
2301,0--915132,1
2302,1--910620,1
2303,1--909751,1
2304,1--4133,2
2305,0--87337,1
2306,1--61930,1
2307,0--374,4
2308,0--9615558,1
2309,0--9903774,1
2310,1--884008,1
2311,1--58394,1
2312,0--444,2
2313,0--444,1
2314,1--58180,1
2315,0--89134,2
2316,1--78373,1
2317,1--55858,1
2318,1--63163,1
2319,0--87839,1
2320,0--7463,1
2321,0--8024,1
2322,0--9606274,1
2323,0--8101,2
2324,0--393,32
2325,0--7636,1
2325,0--85763,2
2325,1--78800,1
2326,1--945649,1
2327,0--9677480,1
2328,1--60021,1
2329,1--63483,2
2329,1--62948,2
2329,1--62417,1
2329,1--63321,1
2329,1--63117,3
2329,1--63463,1
2330,1--60741,1
2330,1--63321,2
2330,1--62948,4
2330,1--62808,1
2331,1--5361,1
2331,1--62618,1
2331,1--63484,1
2331,1--63483,1
2331,1--62948,2
2331,1--63321,1
2331,1--63482,2
2331,1--63485,2
2332,1--62948,1
2333,0--85360,1
2334,1--63321,1
2334,1--63117,2
2335,1--60198,4
2336,1--60198,3
2337,1--60198,1
2338,0--9540773,1
2339,1--68140,1
2339,1--936959,1
2340,1--936959,1
2341,0--8442,2
2342,0--8442,1
2343,84--946333,1
2344,1--62517,2
2345,1--63045,1
2346,1--84694,4
2346,1--78535,1
2347,1--84717,1
2348,1--4493,2
2348,1--4919,4
2348,0--596,3
2349,0--679,1
2350,1--4920,1
2350,0--596,1
2350,1--4919,3
2351,1--4919,2
2352,1--891743,1
2353,0--8256,1
2354,1--78319,3
2354,1--84002,1
2355,1--78682,1
2356,0--451,1
2357,1--60809,1
2358,0--374,3
2359,0--7064,2
2360,1--78325,1
2361,1--78040,1
2362,92--64,1
2363,1--5084,1
2364,0--8214,1
2365,1--899933,1
2366,0--9648534,1
2367,0--917526,1
2368,0--665,1
2369,0--937422,1
2370,1--4951,1
2371,1--63243,1
2372,0--7808,1
2373,1--55035,1
2374,1--78607,2
2374,1--78074,2
2375,1--78607,1
2376,1--78074,1
2377,1--62010,1
2378,0--451,2
2379,1--947845,1
2380,1--78374,3
2381,0--8126,1
2382,0--940880,1
2383,1--934824,1
2384,1--4976,5
2385,1--5040,4
2385,1--4804,3
2385,1--4976,4
2385,1--4532,4
2386,1--5040,3
2387,1--4804,2
2388,1--4804,1
2389,0--335,3
2390,0--335,1
2391,0--692,1
2392,0--8194,1
2393,1--62254,1
2394,1--939293,1
2395,1--949017,1
2396,3--7913,1
2397,1--941898,1
2398,1--4299,1
2399,1--57075,1
2400,0--356,2
2400,0--316,2
2400,1--84149,2
2401,1--4083,3
2401,1--86039,1
2402,1--84362,1
2402,1--4083,2
2402,0--545,1
2403,1--5089,1
2404,0--943987,1
2405,1--934962,1
2406,1--4440,1
2406,0--7528,3
2406,1--4091,3
2407,0--7528,1
2408,0--575,1
2409,1--4091,1
2410,1--4091,1
2411,1--940743,1
2411,1--941806,1
2412,0--9828812,1
2413,1--943580,1
2414,0--9616666,1
2415,0--904657,1
2416,0--9741007,1
2417,0--85045,2
2417,1--84908,2
2418,1--84908,1
2419,1--4728,1
2419,0--85045,1
2419,1--84603,1
2420,1--59051,2
2421,1--908276,1
2422,1--942923,1
2423,1--4787,5
2424,1--4787,1
2424,1--4327,1
2425,1--903096,1
2426,0--9834917,1
2427,1--4683,1
2428,0--87951,2
2428,1--4683,5
2429,1--4683,1
2430,1--926973,1
2431,1--78297,1
2431,1--78570,7
2431,1--84217,1
2432,0--89059,1
2433,1--4636,1
2434,0--19,4
2435,0--19,213
2436,0--7221,2
2436,0--19,212
2437,1--136,1
2438,1--78694,2
2439,0--8487,2
2440,0--692,1
2441,2--87574,1
2442,3--0343,1
2442,3--631,1
2442,0--8204,1
2442,3--261,1
2443,1--55993,1
2444,0--7525,1
2445,1--61035,1
2446,1--78839,1
2447,1--78528,4
2447,1--78588,1
2447,1--78355,5
2447,1--78913,1
2447,1--78328,3
2447,1--78439,10
2447,1--84951,2
2447,1--78217,4
2447,1--78398,9
2447,1--78862,1
2447,1--78216,1
2448,1--84951,1
2449,1--78528,1
2449,1--78355,1
2449,1--84969,1
2449,1--78328,1
2449,1--78217,1
2449,1--78398,1
2450,0--692,1
2451,1--68213,1
2451,1--68348,1
2452,1--62414,1
2453,1--61004,1
2454,1--352,1
2454,1--137,82
2454,1--84457,1
2455,1--899287,1
2455,1--4039,6
2455,0--230,18
2455,1--349,13
2455,3--319,1
2455,1--137,77
2456,1--137,2
2457,1--137,2
2458,0--330,3
2459,1--943533,1
2460,0--330,2
2460,1--4472,2
2461,1--4472,1
2462,981--4613,2
2462,981--4411,1
2463,958--30,1
2464,0--04,1
2465,0--679,1
2465,0--394,4
2465,0--307,1
2466,1--59707,1
2467,0--7701,1
2468,1--61205,2
2469,0--7927,1
2470,0--938077,1
2471,1--934795,2
2472,1--879276,1
2473,0--943990,1
2474,0--8193,1
2475,1--932559,1
2475,1--60235,1
2476,1--4075,1
2476,1--4054,5
2476,1--4454,3
2476,1--4723,2
2476,0--7525,8
2477,1--4723,1
2478,1--4748,1
2479,0--7525,4
2479,1--4054,2
2480,1--4054,1
2481,0--9966293,1
2482,1--905969,1
2483,1--84227,3
2484,0--87348,3
2485,0--87348,1
2486,1--84464,2
2487,0--9898708,1
2488,0--87585,1
2489,1--59857,1
2490,1--909810,1
2491,0--9976954,1
2492,0--321,1
2493,1--56145,2
2494,1--56145,1
2495,0--909209,1
2496,1--5040,1
2497,1--292,8
2497,0--7897,2
2497,0--13,23
2497,1--4182,1
2497,1--299,3
2497,0--321,5
2497,0--205,6
2497,1--4082,1
2497,0--672,1
2498,0--13,6
2498,1--292,4
2498,0--7897,1
2499,0--13,3
2499,1--292,1
2499,0--205,1
2500,1--292,2
2500,1--4479,1
2501,0--205,1
2502,0--7652,1
2503,1--269,1
2503,1--323,1
2504,0--13,7
2505,0--7368,1
2506,1--61775,1
2507,1--60598,2
2508,1--60598,1
2508,1--68177,2
2509,1--908670,1
2510,1--78427,1
2511,1--56554,2
2512,1--56554,1
2513,1--4738,1
2514,1--78383,1
2514,1--5267,1
2515,1--4738,1
2516,1--941541,1
2517,0--451,10
2517,0--525,6
2517,0--14,111
2517,0--7181,4
2518,0--14,84
2518,0--241,2
2518,1--4059,2
2518,0--7181,3
2518,0--451,4
2518,1--101,1
2518,1--84614,1
2519,0--670,1
2520,0--14,1
2521,0--14,1
2522,0--451,2
2522,0--452,1
2522,0--515,1
2522,1--4242,1
2523,0--14,1
2523,1--322,1
2524,0--14,2
2525,0--698,1
2526,0--14,1
2527,0--451,1
2528,1--5247,4
2528,0--553,1
2528,0--425,1
2528,0--85752,1
2528,0--525,2
2529,1--5247,2
2529,1--101,1
2529,0--451,2
2529,0--399,3
2530,0--448,2
2531,0--271,2
2532,0--9897511,1
2533,0--06,2
2534,0--06,1
2535,0--444,1
2535,0--08,7
2536,1--4832,5
2536,1--4831,12
2536,0--08,5
2537,1--4832,1
2537,1--4831,1
2538,0--399,2
2539,0--605,1
2540,1--5040,1
2541,1--943720,1
2542,0--89255,1
2543,0--7382,3
2544,0--201,1
2545,0--7382,1
2546,0--9602676,1
2547,0--87226,1
2548,3--906769,1
2548,1--78707,1
2548,3--0343,3
2548,1--4331,3
2548,3--0353,3
2548,1--906165,1
2548,3--03911,1
2549,1--4539,1
2550,0--7206,2
2551,0--7206,1
2552,0--8446,1
2552,0--306,1
2553,1--63235,1
2554,0--9575476,1
2555,0--7148,5
2556,0--7148,4
2557,0--7148,1
2558,0--7148,2
2559,0--9881725,1
2560,0--85033,1
2561,0--399,2
2562,0--7538,2
2563,0--7538,1
2564,1--4127,1
2565,0--8027,1
2565,1--84212,1
2566,1--5037,1
2567,0--7499,3
2568,1--250,9
2568,0--312,2
2568,1--4472,1
2568,0--330,3
2568,1--74351,1
2569,1--250,2
2570,0--941599,1
2571,1--84893,2
2571,1--78144,3
2572,1--61097,1
2573,1--63087,1
2574,0--552,1
2575,1--9851,1
2576,1--84413,1
2576,0--7126,3
2577,0--910923,1
2578,0--9934777,1
2579,0--9766820,1
2580,0--7860,5
2581,0--523,2
2581,0--7860,4
2581,1--55817,2
2582,0--7860,2
2583,0--9905935,1
2584,0--434,1
2585,1--85802,1
2586,1--84165,1
2587,0--273,1
2588,1--4832,1
2589,0--9709046,1
2590,1--949061,1
2591,0--306,6
2592,0--306,5
2593,0--306,3
2593,1--4615,1
2593,1--4684,1
2594,0--85965,1
2595,0--452,3
2596,0--452,1
2597,1--59756,1
2598,0--7453,3
2599,0--9822584,1
2600,1--5011,1
2601,1--84739,2
2602,1--5011,3
2602,0--7434,2
2602,0--671,16
2602,1--4516,1
2602,1--4767,1
2603,1--4767,2
2603,1--5011,1
2603,0--671,2
2604,1--62031,1
2605,1--78607,1
2606,1--938461,1
2607,1--59058,2
2608,1--4473,5
2609,0--7456,13
2609,1--5095,12
2610,0--7456,5
2610,1--5095,3
2611,82--591,1
2612,0--905169,1
2613,1--84223,1
2614,0--9855356,1
2615,0--7352,1
2615,0--241,1
2615,0--399,1
2615,0--525,1
2616,0--517,1
2617,1--85578,1
2618,1--84627,1
2619,1--68261,1
2620,1--61234,3
2621,1--57687,1
2622,0--935697,1
2623,1--5081,2
2623,1--4994,2
2624,1--85339,1
2625,0--87808,1
2626,1--909280,1
2627,1--4024,3
2628,1--4408,11
2628,0--03,1
2628,0--313,1
2628,0--06,1
2629,0--9910147,1
2630,1--937785,1
2631,1--58574,1
2632,1--84809,1
2633,0--13,33
2633,84--237,1
2633,0--668,1
2634,0--13,1
2635,0--89141,1
2636,0--521,1
2637,3--7913,3
2638,0--9883781,1
2639,1--58910,1
2640,0--8431,6
2641,0--312,2
2642,1--886383,1
2643,1--86400,1
2644,1--939563,1
2645,0--87288,1
2646,0--665,1
2647,1--56898,2
2647,1--61689,3
2648,0--691,32
2649,0--691,31
2649,1--4008,26
2650,1--4008,1
2651,1--4403,1
2652,1--68412,1
2653,1--85327,1
2654,1--59126,1
2655,1--84765,3
2655,1--78125,2
2656,1--78816,1
2656,1--78125,1
2657,92--1,1
2658,1--62825,1
2659,0--9863134,1
2660,1--63388,2
2661,0--9606954,1
2662,1--57723,1
2663,1--303,3
2663,1--339,4
2663,1--369,7
2663,1--109,1
2663,1--321,13
2663,1--70020,1
2663,1--243,1
2663,0--662,1
2663,1--267,2
2663,1--124,2
2664,1--321,4
2664,1--339,2
2664,0--14,1
2665,1--63226,1
2666,0--9978706,1
2667,0--89859,2
2667,1--351,1
2667,1--315,7
2667,1--84169,1
2668,1--315,1
2669,0--901948,1
2670,1--61039,2
2670,1--58648,1
2670,1--5417,2
2671,0--88404,1
2672,1--4489,1
2672,1--4137,1
2673,1--4847,1
2674,1--7903,1
2675,1--879985,1
2676,0--670,1
2676,0--14,28
2677,0--14,19
2677,0--241,1
2677,1--4059,1
2677,0--425,1
2677,0--7181,1
2677,0--698,2
2678,606--93380,1
2679,1--55753,1
2679,0--911198,1
2680,1--5349,1
2681,1--62469,1
2682,1--78227,1
2683,0--692,1
2684,0--399,5
2685,0--534,1
2686,1--59102,1
2687,1--60992,1
2688,1--78493,1
2689,0--8129,1
2690,1--84949,1
2691,0--615,1
2692,1--907982,1
2693,0--7043,4
2694,1--4765,1
2694,1--78240,1
2694,1--78603,1
2695,1--55267,1
2696,0--88022,1
2696,0--13,3
2696,0--7897,12
2697,0--7897,1
2698,0--356,1
2699,0--89244,1
2700,1--882972,1
2701,1--62365,1
2701,1--78648,1
2702,0--85705,1
2703,1--61027,1
2704,0--688,2
2704,0--380,1
2705,0--937552,1
2706,1--85097,1
2707,0--86715,1
2708,1--59474,2
2708,1--68369,1
2709,0--665,2
2710,0--9626829,1
2711,0--89464,1
2712,0--7091,2
2712,0--7090,1
2713,0--8315,1
2714,1--58423,1
2715,1--943785,2
2716,1--63158,1
2717,1--5300,1
2718,0--9971451,1
2719,1--4987,1
2720,1--942185,2
2721,0--9816989,1
2722,1--941987,1
2723,1--55319,1
2724,1--887923,1
2725,0--9962600,1
2726,0--613,1
2726,1--4747,2
2726,1--4109,2
2727,0--7398,1
2728,0--615,1
2729,0--671,1
2730,0--8330,7
2731,0--8330,6
2732,0--528,1
2733,0--06,1
2734,0--385,2
2734,0--679,2
2734,0--345,3
2734,0--394,6
2734,0--8129,5
2734,0--525,4
2734,0--375,5
2734,1--336,1
2735,0--09,2
2735,0--385,1
2735,0--399,1
2735,0--307,1
2736,0--7364,1
2737,1--5247,1
2737,0--7364,1
2738,0--375,1
2739,0--525,1
2740,0--449,1
2741,0--375,1
2741,0--8129,2
2741,0--449,2
2742,0--85391,1
2743,1--4965,1
2743,1--945572,1
2744,0--89004,1
2745,1--85304,1
2746,0--9979914,1
2747,0--9896751,1
2748,1--322,1
2749,0--9576725,1
2750,0--87891,1
2751,0--7386,1
2752,1--4465,1
2753,1--4664,1
2754,0--7944,1
2755,0--7944,1
2756,0--88349,1
2757,1--62145,1
2758,0--9836615,1
2759,1--86189,2
2760,1--78023,9
2760,1--86189,1
2761,1--78023,1
2762,1--893329,1
2763,0--7368,1
2764,1--63440,3
2765,0--09,2
2765,1--78295,1
2765,1--86230,1
2765,0--85754,1
2766,1--137,1
2767,1--4052,1
2768,1--68314,1
2769,0--316,1
2770,0--900814,1
2771,1--64008,1
2772,0--87436,1
2773,0--89526,2
2774,1--62157,2
2775,0--89526,1
2776,1--908355,1
2777,90--277,2
2778,1--912248,1
2779,92--1,1
2780,0--87891,3
2781,1--5326,1
2781,1--60899,1
2782,1--892560,1
2783,1--922149,1
2784,1--882382,1
2785,0--8007,1
2786,1--78305,1
2787,1--4942,1
2788,0--9553741,1
2789,1--57783,2
2790,1--4908,1
2791,0--433,1
2792,1--5007,1
2793,0--615,1
2794,1--55547,1
2795,1--101,1
2795,1--59448,1
2796,1--78429,1
2797,0--8292,1
2798,0--8478,7
2799,0--7893,1
2800,0--8478,2
2801,1--59643,1
2801,1--62672,1
2802,0--7091,1
2802,0--7090,1
2803,0--9961068,1
2804,1--84954,1
2805,0--451,5
2806,0--451,1
2807,1--62315,1
2808,1--63440,1
2809,1--59253,1
2810,1--57954,1
2811,90--420,2
2811,90--04,2
2812,0--615,1
2813,0--692,1
2814,0--9986245,1
2815,1--4042,1
2816,1--4488,1
2817,1--4777,1
2817,1--4994,1
2818,0--7953,1
2819,1--61066,1
2820,1--78535,1
2821,1--63430,1
2821,1--68191,2
2821,1--64156,1
2822,1--63430,1
2823,1--135,14
2823,0--8153,13
2823,1--62159,1
2823,1--351,46
2823,1--85743,1
2823,0--367,3
2823,1--4106,1
2823,1--317,63
2823,1--315,187
2823,0--7546,3
2823,0--582,3
2823,0--429,11
2823,0--203,44
2823,1--4724,8
2823,0--7656,4
2823,0--415,120
2823,1--134,10
2823,1--136,8
2823,1--138,149
2823,1--78353,1
2824,0--7100,3
2825,1--84472,1
2826,1--351,1
2826,1--138,1
2827,0--8153,3
2827,0--415,11
2828,0--8153,2
2828,1--4822,1
2828,0--429,2
2828,0--367,2
2828,1--138,34
2828,1--351,5
2828,1--4724,5
2828,1--317,7
2828,1--315,8
2828,0--415,10
2829,0--415,1
2830,0--7494,1
2830,0--415,1
2831,1--351,1
2832,1--138,1
2833,88--7498,1
2834,1--4422,1
2834,0--8108,1
2835,0--8381,1
2835,0--8476,1
2835,0--8108,1
2835,1--4422,15
2835,0--7425,1
2835,1--56699,2
2836,1--4758,1
2837,1--78348,4
2837,1--78660,2
2838,1--78660,1
2839,1--59077,1
2840,1--4422,1
2840,1--60709,1
2841,1--4616,1
2842,1--4985,1
2843,1--910350,1
2844,1--84246,1
2845,1--905686,1
2846,0--88092,1
2847,1--4923,1
2848,1--84755,1
2848,1--84973,5
2848,1--78262,5
2848,1--78801,1
2849,1--5238,1
2849,1--7909,1
2850,0--7624,1
2851,1--84973,1
2852,0--9855748,1
2853,1--56138,1
2853,0--7624,1
2854,1--56138,1
2855,0--8462,1
2856,0--87154,2
2856,1--61044,1
2857,5--200,1
2858,0--8135,4
2859,1--84975,2
2860,0--665,1
2861,0--85150,1
2862,0--665,1
2863,0--665,1
2864,0--573,1
2865,1--5375,1
2866,0--665,1
2867,0--9916559,1
2868,0--665,1
2869,0--87728,1
2870,1--62250,1
2871,1--61651,1
2872,1--5063,3
2872,1--4462,9
2872,1--84787,1
2872,1--84860,1
2872,1--4739,7
2872,1--4129,2
2872,0--7619,2
2872,1--84920,2
2872,1--4522,5
2872,1--4833,7
2872,0--8039,7
2873,1--4664,1
2874,1--4462,1
2875,0--8039,6
2876,1--4462,1
2877,1--5063,1
2877,0--7619,1
2877,1--4833,4
2877,0--8039,5
2878,1--4833,3
2879,93--85985,1
2880,1--4739,3
2880,1--5264,2
2881,1--4522,1
2882,0--7531,2
2882,1--78541,1
2883,1--944697,1
2884,0--438,2
2884,0--355,1
2885,0--9825303,1
2886,0--917617,1
2887,0--89356,1
2887,1--68217,1
2887,1--58765,1
2888,1--68067,1
2889,0--9787704,1
2890,0--13,5
2890,0--7686,1
2891,0--692,1
2892,0--573,10
2893,0--15,1
2893,0--547,1
2894,1--4841,1
2895,1--4351,3
2896,1--932589,1
2897,0--9882899,1
2898,0--911794,1
2899,1--62959,1
2899,1--55544,2
2899,1--60764,1
2900,1--55544,1
2901,1--937846,1
2902,1--63217,1
2903,0--9666395,1
2904,0--7216,1
2904,0--7020,2
2905,0--323,1
2906,1--61121,1
2907,0--939798,1
2908,1--58983,1
2909,0--8108,4
2910,0--8108,3
2911,1--4617,1
2912,1--910949,1
2913,0--340,1
2913,1--4736,1
2914,0--7643,7
2915,0--88740,1
2916,0--7643,5
2917,0--7643,4
2918,0--02,1
2919,0--88019,1
2920,0--8052,2
2921,1--4649,2
2922,1--4649,2
2923,0--403,1
2924,1--4649,23
2925,1--4071,7
2925,0--590,24
2925,0--531,2
2925,1--338,29
2925,0--516,1
2925,0--545,41
2925,0--439,33
2926,0--590,2
2927,1--4431,3
2928,1--4431,2
2929,1--4071,2
2930,0--606,2
2930,0--590,7
2930,1--338,22
2930,0--545,21
2930,0--439,5
2931,1--910173,1
2932,1--4071,1
2932,1--338,3
2932,0--545,3
2932,0--590,1
2933,0--439,1
2934,0--439,2
2935,0--439,1
2936,0--933452,1
2937,1--870268,1
2938,0--8388,1
2939,0--385,1
2939,0--399,1
2940,0--8314,1
2941,0--334,5
2942,0--916809,1
2943,0--7011,1
2944,0--902054,1
2945,0--9832570,1
2946,1--4165,1
2946,1--5011,3
2946,0--684,7
2946,0--304,1
2946,1--4767,1
2947,0--684,1
2948,1--59771,1
2949,1--84832,1
2950,1--78383,1
2950,1--78346,1
2951,1--906497,1
2951,0--85742,1
2952,1--58005,2
2953,1--78221,1
2953,1--84448,1
2954,1--56975,1
2955,0--436,2
2956,0--933256,1
2957,0--9991935,1
2958,1--85648,1
2959,0--88908,1
2959,1--77040,1
2960,0--9601926,1
2961,0--9928756,1
2962,0--912832,1
2963,94--6300,1
2963,94--6209,1
2964,0--906026,1
2965,1--84765,1
2966,0--9859468,1
2967,1--62692,3
2968,1--62692,1
2969,0--7278,17
2970,0--7278,4
2971,0--7278,1
2972,0--9979518,2
2973,1--4226,1
2974,1--60908,1
2974,1--62972,1
2975,1--61180,1
2976,1--912091,1
2977,1--63152,1
2978,1--84861,1
2979,1--304,2
2979,1--312,2
2980,0--7220,1
2981,1--4258,2
2982,1--63409,1
2983,1--62836,1
2984,1--57335,1
2985,0--87857,1
2986,1--934087,1
2987,1--938835,2
2987,1--935476,1
2988,0--451,6
2989,0--451,1
2990,0--373,5
2991,0--373,4
2992,1--900971,1
2993,0--663,1
2994,0--382,1
2995,1--68412,1
2996,1--5346,1
2997,0--9960479,1
2998,1--945509,1
2999,0--9624945,1
3000,0--7432,9
3000,1--4165,1
3000,1--4711,5
3000,0--684,10
3000,0--671,14
3000,1--5011,5
3000,1--64385,1
3000,1--4767,3
3001,1--4424,3
3001,0--689,2
3001,1--4169,2
3002,0--689,1
3002,1--4424,1
3003,1--4711,1
3003,1--4767,1
3003,1--5011,3
3004,1--4516,1
3004,1--4711,1
3004,1--5011,1
3004,0--684,1
3005,1--4424,1
3006,1--4424,3
3006,1--4814,1
3006,1--4169,2
3006,1--4155,1
3007,1--5344,1
3008,1--4424,1
3009,1--4767,1
3010,1--61634,1
3011,1--4641,1
3012,0--85701,1
3013,0--89193,1
3014,1--880589,1
3015,1--63220,1
3016,1--4507,1
3017,1--62636,1
3017,1--5107,2
3017,1--63450,2
3017,1--62087,2
3017,1--63220,1
3018,1--942316,1
3019,1--61711,3
3020,1--61711,2
3021,1--61711,1
3021,1--63091,1
3022,1--58536,2
3023,0--14,1
3024,0--14,1
3025,1--59920,1
3025,1--62588,1
3026,1--4660,1
3027,0--8317,1
3028,1--58834,2
3029,0--295,1
3030,1--940586,1
3031,954--384,1
3032,1--908410,1
3033,0--8348,1
3034,1--908030,1
3035,1--61197,1
3036,0--87335,2
3037,0--7680,1
3038,1--887483,1
3039,1--61695,1
3039,1--64129,1
3040,0--89118,2
3041,0--89118,1
3042,1--78108,1
3043,1--943874,1
3044,1--943451,1
3045,1--4926,1
3046,1--4926,1
3047,0--89608,1
3048,0--324,6
3049,0--324,1
3050,0--89308,2
3051,0--8093,2
3052,1--78019,1
3053,0--285,2
3054,0--945936,1
3055,1--940716,1
3056,0--451,1
3056,0--14,4
3057,1--61232,1
3058,0--87111,1
3059,0--345,1
3060,1--5419,1
3061,1--889793,1
3062,0--7221,5
3062,0--7515,8
3063,0--351,1
3063,0--7221,2
3064,0--922003,1
3065,0--8194,10
3065,1--5106,2
3065,1--62841,5
3066,0--8194,1
3066,1--5106,1
3066,1--62841,1
3067,0--89252,1
3068,0--8007,1
3069,1--4549,1
3070,0--415,1
3071,1--61321,1
3072,1--61479,1
3072,1--59961,2
3073,1--5119,1
3074,1--4939,8
3074,1--4471,4
3074,4--431,1
3074,0--8176,1
3074,90--481,2
3074,3--211,1
3074,3--540,17
3074,3--662,1
3074,1--4614,9
3074,3--642,5
3074,94--007,4
3074,81--322,2
3074,0--387,21
3074,1--4419,2
3074,1--85233,1
3074,3--319,12
3074,1--4899,2
3075,3--319,1
3075,981--10,1
3076,0--8261,2
3077,0--8261,5
3078,0--8261,2
3079,3--319,1
3080,0--387,9
3080,1--4471,1
3081,1--250,6
3081,0--312,1
3082,1--250,1
3083,1--910931,1
3084,0--9825768,1
3085,1--58731,2
3086,1--55862,1
3087,0--312,33
3088,1--250,7
3088,0--312,6
3088,1--137,1
3089,0--312,1
3090,1--250,6
3090,0--312,12
3091,1--250,5
3091,0--312,13
3091,1--4668,4
3091,1--4299,1
3092,1--250,1
3093,0--913836,2
3094,0--8117,1
3095,0--9702527,1
3096,1--4944,1
3097,0--87392,1
3098,0--8047,1
3099,0--8047,12
3100,0--8047,1
3101,0--7487,1
3102,1--59572,2
3103,0--9643555,1
3104,1--891855,1
3105,1--932799,1
3106,1--5196,1
3107,0--7653,1
3108,1--60977,1
3108,1--62558,1
3109,0--86526,1
3110,1--4384,8
3111,0--8114,3
3112,0--8128,4
3113,0--9996484,1
3114,1--57110,1
3115,1--62288,1
3116,0--935821,1
3117,1--4549,7
3117,1--4027,6
3118,0--9766372,1
3119,1--4549,4
3120,0--9931977,1
3121,0--8069,2
3121,1--4027,3
3122,0--8069,1
3122,0--7063,1
3123,1--4549,2
3124,1--4027,2
3125,1--4351,1
3125,1--4549,1
3125,1--4027,1
3126,0--420,2
3127,0--420,1
3128,1--4965,2
3129,1--61172,1
3130,0--913276,2
3131,1--60342,1
3132,1--62516,1
3133,0--9741028,1
3134,1--84715,2
3135,0--615,1
3136,1--5439,1
3137,0--7944,1
3138,0--942949,1
3139,1--387,1
3140,0--9963410,1
3140,1--938978,1
3141,0--9623114,1
3142,1--938545,1
3143,0--88312,1
3144,1--84953,1
3144,1--4237,1
3145,0--85765,1
3146,1--902741,1
3147,1--60988,1
3148,0--9622279,1
3149,1--62006,1
3150,0--665,2
3151,1--4384,1
3152,0--13,1
3153,1--4384,1
3154,1--5321,1
3155,0--9831411,1
3156,1--78284,2
3157,1--7187,1
3158,0--404,1
3159,0--421,1
3159,0--414,3
3160,0--414,1
3161,1--4924,1
3162,1--59955,1
3162,1--4621,1
3162,1--58173,1
3163,1--934041,1
3164,0--87398,1
3165,1--119,1
3166,0--9856030,1
3167,1--304,1
3168,0--907791,1
3169,0--12,1
3170,1--68286,1
3171,0--692,1
3172,1--4411,1
3172,0--567,11
3173,0--8125,1
3174,0--665,2
3175,1--4849,1
3176,0--690,1
3176,0--665,1
3177,1--60738,1
3178,1--940456,1
3179,1--85566,1
3180,1--5051,1
3181,0--426,1
3182,0--8008,3
3183,0--8008,1
3184,0--89852,3
3185,0--399,1
3186,0--615,1
3187,1--61765,1
3188,1--84976,1
3189,1--61566,2
3190,1--61566,1
3191,1--4822,7
3191,0--429,5
3191,1--351,8
3191,0--203,5
3191,0--415,13
3192,0--203,4
3193,1--138,1
3194,1--58979,1
3195,0--340,1
3196,1--55734,1
3196,1--4258,1
3196,0--7439,1
3197,1--4206,1
3198,0--8077,3
3199,0--8077,4
3200,0--8077,2
3201,0--8077,1
3202,0--9614574,1
3203,0--9640740,1
3204,1--4822,1
3205,1--4758,1
3206,0--906953,1
3207,1--84583,1
3208,0--7636,1
3208,1--4965,1
3209,1--4399,5
3209,0--87722,1
3210,0--89815,1
3211,0--9822695,1
3212,0--692,1
3213,3--96171,2
3213,3--8327,1
3214,3--96171,1
3215,1--62349,1
3216,0--904047,1
3217,1--930789,1
3218,0--500,21
3219,0--500,3
3220,1--944602,1
3221,1--315,1
3222,1--55936,2
3223,1--946020,1
3224,1--890348,1
3225,0--8356,1
3226,1--4838,1
3227,1--910198,1
3228,1--4778,1
3229,1--250,4
3229,1--4668,1
3230,1--250,3
3231,0--9963884,1
3232,0--7277,1
3233,0--7180,1
3234,0--7277,2
3235,0--314,1
3236,1--59413,1
3237,0--414,1
3238,0--324,3
3239,0--534,1
3239,0--495,1
3240,0--314,1
3241,0--9857947,1
3242,1--4711,1
3242,1--4084,3
3242,1--4104,21
3243,0--7862,6
3243,0--89621,3
3243,1--4328,3
3243,1--4104,19
3244,1--4104,1
3244,1--4328,1
3245,1--84782,3
3245,0--7089,33
3245,1--84395,1
3245,1--4448,17
3246,1--4448,1
3247,0--00,1
3247,0--7225,1
3248,1--5087,1
3249,0--517,1
3249,1--4000,1
3250,1--56025,1
3251,1--78325,1
3252,1--68010,2
3253,0--9935471,1
3254,0--943920,1
3255,1--61893,1
3256,1--61893,1
3257,0--8487,1
3257,1--68330,1
3258,0--8094,2
3259,0--665,1
3260,0--8129,1
3261,0--8050,1
3262,0--9929309,1
3263,1--906994,1
3264,1--78909,1
3265,0--9766405,1
3266,1--59264,1
3267,0--9908741,1
3268,1--59961,1
3268,1--59182,2
3268,1--59816,1
3268,0--06,1
3269,1--63215,1
3270,0--312,1
3270,0--7653,4
3270,0--8125,1
3271,1--905968,1
3272,0--7180,1
3273,1--5370,1
3274,1--60309,2
3275,1--60309,1
3276,0--7653,10
3276,0--8125,11
3277,0--312,1
3278,1--4668,1
3279,1--4299,1
3280,1--891662,1
3281,1--4711,1
3281,0--7432,2
3282,1--4391,1
3283,1--878461,1
3284,1--61811,1
3285,1--926890,1
3286,0--943955,1
3287,1--4269,1
3288,1--4669,1
3289,0--692,1
3290,3--03785,1
3291,0--7658,2
3292,0--7658,1
3292,1--4128,3
