"Publisher","ID","ISBN","group","walktrap","louvain","infomap"
"candlewick press",904885540,"0--7636",507,17,1766,126
"candlewick press",880941260,"0--7636",507,17,1766,126
"candlewick press",247090877,"0--329",507,17,1766,126
"candlewick press",1020432507,"0--7636",507,17,1766,126
"candlewick press",869773346,"0--7636",507,17,1766,126
"candlewick press",550539706,"0--7636",507,17,1766,126
"candlewick press",1037503660,"0--7636",507,17,1766,126
"candlewick press",889164118,"0--7636",507,17,1766,126
"candlewick press",1023817181,"0--7636",507,17,1766,126
"candlewick press",1001302172,"0--7636",507,17,1766,126
"candlewick press",71518555,"0--7636",507,17,1766,126
"candr press",902860699,"1--936196",508,1150,336,1406
"cangrejo editores",948099980,"958--8296",509,1148,337,1407
"canongate",56637970,"1--84195",510,1144,338,1408
"canongate",263025737,"1--84195",510,1144,338,1408
"cantata learning",1066144538,"1--68410",511,1136,339,1409
"canterbury press",913774948,"1--84825",512,1134,340,1410
"cape",466640677,"0--224",513,149,884,216
"capstone",1078526355,"1--9771",514,21,341,56
"capstone",1020413950,"1--4846",514,21,341,56
"capstone books",1023734090,"0--7368",515,1129,342,669
"capstone books",1023777098,"0--7368",515,1129,342,669
"capstone press",299151299,"1--4296",516,1139,343,670
"capstone young readers",1027954970,"1--68436",517,1122,344,671
"cardinal house publishing",1019825089,"0--9826472",518,1120,345,1411
"career press inc",931004606,"1--60163",519,1117,346,1412
"career pub",11379724,"0--911744",520,1118,347,672
"carl clegg",884265337,"1--300",521,373,348,418
"carleton",77434919,"0--665",522,3,1166,4
"carlton",554906656,"1--85868",523,1109,349,1413
"carlton books",881065632,"1--78097",524,135,350,195
"carlton books limited",1057622850,"1--78312",525,135,350,195
"carlton books limited",827258577,"1--78097",525,135,350,195
"carnegie mellon university press",15810058,"0--915604",526,1100,351,673
"carol pub group",29867301,"0--8065",527,74,352,84
"carol pub group",31097076,"0--8184",527,74,352,84
"carolina academic press",1037639526,"0--89089",528,204,353,233
"carolina academic press",237144500,"0--89089",528,204,353,233
"carolina academic press",867614908,"1--61163",528,204,353,233
"carolina academic press",1037768386,"1--59460",528,204,353,233
"carpet bombing culture",1000133663,"1--908211",529,1085,354,674
"carroll and graf",12985499,"0--88184",530,19,1798,169
"carroll and graf",12856263,"0--88184",530,19,1798,169
"carroll and graf",54026516,"0--7867",530,19,1798,169
"carroll and graf pub",19947457,"0--88184",531,19,1798,169
"carroll and graf publishers",20821461,"0--88184",532,19,1798,169
"carson dellosa publishing company",869477726,"1--62442",533,1070,355,1414
"cascade books",960838329,"1--4982",534,63,356,54
"cascade books",1076805193,"1--5326",534,63,356,54
"cascade books",1027309622,"1--5326",534,63,356,54
"casemate",880792335,"1--61200",535,37,357,507
"casemate publishers",1052514582,"1--61200",536,37,357,507
"casemate publishers",1030906094,"1--78570",536,37,357,507
"casemate publishers",965127196,"1--61200",536,37,357,507
"casemate publishers",1004401222,"1--61200",536,37,357,507
"cassava republic press",947284539,"1--911115",537,1050,358,675
"cassell",492971936,"0--304",538,137,692,222
"cassell illustrated",1085346072,"1--78840",539,1046,359,676
"castillo",868179388,"607--463",540,1040,360,1415
"cathay books",11491939,"0--86178",541,1041,361,1416
"catholic university of america",903972479,"0--8132",542,265,362,486
"catholic university of america press",1081275101,"0--8132",543,265,362,486
"catholic university of america press",904313859,"0--8132",543,265,362,486
"catholic university of america press",490790089,"0--8132",543,265,362,486
"catholic university of america press",612377343,"0--8132",543,265,362,486
"catholic university of america press",904313950,"0--8132",543,265,362,486
"cato institute",1011785198,"0--932790",544,1028,363,677
"cavendish square",956747680,"1--5026",545,146,364,261
"cavendish square",956693853,"1--5026",545,146,364,261
"cavendish square",856861341,"1--62712",545,146,364,261
"cavendish square publishing",1038024794,"1--5026",546,146,364,261
"cayman isle entertainment ltd",29072731,"0--944052",547,1017,365,678
"cca wattis institute for contemporary arts",1044841346,"0--9849609",548,1023,366,1417
"cda collaborative learning projects",1014477147,"0--9882544",549,1396,367,1418
"celestial arts",25993747,"0--89087",550,1013,368,679
"cemetery dance publications",1017569266,"1--58767",551,1006,369,1419
"cengage",1035017135,"1--337",552,6,1168,31
"cengage",1008922145,"1--337",552,6,1168,31
"cengage learning",914290543,"1--285",553,6,1168,31
"cengage learning",904723194,"1--285",553,6,1168,31
"cengage learning",883845578,"1--111",553,6,1168,31
"cengage learning",910173986,"1--133",553,6,1168,31
"cengage learning",1048632153,"1--337",553,6,1168,31
"cengage learning",828076941,"1--285",553,6,1168,31
"cengage learning",1021066491,"1--305",553,6,1168,31
"cengage learning",1015526594,"1--337",553,6,1168,31
"cengage learning",1090864339,"1--337",553,6,1168,31
"cengage learning",962262326,"1--285",553,6,1168,31
"cengage learning",954289809,"1--285",553,6,1168,31
"cengage learning",910413677,"1--305",553,6,1168,31
"cengage learning",880439097,"1--305",553,6,1168,31
"cengage learning",1023072083,"1--305",553,6,1168,31
"cengage learning",965353835,"1--4737",553,6,1168,31
"cengage learning",942841076,"1--305",553,6,1168,31
"cengage learning",864087278,"1--285",553,6,1168,31
"cengage learning",880439703,"1--305",553,6,1168,31
"cengage learning",919206192,"1--305",553,6,1168,31
"cengage learning",957142835,"1--305",553,6,1168,31
"cengage learning",1054385576,"1--4354",553,6,1168,31
"cengage learning australia",946517952,"0--17",554,364,370,316
"cengage learning ptr",904260872,"1--305",555,6,1168,31
"center for albanian studies",858660068,"0--9546041",556,983,371,1420
"center for art in wood",1056192616,"0--9729943",557,982,372,1421
"center for civil war photography",212781859,"0--9785508",558,978,373,1422
"center for process analytical chemistry",918947379,"1--61782",559,12,374,274
"center for science and international affairs",1057705441,"0--8191",560,17,799,28
"center for strategic and international studies",879486941,"1--4422",561,13,65,32
"center for strategic and international studies",929015273,"1--4422",561,13,65,32
"center for strategic and international studies",893200876,"1--4422",561,13,65,32
"center for strategic and international studies",904576085,"1--4422",561,13,65,32
"center point",556454624,"1--58547",562,972,375,1423
"center point large print",848268226,"1--61173",563,91,376,103
"center point large print",910239395,"1--62899",563,91,376,103
"center point large print",961484715,"1--68324",563,91,376,103
"center point large print",1020431595,"1--68324",563,91,376,103
"center point large print",954203841,"1--68324",563,91,376,103
"center point large print",932110043,"1--62899",563,91,376,103
"center point large print",1005161974,"1--62899",563,91,376,103
"center point large print",913901656,"1--62899",563,91,376,103
"center point large print",1003641212,"1--68324",563,91,376,103
"center point large print",1003359355,"1--68324",563,91,376,103
"center point large print",1082544259,"1--64358",563,91,376,103
"center point large print",947041985,"1--68324",563,91,376,103
"center point pub",678685531,"1--60285",564,962,377,1424
"centerpoint publishing",1053923586,"1--61173",565,91,376,103
"century publishing",897474492,"0--941846",566,959,378,680
"chalice press",912320842,"0--8272",567,952,379,681
"chambers and partners legal publishers",881022272,"0--85514",568,946,380,682
"chancellor press",781207376,"1--85152",569,950,381,683
"chandos publishing",874158155,"1--78063",570,412,382,478
"chandos publishing",874154832,"1--78063",570,412,382,478
"chandos publishing",936081417,"1--84334",570,412,382,478
"channel view publ",867403147,"1--84541",571,413,383,317
"channel view publications",855977568,"1--84541",572,413,383,317
"chapman",1029095419,"0--225",573,929,384,1425
"chapman and hall",299843693,"0--412",574,89,385,102
"chapman and hall",903328412,"0--412",574,89,385,102
"chapman and hall",263619561,"0--412",574,89,385,102
"chapman and hall",1097147207,"94--009",574,89,385,102
"chapman and hall",493143764,"0--412",574,89,385,102
"chardonian press",1005992718,"0--9897432",575,918,386,541
"charles henderson norman",959499060,"1--5005",576,62,462,26
"charles scribner's sons",7329281,"0--684",488,26,324,4
"charlesbridge",926906074,"1--58089",577,17,1766,531
"charlesbridge",1035373249,"1--58089",577,17,1766,531
"charnwood",11696895,"0--7089",578,164,665,24
"charnwood",221487262,"0--7089",578,164,665,24
"charnwood",753716653,"1--4448",578,164,665,24
"charnwood",35855341,"0--7089",578,164,665,24
"charnwood",78890830,"0--7089",578,164,665,24
"charnwood",9147716,"0--7089",578,164,665,24
"charnwood",696100567,"1--4448",578,164,665,24
"chartwell",55492692,"0--7858",579,415,387,501
"chatham bookseller",2081965,"0--911860",580,899,388,1426
"chatto and windus",492152506,"0--7011",581,896,389,684
"chatto and windus",6350596,"0--7011",581,896,389,684
"checkerboard library",1005342806,"1--5321",582,46,1766,60
"chelsea green pub co",61744290,"1--85623",583,894,390,1427
"chelsea house",936766107,"1--4381",584,104,391,149
"chelsea house publishers",41096095,"0--7910",585,104,391,149
"chelsea house publishers",225033450,"1--4381",585,104,391,149
"chemical industry press",960238304,"0--12",586,30,573,36
"cherry lake publishing",943683675,"1--63471",587,249,392,419
"cherry lake publishing",1043521692,"1--62431",587,249,392,419
"cherrytree",663898788,"1--84234",588,417,393,420
"cherrytree books",416038887,"1--84234",589,417,393,420
"cheryl murnane publishing",935809747,"0--9903862",590,882,394,1428
"chicago review press",765499387,"1--56976",591,879,395,685
"chicago review press incorporated",1079439798,"1--61373",592,880,396,686
"chicago science group",729600568,"1--59192",593,883,397,1429
"chicken soup for the soul publishing llc",929897401,"1--61159",594,875,398,687
"child's play",262432535,"1--84643",595,874,399,1430
"child's play",690031078,"1--84643",595,874,399,1430
"child's world",1096302694,"1--5038",596,189,400,131
"child's world",54460563,"1--59296",596,189,400,131
"child's world",24506917,"0--913778",596,189,400,131
"child's world",567188681,"1--60253",596,189,400,131
"child's world",941875232,"1--5038",596,189,400,131
"children's book press",77767059,"0--89239",597,419,401,421
"children's book press",892658868,"0--89239",597,419,401,421
"childrens press",38996638,"0--516",598,860,402,1431
"childrens press",33937063,"0--516",598,860,402,1431
"childrens press",14708800,"0--516",598,860,402,1431
"childrens press",34016587,"0--516",598,860,402,1431
"chivers",624438114,"0--86220",599,33,1084,27
"chivers",13984077,"0--7451",599,33,1084,27
"chivers",48609584,"0--7540",599,33,1084,27
"chivers pr",8156009,"0--85119",600,33,1084,27
"chivers press",10045756,"0--85119",600,33,1084,27
"chivers press",15790312,"0--7451",600,33,1084,27
"chivers press",18441352,"0--7451",600,33,1084,27
"chivers press",613979766,"1--4056",600,33,1084,27
"chivers press",7924614,"0--89340",600,33,1084,27
"chivers press",35832744,"0--07",600,33,1084,27
"chivers press",38927194,"0--7540",600,33,1084,27
"chivers press",33989210,"0--7451",600,33,1084,27
"chivers press",9600030,"0--85119",600,33,1084,27
"chivers press",14242397,"1--55504",600,33,1084,27
"chivers press",10328857,"0--85046",600,33,1084,27
"chivers press",17618943,"1--55504",600,33,1084,27
"chivers press",16132012,"1--55504",600,33,1084,27
"chivers press",663951744,"0--7451",600,33,1084,27
"chivers press",15251566,"0--7451",600,33,1084,27
"chivers press",38137520,"0--7540",600,33,1084,27
"chivers press",14903834,"1--55504",600,33,1084,27
"chivers press",18715423,"1--55504",600,33,1084,27
"chivers press",13861654,"1--55504",600,33,1084,27
"chivers press",748294345,"1--55504",600,33,1084,27
"chivers press",9263268,"0--85119",600,33,1084,27
"chivers press",38116037,"0--7451",600,33,1084,27
"chivers press",38726454,"0--7540",600,33,1084,27
"chivers press",9040075,"0--85119",600,33,1084,27
"chivers press",17386105,"0--7451",600,33,1084,27
"chivers press",317622112,"0--7451",600,33,1084,27
"chivers press",154166793,"0--7451",600,33,1084,27
"chivers press",772127450,"0--7927",600,33,1084,27
"chivers press",319935492,"0--7540",600,33,1084,27
"chivers press",318997994,"0--7838",600,33,1084,27
"christina lee and nyrae dawn",1017570672,"1--9763",601,841,403,1432
"christopher publishing house",945461023,"0--8158",602,840,404,1433
"christopher wilkinson",1022846568,"1--5348",603,307,405,346
"chronicle books",28294463,"0--8118",604,838,406,688
"chronicle books llc",1081373817,"1--4521",605,836,407,1434
"chronicle books llc",932302548,"1--4521",605,836,407,1434
"church",4192487,"0--9501803",606,837,408,689
"church of god school of ministry",1083096243,"0--87148",607,233,409,422
"church of scientology of california",857087844,"0--88404",608,832,410,690
"churchill livingstone",892852932,"0--7020",609,162,573,283
"churchill livingstone",490719698,"0--443",609,162,573,283
"churchill livingstone",818329388,"0--443",609,162,573,283
"cico books",1099483630,"1--78249",610,1016,411,1435
"cider mill press book publishers",853310418,"1--60433",611,825,412,1436
"cima",1084626926,"0--85732",612,822,413,691
"cinebook",907689571,"1--84918",613,817,414,692
"cinnamon and sugar press",1004752827,"0--9990688",614,813,415,542
"cisco",57118783,"1--58720",615,1035,416,693
"cistercian publications",20453259,"0--87907",616,10,1000,188
"cistercian publications",869623056,"0--87907",616,10,1000,188
"citadel",62214698,"0--8065",617,74,352,84
"citadel press",22157458,"0--8065",618,74,352,84
"clarendon press",213822329,"0--19",619,96,141,45
"clarendon press",123280281,"0--19",619,96,141,45
"clarendon press",640116739,"0--19",619,96,141,45
"clarendon press",19756911,"0--19",619,96,141,45
"clarendon press",864857117,"0--19",619,96,141,45
"clarendon press",39447214,"0--19",619,96,141,45
"clarendon press",14932001,"0--19",619,96,141,45
"clarendon press",444082558,"0--19",619,96,141,45
"clarendon press",869004321,"0--19",619,96,141,45
"clarendon press",21905316,"0--19",619,96,141,45
"clarendon press",439241304,"0--19",619,96,141,45
"clarendon press",493681846,"0--19",619,96,141,45
"clarendon press",490606522,"0--19",619,96,141,45
"clarendon press",1051565965,"0--19",619,96,141,45
"clarendon press",728834314,"0--19",619,96,141,45
"clarendon press",1080755231,"0--19",619,96,141,45
"clarendon press",397509654,"0--19",619,96,141,45
"clarendon press",43564060,"0--19",619,96,141,45
"clarendon press",394019098,"0--19",619,96,141,45
"clarendon press",817536215,"0--19",619,96,141,45
"clarendon press",39538975,"0--19",619,96,141,45
"clarendon press",495414991,"0--19",619,96,141,45
"clarendon press",16960308,"0--19",619,96,141,45
"clarion books",1011623082,"0--89919",620,17,799,67
"clarion books",889269545,"0--547",620,17,799,67
"clarkson potter",865220872,"1--4000",621,17,430,12
"classic age publishing",1006376956,"0--620",622,788,417,694
"classical comics ltd",893872136,"1--907127",623,782,418,695
"clavis publishing",902657119,"1--60537",624,1079,419,696
"clb pub",33288096,"0--86283",625,778,420,1437
"clc publications",889326729,"1--61958",626,775,421,1438
"clever publishing",1022212388,"1--948418",627,771,422,543
"cliffs notes",704543304,"0--8220",628,4,887,1999
"clio press",1089281328,"1--85109",629,774,423,697
"clipper audio",809461324,"1--4074",630,337,424,318
"clymer publications",24623796,"0--89287",631,430,425,319
"cndp direction de l'e dition",907766851,"2--240",632,766,426,698
"coastal education and research foundation cerf",492234966,"1--891276",633,769,427,699
"cold spring harbor laboratory press",1027144013,"1--62182",634,254,428,320
"cold spring harbor laboratory press",898273149,"1--62182",634,254,428,320
"cold spring harbor laboratory press",908467535,"1--936113",634,254,428,320
"collector books",78903967,"0--89145",635,1128,429,1439
"collector books",47731595,"0--89145",635,1128,429,1439
"collector books",45746931,"0--89145",635,1128,429,1439
"college art association of america",664332760,"1--59740",636,57,1463,22
"collier books",2354239,"0--02",637,17,324,51
"collier books",13580099,"0--02",637,17,324,51
"collier books",53481061,"0--02",637,17,324,51
"collier books",317503581,"0--02",637,17,324,51
"collier books",22621275,"0--02",637,17,324,51
"collier books",3433271,"0--02",637,17,324,51
"collier books",868118,"0--02",637,17,324,51
"collier books",797192819,"0--02",637,17,324,51
"collins",849350639,"0--261",638,17,711,2
"collins",1040691410,"0--00",638,17,711,2
"collins",1040691136,"0--00",638,17,711,2
"collins",234136046,"0--00",638,17,711,2
"collins",439258307,"0--00",638,17,711,2
"collins",606062575,"0--00",638,17,711,2
"collins",61627001,"0--00",638,17,711,2
"collins",15299485,"0--00",638,17,711,2
"collins",415346526,"0--246",638,17,711,2
"collins",1019882042,"0--00",638,17,711,2
"collins and brown",51528144,"1--84340",639,738,431,1440
"collins lifestyle",224739169,"0--380",640,17,711,67
"collusive publishing",1090276076,"0--692",641,61,726,11
"colonial williamsburg",28154426,"0--910412",642,752,432,700
"colour library books ltd",34348575,"1--85833",643,722,433,1441
"columbia university press",816946480,"0--231",644,219,434,256
"columbia university press",609324086,"0--231",644,219,434,256
"columbia university press",1059240112,"0--231",644,219,434,256
"columbia university press",32739577,"0--231",644,219,434,256
"columbian book co",224054730,"0--665",645,3,1166,4
"committee to abolish prison slavery",931654417,"0--910007",646,716,435,1442
"commonwealth agricultural bureaux",6282531,"0--85198",647,715,436,1443
"commonwealth secretariat",1054106208,"1--84859",648,713,437,701
"community affairs legislation committee",1021239186,"1--76010",649,244,438,423
"computer confidence",40599880,"1--57533",650,746,439,1444
"computers and structures",867439248,"0--923907",651,709,440,1445
"conari press",861649244,"1--57324",652,1223,441,702
"concordia publishing house",36440729,"0--570",653,705,442,1446
"conscious discipline",881873578,"1--889609",654,712,443,1447
"constable",908371389,"1--4721",655,702,444,1448
"consultants bureau",868413516,"0--306",656,7,1463,22
"contemporary books",1013318427,"0--8092",657,698,445,703
"content design london",1021824383,"1--5272",658,696,446,1449
"continuum",810931218,"0--8264",659,8,1000,6
"continuum",880458968,"1--4411",659,8,1000,6
"continuum",1076693285,"1--4411",659,8,1000,6
"continuum",880455679,"1--4411",659,8,1000,6
"continuum",781075535,"0--8264",659,8,1000,6
"continuum",443687695,"0--8264",659,8,1000,6
"continuum",758307540,"0--8264",659,8,1000,6
"continuum",880459042,"1--85539",659,8,1000,6
"continuum",37636730,"0--8264",659,8,1000,6
"continuum international publishing",880455836,"1--4411",660,8,1000,6
"continuum international publishing group",822561712,"1--4411",661,8,861,34
"conveyor equipment manufacturers association",748273820,"1--891171",662,676,447,704
"cook ministry resources",44997424,"612--55",663,710,448,705
"copper canyon press",39714822,"1--55659",664,666,449,1450
"corgi",427966330,"0--552",665,177,256,83
"corgi book",6064509,"0--552",666,177,256,83
"corgi books",1028094529,"0--552",667,177,256,83
"corgi books",491517969,"0--552",667,177,256,83
"corgi books",859221603,"0--552",667,177,256,83
"corgi books",899253262,"0--552",667,177,256,83
"cork university press",853495770,"1--78205",668,353,450,321
"cork university press",1049742390,"1--85918",668,353,450,321
"cornell university press",2515346,"0--8014",669,651,451,706
"cornell university press",906969260,"0--8014",669,651,451,706
"cornell university press",847572197,"0--8014",669,651,451,706
"cornell university press",299394705,"0--8014",669,651,451,706
"cornell university press",877692990,"0--8014",669,651,451,706
"cornell university press",964870636,"0--8014",669,651,451,706
"coronet",1030937349,"0--340",670,52,789,39
"coronet",56193774,"0--340",670,52,789,39
"coronet",2543026,"0--340",670,52,789,39
"coronet books",3519207,"0--340",671,52,789,39
"corporate history net",1098198762,"0--9847338",672,641,452,1451
"corsair",765526011,"1--84901",673,634,453,1452
"cortina learning international",54618013,"0--8050",674,94,778,108
"corwin",1040627036,"1--5063",675,163,1477,522
"corwin press",1081305668,"0--8039",676,32,1477,21
"cory thomas hutcheson",911408057,"1--4912",677,36,461,512
"cosimo classics",430944835,"1--60206",678,380,454,424
"cosimo inc",658079300,"1--60206",679,380,454,424
"council for exceptional children",911172127,"0--86586",680,617,455,707
"counterpoint",1022990308,"1--64009",681,110,456,143
"counterpoint",879552980,"1--61902",681,110,456,143
"counterpoint",1057237923,"1--64009",681,110,456,143
"counterpoint",788237030,"1--61902",681,110,456,143
"counterpoint",905488113,"1--61902",681,110,456,143
"counterpoint",430841159,"1--58243",681,110,456,143
"counterpoint",1037810959,"1--64009",681,110,456,143
"countryman press",1099543682,"1--68268",682,1371,457,1453
"course technology",463189980,"1--59863",683,375,458,322
"course technology",300280363,"1--58450",683,375,458,322
"covenant communications",961481480,"1--5244",684,69,459,162
"covenant communications",67696025,"1--59811",684,69,459,162
"covenant communications inc",900446774,"1--68047",685,69,459,162
"covenant communications inc",1047742256,"1--5244",685,69,459,162
"cq press",1097142230,"1--4833",686,32,1477,21
"crabtree publishing",952801191,"1--4271",687,15,676,177
"crabtree publishing",885225396,"1--4271",687,15,676,177
"crabtree publishing company",1007581715,"0--7787",688,15,676,177
"crabtree publishing company",909085558,"0--7787",688,15,676,177
"crabtree publishing company",844726421,"1--4271",688,15,676,177
"crabtree publishing company",898089392,"0--7787",688,15,676,177
"crabtree publishing company",1039442525,"1--4271",688,15,676,177
"crabtree publishing company",227911882,"0--7787",688,15,676,177
"crc",913571780,"1--4200",689,11,1239,41
"crc press",919728367,"1--138",690,11,1239,41
"crc press",1044522179,"1--4987",690,11,1239,41
"crc press",1097142637,"1--4200",690,11,1239,41
"crc press",1029509891,"1--138",690,11,1239,41
"crc press",874155933,"1--84569",690,11,1239,41
"crc press",1097144390,"1--4822",690,11,1239,41
"crc press",1005470388,"1--351",690,11,1239,41
"crc press",1047525419,"1--4987",690,11,1239,41
"crc press",1059017504,"1--4665",690,11,1239,41
"crc press",1097145886,"1--4398",690,11,1239,41
"crc press",1013852698,"1--4987",690,11,1239,41
"crc press",1012848075,"1--351",690,11,1239,41
"crc press",1006336556,"1--4822",690,11,1239,41
"crc press",880455941,"1--317",690,11,1239,41
"crc press",957681483,"1--138",690,11,1239,41
"crc press",1013853838,"1--351",690,11,1239,41
"crc press",491879821,"0--8493",690,11,1239,41
"crc press",5034995,"0--8493",690,11,1239,41
"crc press",1058254020,"1--315",690,11,1239,41
"crc press",1097109435,"1--351",690,11,1239,41
"crc press",1058522552,"1--4987",690,11,1239,41
"crc press",1052116459,"1--4200",690,11,1239,41
"crc press",1047573288,"1--4200",690,11,1239,41
"crc press",896840117,"1--4665",690,11,1239,41
"crc press",1056747487,"1--351",690,11,1239,41
"crc press",1097150440,"1--4987",690,11,1239,41
"crc press",1013347356,"0--8493",690,11,1239,41
"crc press",944381664,"1--4987",690,11,1239,41
"crc press",921831923,"1--4822",690,11,1239,41
"crc press",1058983452,"1--315",690,11,1239,41
"crc press",1082519117,"1--315",690,11,1239,41
"crc press",1097091506,"1--351",690,11,1239,41
"crc press",1058572344,"1--4822",690,11,1239,41
"crc press",301062563,"0--8493",690,11,1239,41
"crc press",1097091309,"1--351",690,11,1239,41
"crc press",1047570274,"1--4987",690,11,1239,41
"crc press",891616588,"1--4665",690,11,1239,41
"crc press",920531281,"1--4987",690,11,1239,41
"crc press",1021371290,"1--315",690,11,1239,41
"crc press",880460449,"1--4665",690,11,1239,41
"crc press",1097141240,"1--351",690,11,1239,41
"crc press",864821493,"1--4665",690,11,1239,41
"crc press llc",933835035,"1--4987",691,11,1239,41
"crc taylor and francis",835371115,"1--4665",692,11,1239,41
"create",807982991,"1--121",693,1492,460,708
"create space independent publishing platform",961353938,"1--5076",694,36,461,10
"createspace",1083892930,"1--5214",695,62,462,26
"createspace",1054910585,"1--4750",695,62,462,26
"createspace",1062334398,"1--5005",695,62,462,26
"createspace",1090896289,"1--4774",695,62,462,26
"createspace",885118400,"1--4819",695,62,462,26
"createspace",868241628,"1--4839",695,62,462,26
"createspace",868021486,"1--4942",695,62,462,26
"createspace",907647178,"1--4947",695,62,462,26
"createspace",1027498129,"1--4935",695,62,462,26
"createspace",1050166946,"1--5371",695,62,462,26
"createspace",870338529,"1--4679",695,62,462,26
"createspace independent publishing",1028639069,"1--5446",696,210,463,234
"createspace independent publishing",1035384727,"1--5373",696,210,463,234
"createspace independent publishing",1015973934,"1--5088",696,210,463,234
"createspace independent publishing platform",907385187,"1--5056",694,36,461,10
"createspace independent publishing platform",864446301,"0--9888542",694,36,461,10
"createspace independent publishing platform",897915709,"1--4937",694,36,461,10
"createspace independent publishing platform",965296252,"1--5303",694,36,461,10
"createspace independent publishing platform",933429623,"1--5031",694,36,461,10
"createspace independent publishing platform",903704268,"1--4953",694,36,461,10
"createspace independent publishing platform",1001283111,"1--5173",694,36,461,10
"createspace independent publishing platform",897838005,"1--4905",694,36,461,10
"createspace independent publishing platform",1002218273,"1--5227",694,36,461,10
"createspace independent publishing platform",896824269,"1--5007",694,36,461,10
"createspace independent publishing platform",966695403,"1--5309",694,36,461,10
"createspace independent publishing platform",1038169291,"1--9795",694,36,461,10
"createspace independent publishing platform",880567736,"1--4953",694,36,461,10
"createspace independent publishing platform",947699795,"1--5169",694,36,461,10
"createspace independent publishing platform",1043950391,"1--4910",694,36,461,10
"createspace independent publishing platform",869292958,"1--4825",694,36,461,10
"createspace independent publishing platform",946732368,"1--4810",694,36,461,10
"createspace independent publishing platform",869932908,"1--4936",694,36,461,10
"createspace independent publishing platform",1020498134,"1--9764",694,36,461,10
"createspace independent publishing platform",1001439145,"1--5396",694,36,461,10
"createspace independent publishing platform",1009089436,"1--4912",694,36,461,10
"creative education and creative paperbacks",1000049596,"1--62832",697,431,464,323
"creative enterprises",43793838,"1--880675",698,453,465,709
"crescent books",32194493,"0--517",699,175,430,97
"crestline",1044719435,"0--7858",700,415,387,501
"crestline",671710719,"0--7858",700,415,387,501
"crimson romance",890204440,"1--4405",701,327,33,304
"critical documents",894917867,"0--9791412",702,508,466,1454
"critical thinking co",827787089,"1--60144",703,1878,467,1455
"crooked lane books",954161330,"1--62953",704,31,935,47
"cross river press",27142328,"1--55859",705,293,15,324
"crossing press",1049722186,"0--89594",706,1871,468,1456
"crossroad",46439400,"0--8245",707,294,469,297
"crossroad",869158758,"0--8245",707,294,469,297
"crossroad publishing company",951963966,"0--8245",708,294,469,297
"crossway books",913797977,"1--4335",709,1859,470,710
"crowell",7626329,"0--690",710,17,711,1981
"crown",1074032691,"1--5247",711,175,430,97
"crown",1001825991,"0--517",711,175,430,97
"crown business",898028230,"0--385",712,17,430,59
"crown forum",818450338,"0--307",713,17,430,58
"crown publishers",695424140,"0--307",714,17,430,58
"crows nest publishing",898881156,"0--9904151",715,1837,471,1457
"crude detective",883559808,"1--4974",716,303,472,425
"crude detective publishing",931714433,"1--5168",717,301,473,426
"csa press",8067053,"0--87707",718,1832,474,711
"csiro marine research",224345506,"1--876996",719,1822,475,1458
"csis center for strategic and international studies",935898553,"1--4422",720,13,65,32
"csli publications",690590640,"1--57586",721,1815,476,1459
"csli publications",491203306,"1--57586",721,1815,476,1459
"csli publications",451532581,"1--57586",721,1815,476,1459
"curbside splendor publishing inc",920019030,"1--940430",722,1810,477,712
"curious fox",1013516055,"1--78202",723,1809,478,713
"curran associates inc",1040499202,"1--5108",724,12,374,274
"curran associates inc",906583374,"1--61782",724,12,374,274
"d appleton",427395972,"0--665",726,3,1166,4
"d c cook pub co",33970510,"0--89191",731,1783,481,715
"d fickling",815840527,"0--385",727,17,430,59
"d mckay",7610696,"0--679",728,17,430,12
"d reidel publishing company",1058567714,"94--009",729,89,385,102
"d reidel publishing company",1058501793,"94--009",729,89,385,102
"d s brewer",647774391,"1--84615",732,310,286,416
"d street books",889270691,"1--4956",725,1806,479,714
"d van nostrand company",910521851,"0--442",730,440,480,427
"da capo lifelong",1085360577,"0--7382",733,57,1463,521
"da capo press",648021042,"1--59740",734,57,1463,22
"da capo press",78795458,"0--7382",734,57,1463,22
"da capo press",220230725,"0--306",734,57,1463,22
"da capo press",426150325,"0--306",734,57,1463,22
"da capo press",1049938691,"0--306",734,57,1463,22
"da capo press",18013806,"0--306",734,57,1463,22
"da capo press",954525226,"0--306",734,57,1463,22
"daisy i",1007886840,"0--9927318",735,1818,482,716
"dales large print books",36302627,"1--85389",736,106,1047,156
"dalmatian press",54816961,"1--4037",737,1762,483,1460
"dar al taqwa ltd",646590217,"1--870582",738,1759,484,1461
"darby creek",889221053,"0--7613",739,445,485,325
"dark horse",17036279,"0--937762",740,1753,486,717
"dark horse manga",966429536,"1--5067",741,1755,487,1462
"darrell king",1020498653,"1--9797",742,1847,488,1463
"dartmouth college press",1049760285,"1--58465",743,316,489,428
"dave burgess consulting inc",945368965,"0--9861555",744,1741,490,718
"david and charles",896849328,"1--4463",745,1737,491,719
"david fickling",861959663,"1--84992",727,17,430,59
"david fickling books",928737059,"1--910200",746,1734,492,720
"david fulton publishers",609561844,"1--85346",747,1735,493,1464
"david guenther",1057553626,"1--9833",748,306,494,326
"david mckay",2634816,"0--679",728,17,430,12
"david r godine",762830271,"1--56792",749,1731,495,721
"david zwirner books",1014342393,"1--941701",750,1729,496,722
"daw books",149008970,"0--7564",751,317,497,327
