"Publisher","ID","ISBN","group","walktrap","louvain","infomap"
"university of toronto press",1088716687,"1--4426",2767,504,1732,396
"university of toronto press",1047953243,"1--4426",2767,504,1732,396
"university of toronto press",1055594601,"1--4426",2767,504,1732,396
"university of toronto press",1082704585,"1--4426",2767,504,1732,396
"university of toronto press",1055593868,"1--4426",2767,504,1732,396
"university of toronto press",1097159838,"1--4426",2767,504,1732,396
"university of toronto press",1082691045,"1--4426",2767,504,1732,396
"university of toyota",1012945192,"0--9741923",2768,427,1733,1231
"university of virginia press",801004834,"0--8139",2769,499,1734,1232
"university of washington press",1018001049,"0--295",2770,1556,1735,1907
"university of washington press",904315300,"0--295",2770,1556,1735,1907
"university of wisconsin press",884232174,"0--299",2771,498,430,1980
"university of wisconsin press",934910576,"0--299",2771,498,430,1980
"university of wisconsin press",900265181,"0--299",2771,498,430,1980
"university of wisconsin press",876370909,"0--299",2771,498,430,1980
"university of wisconsin press",933279286,"0--299",2771,498,430,1980
"university press",11257026,"0--520",2772,17,374,29
"university press",858186266,"0--521",2772,17,374,29
"university press",6778273,"0--521",2772,17,374,29
"university press",911001927,"1--107",2772,17,374,29
"university press of america",966446596,"0--7618",2773,12,1736,289
"university press of america",1013261630,"0--7618",2773,12,1736,289
"university press of america",924293819,"0--7618",2773,12,1736,289
"university press of america inc",903675221,"0--7618",2774,248,1736,289
"university press of colorado",1097138028,"0--87081",2775,248,1737,397
"university press of colorado",847837218,"1--60732",2775,248,1737,397
"university press of colorado",927445354,"0--87081",2775,248,1737,397
"university press of colorado",912317934,"1--60732",2775,248,1737,397
"university press of florida",145569786,"0--8130",2776,253,1738,1233
"university press of florida",860982811,"0--8130",2776,253,1738,1233
"university press of florida",953967870,"0--8130",2776,253,1738,1233
"university press of kansas",1097103122,"0--7006",2777,495,1739,1908
"university press of kentucky",903955493,"0--8131",2778,494,1717,398
"university press of kentucky",903955512,"0--8131",2778,494,1717,398
"university press of kentucky",903959582,"0--8131",2778,494,1717,398
"university press of mississippi",643086685,"1--60473",2779,243,1740,1234
"university publications of america",829881916,"0--89093",2780,502,1741,1235
"university publications of america",20491838,"0--89093",2780,502,1741,1235
"univocal",877365246,"1--937561",2781,512,1742,1909
"unwin hyman",1055437214,"0--04",2782,492,430,124
"upper west side philosophers inc",961005994,"1--935830",2783,17,1743,1910
"urban books",916593118,"1--62286",2784,490,1744,497
"urban books",810119455,"1--62286",2784,490,1744,497
"usborne",57683399,"0--7945",2785,231,1745,53
"usborne",32676131,"0--88110",2785,231,1745,53
"usborne",905653086,"1--4095",2785,231,1745,53
"usborne",918901310,"1--4095",2785,231,1745,53
"usborne",892625984,"1--4095",2785,231,1745,53
"usborne",963110300,"1--4749",2785,231,1745,53
"usborne publishing ltd",1077307516,"1--4095",2786,41,1745,53
"usborne publishing ltd",1050295404,"0--7945",2786,41,1745,53
"utah state university",1031207281,"0--87421",2787,41,1746,1236
"v gollancz",317663132,"0--575",2788,487,133,116
"valley group media llc",954584003,"1--5142",2789,5,1185,399
"van goor",1050123660,"90--00",2790,368,1747,1911
"van nostrand reinhold",9466007,"0--442",2791,486,480,427
"vandalia press",953455599,"1--940425",2792,440,1748,400
"vandalia press",1058893838,"1--943665",2792,440,1748,400
"vandenhoeck and ruprecht",957768791,"3--525",2793,428,1749,1237
"vandenhoeck and ruprecht",936256262,"3--525",2793,428,1749,1237
"vandenhoeck and ruprecht",879436423,"3--525",2793,428,1749,1237
"vanderbilt university press",960695158,"0--8265",2794,485,1750,1912
"vanitabooks publisher",923794852,"1--938164",2795,484,1751,1913
"vault com inc",958080398,"1--4381",2796,482,391,149
"vault com incorporated",958080377,"1--4381",2796,482,391,149
"veritas",912382680,"1--84730",2797,104,1752,1238
"verlag fu r moderne kunst",822017073,"3--86984",2798,481,1753,1914
"vermilion",957132736,"1--78504",2799,483,1754,1239
"vernon press",1028985423,"1--62273",2800,480,1755,1240
"vernon press",1090000832,"1--62273",2800,480,1755,1240
"vernon press",1047746255,"1--62273",2800,480,1755,1240
"verso",911653055,"1--78168",2801,479,1756,96
"verso",882530886,"1--78168",2801,479,1756,96
"verso",816943209,"0--86091",2801,479,1756,96
"verso",883149687,"1--85984",2801,479,1756,96
"verso",7315644,"0--86091",2801,479,1756,96
"verso",1099469022,"1--78873",2801,479,1756,96
"verso",908517163,"1--78478",2801,479,1756,96
"verso",1039329205,"1--78478",2801,479,1756,96
"verso",814220685,"1--85984",2801,479,1756,96
"verso",909420534,"1--78168",2801,479,1756,96
"verso",964356176,"1--78478",2801,479,1756,96
"vertical",897778248,"1--939130",2802,39,1757,1241
"vertical inc",959535492,"1--942993",2803,478,1758,1915
"vertigo",1080122675,"1--4012",2804,477,499,298
"vgm career horizons",462340261,"0--8442",2805,330,1173,144
"victor gollancz",13549334,"0--575",2788,487,133,116
"victor gollancz ltd",1872411,"0--575",2806,184,133,116
"vienna house",1116154,"0--8443",2807,5,1759,1242
"vikas pub house",10254603,"0--7069",2808,472,1760,1243
"viking",1056998836,"0--14",2809,471,1390,180
"viking",930848160,"0--14",2809,471,1390,180
"viking",868635429,"0--670",2809,471,1390,180
"viking",11798072,"0--670",2809,471,1390,180
"viking",945976067,"0--525",2809,471,1390,180
"viking",818953764,"0--670",2809,471,1390,180
"viking kestrel",12652269,"0--670",2810,17,1390,180
"viking press",12781501,"0--670",2811,17,1390,180
"viking press",490013653,"0--670",2811,17,1390,180
"viking press",229422473,"0--14",2811,17,1390,180
"viking press",1038162781,"0--670",2811,17,1390,180
"viking press",228445005,"0--670",2811,17,1390,180
"vintage",439602365,"0--09",2812,17,1372,50
"vintage",1026246595,"1--78470",2812,17,1372,50
"vintage",941070534,"0--09",2812,17,1372,50
"vintage",863262315,"0--09",2812,17,1372,50
"vintage",892846948,"0--09",2812,17,1372,50
"vintage",1043912137,"1--78470",2812,17,1372,50
"vintage",897788473,"0--09",2812,17,1372,50
"vintage",449881304,"0--09",2812,17,1372,50
"vintage books",795758204,"0--307",2813,23,430,12
"vintage books",490977604,"0--679",2813,23,430,12
"vintage books",224655640,"0--679",2813,23,430,12
"vintage books",671657827,"0--394",2813,23,430,12
"vintage books",778950719,"0--375",2813,23,430,12
"vintage books",3240054,"0--394",2813,23,430,12
"vintage books",1083413328,"0--679",2813,23,430,12
"vintage books",3516143,"0--679",2813,23,430,12
"vintage books",423108379,"0--394",2813,23,430,12
"vintage books",15549045,"0--394",2813,23,430,12
"vintage books",14240888,"0--394",2813,23,430,12
"vintage books",40606314,"0--375",2813,23,430,12
"vintage books",4493792,"0--394",2813,23,430,12
"vintage books",36754800,"0--394",2813,23,430,12
"vintage books",824625034,"0--375",2813,23,430,12
"vintage books",884004277,"1--4000",2813,23,430,12
"vintage books",700923,"0--394",2813,23,430,12
"vintage books",57659820,"0--375",2813,23,430,12
"vintage books",46319686,"0--375",2813,23,430,12
"vintage books",209898,"0--394",2813,23,430,12
"vintage books",1064487454,"1--4000",2813,23,430,12
"vintage books",850529884,"0--375",2813,23,430,12
"vintage books",442288079,"0--679",2813,23,430,12
"vintage books",52589801,"0--375",2813,23,430,12
"virago",765366153,"1--84408",2814,17,1761,1244
"virago press",859020359,"1--85381",2815,469,1762,1916
"vision",923649954,"1--4555",2816,468,713,99
"vision publishers",892221121,"1--932676",2817,83,1763,1917
"visual",874157976,"1--306",2818,1627,887,266
"viz",861689651,"1--4215",2819,4,1764,76
"viz",1019852061,"1--4215",2819,4,1764,76
"viz",875966165,"1--4215",2819,4,1764,76
"viz media",1079852173,"1--4215",2820,20,1764,76
"viz media",757291812,"1--4215",2820,20,1764,76
"viz media",660140698,"1--4215",2820,20,1764,76
"viz media",1048035715,"1--4215",2820,20,1764,76
"viz media",1023768410,"1--59116",2820,20,1764,76
"viz media",503644434,"1--4215",2820,20,1764,76
"viz media",1018121589,"1--4215",2820,20,1764,76
"viz media",930580201,"1--59116",2820,20,1764,76
"viz media",764438140,"1--4215",2820,20,1764,76
"viz media",1019445963,"1--4215",2820,20,1764,76
"viz media",953692782,"1--4215",2820,20,1764,76
"viz media",861414140,"1--4215",2820,20,1764,76
"viz media llc",883249038,"1--59116",2821,20,1764,76
"viz media llc",1028173605,"1--9747",2821,20,1764,76
"viz media llc",1009029359,"1--4215",2821,20,1764,76
"viz media llc",1052880633,"1--4215",2821,20,1764,76
"vldb endowment",778086502,"1--61839",2822,20,1765,1245
"vnu books international",12823370,"0--370",2823,462,773,280
"vsp books",56191915,"1--893622",2824,121,228,115
"w and b publishers",881037258,"0--615",2825,53,121,65
"w and g baird ltd",29816712,"0--901905",2826,176,1767,1918
"w b saunders",875652016,"0--7216",2833,29,573,25
"w briggs",77433444,"0--665",2827,460,1166,4
"w c brown",299714517,"0--697",2834,9,1768,403
"w collins",78126713,"0--00",2828,3,711,2
"w de gruyter",690323154,"3--11",2829,17,501,48
"w de gruyter",493833376,"3--11",2829,17,501,48
"w de gruyter",758482105,"3--11",2829,17,501,48
"w f howes",809418390,"1--4074",2835,298,424,318
"w h allen",7126264,"0--491",2836,337,1769,469
"w h allen",13536682,"0--491",2836,337,1769,469
"w h allen",220798379,"1--85188",2836,337,1769,469
"w h allen",3225020,"0--491",2836,337,1769,469
"w h allen",16664173,"0--491",2836,337,1769,469
"w h freeman",957270825,"0--7167",2837,328,1770,1246
"w h freeman",492818933,"0--7167",2837,328,1770,1246
"w h freeman and company",882867685,"1--4641",2838,452,1837,228
"w heinemann",855442677,"0--435",2830,35,773,70
"w morrow",13550870,"0--688",2831,179,711,120
"w w norton",893897245,"0--393",2832,17,1218,525
"w w norton",29962912,"0--393",2832,17,1218,525
"w w norton",854748327,"0--393",2832,17,1218,525
"w w norton",37868620,"0--393",2832,17,1218,525
"w w norton",906025800,"1--61091",2832,17,1218,525
"w w norton",1088608634,"0--393",2832,17,1218,525
"w w norton",13560777,"0--393",2832,17,1218,525
"w w norton",1078643282,"0--393",2832,17,1218,525
"w w norton",1021807274,"0--393",2832,17,1218,525
"w w norton",489747546,"0--393",2832,17,1218,525
"w w norton",864713078,"0--393",2832,17,1218,525
"w w norton and co",461333077,"0--393",2839,155,1218,61
"w w norton and co",1013213984,"0--393",2839,155,1218,61
"w w norton and company",1005109005,"0--393",2839,155,1218,61
"w w norton and company",320192887,"0--393",2839,155,1218,61
"w w norton and company",1042561124,"0--393",2839,155,1218,61
"w w norton and company",493594402,"0--393",2839,155,1218,61
"w w norton and company",861274014,"0--393",2839,155,1218,61
"w w norton and company",961649259,"0--393",2839,155,1218,61
"w w norton and company",967756346,"0--393",2839,155,1218,61
"w w norton and company",869437878,"0--393",2839,155,1218,61
"w w norton and company",892213086,"0--393",2839,155,1218,61
"w w norton and company",1021809761,"0--393",2839,155,1218,61
"w w norton and company",919483840,"0--393",2839,155,1218,61
"w w norton and company",229747314,"0--393",2839,155,1218,61
"w w norton and company",1078797586,"0--393",2839,155,1218,61
"w w norton and company",493068893,"0--393",2839,155,1218,61
"w w norton and company",45621691,"0--393",2839,155,1218,61
"w w norton and company inc",903177175,"0--393",2840,29,1218,61
"w w norton and company inc",870833341,"0--393",2840,29,1218,61
"wadsworth",491782581,"0--534",2841,29,774,339
"wadsworth cengage learning",857246921,"1--133",2842,342,1168,31
"wadsworth cengage learning",808215779,"1--133",2842,342,1168,31
"wahida clark presents publishing",893205333,"0--9828414",2843,6,1771,401
"walck",934511911,"0--00",2844,237,711,2
"walker",702899,"0--8027",2845,17,1772,470
"walker and co",27147344,"0--8027",2846,235,1772,470
"walker and co",411291254,"0--8027",2846,235,1772,470
"walker and company",776435772,"0--8027",2846,235,1772,470
"walker books",952114037,"1--4063",2847,235,1773,191
"walker books",1075603854,"1--4063",2847,235,1773,191
"walker books",890002797,"1--4063",2847,235,1773,191
"walker books",1089339504,"1--4063",2847,235,1773,191
"walker books",1035213411,"1--4063",2847,235,1773,191
"walker books",912235051,"1--4063",2847,235,1773,191
"walker books and subsidiaries",960036834,"1--4063",2848,154,1773,191
"walker books and subsidiaries",958944848,"1--4063",2848,154,1773,191
"walker large print",70171294,"1--59415",2849,154,1774,1247
"wallace homestead company",10642128,"0--87069",2850,1850,1775,1248
"wallflower",939501067,"0--231",2851,1881,434,256
"wallflower press",893652548,"0--231",2852,219,434,256
"walnut springs press",895117981,"1--59992",2853,219,1776,1249
"walter de gruyter",1084971962,"3--11",2829,17,501,48
"walter de gruyter",904312072,"3--11",2829,17,501,48
"walter de gruyter",1013505919,"3--11",2829,17,501,48
"walter de gruyter",493183681,"3--11",2829,17,501,48
"walter de gruyter gmbh",1030528085,"3--11",2854,1876,501,48
"walter foster jr",1051423113,"1--63322",2855,35,1503,379
"warner",7250995,"0--446",2856,297,713,89
"warner",15386196,"0--446",2856,297,713,89
"warner books",21180311,"0--445",2857,45,713,89
"warner books",1001976061,"0--446",2857,45,713,89
"warner books",607454104,"0--446",2857,45,713,89
"warner books",22933928,"0--446",2857,45,713,89
"warner books",20398946,"0--446",2857,45,713,89
"warner books",20320997,"0--446",2857,45,713,89
"warner books",12764346,"0--446",2857,45,713,89
"warner books",31038836,"0--446",2857,45,713,89
"warner books",23722639,"0--446",2857,45,713,89
"warner books",494210890,"0--446",2857,45,713,89
"warner books",530972623,"0--446",2857,45,713,89
"warner books",9233606,"0--446",2857,45,713,89
"warner books",500669332,"0--446",2857,45,713,89
"warner books",12412074,"0--446",2857,45,713,89
"warner books",15319987,"0--446",2857,45,713,89
"warner books",34097859,"0--446",2857,45,713,89
"warner books",18309578,"0--446",2857,45,713,89
"warner communications",642167958,"0--446",2858,45,713,89
"washington square press",887850028,"1--4516",2859,45,324,520
"washington writers' publishing house",855507171,"0--931846",2860,26,1777,1919
"wasteland press",1011025508,"1--68111",2861,1870,1778,1250
"water side press",1090453181,"1--910979",2862,1868,1779,1920
"waterbrook press",42914682,"1--57856",2863,1867,430,58
"waterbrook press",712654912,"0--307",2863,1867,430,58
"watson",698860224,"0--8230",2864,17,821,127
"watson guptill",14583687,"0--8230",2865,65,821,127
"watson guptill publishers",897091186,"0--7704",2866,65,1369,459
