"id","length","text","publisher_pro","isbn_new","year_min","year_max","record","./processed_data_1m/walktrap-unweighted","./processed_data_1m/louvain-unweighted","./processed_data_1m/infomap-unweighted"
8217,1,"springer london","springer london","1--4471",2015,2015,2,59,3498,17
8218,1,"springer new york","springer new york","1--4614;1--4939",2015,2015,6,59,3498,17
8219,1,"springer open","springer open","3--319",2015,2015,1,85,3498,101
8220,1,"springer publishing company","springer publishing company","0--8261",2015,2015,68,913,4122,811
8221,1,"springer publishing company llc","springer publishing company llc","0--8261",2015,2015,15,913,4122,811
8222,1,"springer science and business media","springer science and business media","1--4939",2015,2015,3,59,3498,17
8223,1,"springer science business media","springer science business media","1--4899;3--319;1--4614;1--4939;1--4757",2015,2015,11,59,3498,17
8224,1,"springer science business media llc","springer science business media llc","1--4613",2015,2015,1,3337,4123,3515
8225,1,"springer switzerland","springer switzerland","3--319",2015,2015,1,85,3498,101
8226,1,"springer verlag","springer verlag","1--4939;1--4471;3--662",2015,2015,6,59,3498,17
8227,1,"springer verlag london","springer verlag london","1--4471",2015,2015,1,59,3498,17
8228,1,"springerreference","springerreference","1--4471",2015,2015,1,59,3498,17
8229,1,"springgun press","springgun press","0--9861764",2015,2015,4,3334,4124,1655
8230,1,"spry publishing","spry publishing","1--938170",2015,2015,2,915,4125,810
8231,1,"spry publishing llc","spry publishing llc","1--938170",2015,2015,1,915,4125,810
8232,1,"spunky books","spunky books","1--5088",2015,2015,1,5,2491,110
8233,1,"spuyten duyvil","spuyten duyvil","1--941550",2015,2015,3,3335,4126,3514
8234,1,"square circles publishing","square circles publishing","0--9967165",2015,2015,1,3336,4127,3513
8235,1,"square fish","square fish","1--250;1--119;0--312",2015,2015,25,6,4558,21
8236,1,"square fish farrar straus giroux","square fish farrar straus giroux","1--250",2015,2015,4,6,4558,21
8237,1,"square fish henry holt and company","square fish henry holt and company","1--250",2015,2015,8,6,4558,21
8238,1,"square fish roaring brook press","square fish roaring brook press","1--250",2015,2015,2,6,4558,21
8239,1,"square one publishers","square one publishers","0--7570",2015,2015,2,3325,4128,3512
8240,1,"square peg","square peg","0--224",2015,2015,1,74,2403,241
8241,1,"squares and rebels","squares and rebels","1--941960",2015,2015,1,3324,4129,3511
8242,1,"squircle line press","squircle line press","981--09",2015,2015,1,3322,4130,1654
8243,1,"sravasti abbey","sravasti abbey","1--5084",2015,2015,1,465,2491,45
8244,1,"ssbfyr","ssbfyr","1--4814",2015,2015,1,180,394,40
8245,1,"ssi logic publishing","ssi logic publishing","0--9825768",2015,2015,1,3320,4131,1653
8246,1,"st augustine's press","st augustine's press","1--58731",2015,2015,1,908,4132,1126
8247,1,"st augustines press","st augustines press","1--58731",2015,2015,1,908,4132,1126
8248,1,"st charles governmnet","st charles governmnet","0--9905161",2015,2015,1,3319,4133,1652
8249,1,"st croix historical society","st croix historical society","1--5195",2015,2015,1,484,2491,142
8250,1,"st lynn's press","st lynn's press","0--9892688",2015,2015,1,3318,4134,3510
8251,1,"st martin's","st martin's","1--250",2015,2015,1,6,4558,21
8252,1,"st martin's castle point","st martin's castle point","1--250",2015,2015,1,6,4558,21
8253,1,"st martin's griffin","st martin's griffin","1--250;1--137;0--312;1--4668",2015,2015,52,7,4558,21
8254,1,"st martin's paperbacks","st martin's paperbacks","1--250;0--312",2015,2015,49,6,4558,21
8255,1,"st martin's press","st martin's press","1--62953;1--4914;1--250;0--312;0--230;1--4668",2015,2015,95,7,4558,21
8256,1,"st martin's press llc","st martin's press llc","0--312",2015,2015,6,6,4558,21
8257,1,"st martin's press llc priddy books","st martin's press llc priddy books","0--312",2015,2015,1,6,4558,21
8258,1,"st martins press","st martins press","1--250",2015,2015,1,6,4558,21
8259,1,"st michael's media publishing","st michael's media publishing","0--9969150",2015,2015,1,3314,4135,3509
8260,1,"st paul center for biblical theology","st paul center for biblical theology","1--941447",2015,2015,1,302,1542,575
8261,1,"st paul's publishing","st paul's publishing","0--85439",2015,2015,1,698,4136,617
8262,1,"st pauls","st pauls","0--85439",2015,2015,1,698,4136,617
8263,1,"st pauls publishing","st pauls publishing","0--85439",2015,2015,1,698,4136,617
8264,1,"st tikhon's monastery press","st tikhon's monastery press","0--9905029",2015,2015,1,3316,4137,1651
8265,1,"st vladimir's seminary press","st vladimir's seminary press","0--88141",2015,2015,2,3312,4138,1650
8266,1,"stackpole books","stackpole books","0--8117;1--4617",2015,2015,8,327,4139,593
8267,1,"stacy barr six dollar media","stacy barr six dollar media","1--5121",2015,2015,1,7,2491,122
8268,1,"stafford house","stafford house","0--9822587",2015,2015,1,3311,4140,3508
8269,1,"stairwell books","stairwell books","1--939269",2015,2015,1,3308,4141,3507
8270,1,"stalbridge press","stalbridge press","0--9964882",2015,2015,1,3310,4142,1649
8271,1,"stan cromlish books","stan cromlish books","0--9971101",2015,2015,1,3304,4143,1648
8272,1,"standard publishing","standard publishing","0--8307",2015,2015,1,3306,4144,1647
8273,1,"standards manual llc","standards manual llc","0--692",2015,2015,1,3,1177,1
8274,1,"stanek and associates","stanek and associates","1--5008;1--62716",2015,2015,2,18,2491,152
8275,1,"stanford briefs","stanford briefs","0--8047",2015,2015,4,497,3787,226
8276,1,"stanford business books","stanford business books","0--8047",2015,2015,4,497,3787,226
8277,1,"stanford economics and finance","stanford economics and finance","0--8047",2015,2015,2,497,3787,226
8278,1,"stanford law books","stanford law books","0--8047",2015,2015,3,497,3787,226
8279,1,"stanford security studies","stanford security studies","0--8047",2015,2015,3,497,3787,226
8280,1,"stanford university libraries","stanford university libraries","0--911221",2015,2015,1,3332,4145,1646
8281,1,"stanford university press","stanford university press","0--8047",2015,2015,72,497,3787,226
8282,1,"stanley gibbons ltd","stanley gibbons ltd","0--85259",2015,2015,2,3297,4146,1645
8283,1,"stansberry research","stansberry research","0--9909472",2015,2015,2,3294,4147,3506
8284,1,"stapled by mom publishing","stapled by mom publishing","0--9967190",2015,2015,1,3295,4148,1644
8285,1,"star bright books","star bright books","1--59572",2015,2015,19,3291,4149,3505
8286,1,"star stolen asset recovery initiative the world bank unodc","star stolen asset recovery initiative the world bank unodc","1--4648",2015,2015,3,124,4708,125
8287,1,"starbooks classics collection","starbooks classics collection","0--486",2015,2015,1,508,2802,388
8288,1,"starbound software","starbound software","0--9855801",2015,2015,1,3289,4150,3504
8289,1,"stark house press","stark house press","1--933586",2015,2015,1,3288,4151,1643
8290,1,"starr farm press","starr farm press","0--9962860",2015,2015,1,3286,4152,1642
8291,1,"starrene rhett rocque","starrene rhett rocque","1--5196",2015,2015,1,35,2491,172
8292,1,"starry night publishing com","starry night publishing com","1--5186",2015,2015,1,35,2491,91
8293,1,"starscape","starscape","0--7653",2015,2015,1,473,4558,30
8294,1,"start midnight llc","start midnight llc","1--63228",2015,2015,1,902,4153,809
8295,1,"start publishing","start publishing","1--68299",2015,2015,1,901,4154,1125
8296,1,"start publishing llc","start publishing llc","1--68299",2015,2015,14,901,4154,1125
8297,1,"start publishing llc nbn","start publishing llc nbn","1--68146",2015,2015,1,3284,4155,1641
8298,1,"stash books","stash books","1--61745;1--60705",2015,2015,9,197,837,243
8299,1,"stashbooks","stashbooks","1--61745",2015,2015,1,197,837,243
8300,1,"stata press publication","stata press publication","1--59718",2015,2015,1,3282,4156,1640
8301,1,"state archives of north carolina","state archives of north carolina","0--86526",2015,2015,1,3278,4157,1639
8302,1,"state bar of wisconsin pinnacle","state bar of wisconsin pinnacle","1--57862",2015,2015,2,3279,4158,3503
8303,1,"state house press","state house press","1--933337",2015,2015,3,3276,4159,1638
8304,1,"state street publishing","state street publishing","1--5136",2015,2015,1,511,323,304
8305,1,"state univ of new york pr","state univ of new york pr","1--4384",2015,2015,1,502,1611,147
8306,1,"state university of new york","state university of new york","1--4384",2015,2015,1,502,1611,147
8307,1,"state university of new york press","state university of new york press","1--940716;1--4384",2015,2015,45,49,1611,147
8308,1,"state university of new york suny press","state university of new york suny press","1--4384",2015,2015,2,502,1611,147
8309,1,"station square media","station square media","0--9864206",2015,2015,2,3273,4160,1637
8310,1,"stationery office","stationery office","0--11;0--10",2015,2015,4,79,2555,161
8311,1,"stationery office limited","stationery office limited","0--11",2015,2015,1,593,2555,161
8312,1,"stay free publishing","stay free publishing","0--9931284",2015,2015,1,3275,4161,3502
8313,1,"stc craft stewart tabori and chang","stc craft stewart tabori and chang","1--61312",2015,2015,1,260,1177,67
8314,1,"steerage press","steerage press","0--89608",2015,2015,1,3269,4162,1636
8315,1,"stefano paolini","stefano paolini","0--9933121",2015,2015,1,3264,4163,3501
8316,1,"steidl","steidl","3--86930",2015,2015,3,3265,4164,1635
8317,1,"steinerbooks","steinerbooks","1--62148",2015,2015,2,3263,4165,1634
8318,1,"stellamar publications","stellamar publications","1--5148",2015,2015,1,482,2491,123
8319,1,"stellium books","stellium books","0--692",2015,2015,2,3,1177,1
8320,1,"stenhouse publishers","stenhouse publishers","1--62531;1--55138",2015,2015,2,333,4166,543
8321,1,"stephanie clark","stephanie clark","0--9976412",2015,2015,1,3262,4167,3500
8322,1,"stephanie rowe","stephanie rowe","1--940968",2015,2015,2,3267,4168,3499
8323,1,"stephanie smith","stephanie smith","1--5085",2015,2015,1,18,2491,68
8324,1,"stephen alexander frood","stephen alexander frood","0--9930061",2015,2015,2,3261,4169,1633
8325,1,"stephen canipe","stephen canipe","1--5153",2015,2015,1,7,2491,130
8326,1,"stephen f austin state university press","stephen f austin state university press","1--62288",2015,2015,3,3259,4170,1632
8327,1,"stephen godfrey","stephen godfrey","0--9932549",2015,2015,2,3257,4171,3498
8328,1,"stephen j wolf","stephen j wolf","1--5141",2015,2015,1,7,2491,64
8329,1,"stephen lars kalmon","stephen lars kalmon","1--5174",2015,2015,1,459,2491,156
8330,1,"stephen mullaney westwood","stephen mullaney westwood","1--5143",2015,2015,1,476,2491,76
8331,1,"sterling","sterling","1--4549",2015,2015,7,4,4172,133
8332,1,"sterling children's books","sterling children's books","1--4549;0--9990040;1--4027",2015,2015,38,4,4172,133
8333,1,"sterling epicure","sterling epicure","1--4549;1--4027",2015,2015,8,4,4172,133
8334,1,"sterling ethos","sterling ethos","1--4549",2015,2015,2,4,4172,133
8335,1,"sterling libs fcca","sterling libs fcca","0--9931977",2015,2015,1,3252,4173,3497
8336,1,"sterling new york","sterling new york","1--4549;0--299",2015,2015,6,7,617,133
8337,1,"sterling publishing","sterling publishing","1--61837;1--4027;0--299;1--4549;1--4351",2015,2015,12,7,4172,133
8338,1,"sterling publishing co","sterling publishing co","1--4549;1--4351",2015,2015,2,4,4172,134
8339,1,"sterling publishing co inc","sterling publishing co inc","1--4549",2015,2015,6,4,4172,133
8340,1,"sterling test prep","sterling test prep","1--4961;1--5143",2015,2015,3,7,2491,392
8341,1,"sternberg press","sternberg press","3--95679",2015,2015,4,595,2238,202
8342,1,"steve anderson","steve anderson","1--4538",2015,2015,1,3246,4174,1631
8343,1,"steve hounsome","steve hounsome","1--899878",2015,2015,1,3243,4175,1630
8344,1,"steve kelly","steve kelly","1--5170",2015,2015,1,474,2491,71
8345,1,"steve murray inc","steve murray inc","0--9904468",2015,2015,1,3241,4176,1629
8346,1,"steve smalls","steve smalls","1--5352",2015,2015,1,1227,866,1044
8347,1,"steve the noob","steve the noob","1--5234;1--5194;1--5143;1--5308;1--5177",2015,2015,7,7,2491,316
8348,1,"steve valiant","steve valiant","1--5186",2015,2015,1,35,2491,91
8349,1,"steven burgess","steven burgess","0--9568056",2015,2015,1,3242,4177,3496
8350,1,"steward archives","steward archives","0--9907520",2015,2015,1,3245,4178,3495
8351,1,"stewart tabori and chang","stewart tabori and chang","1--61769;1--68335;0--692;1--4197;1--61312",2015,2015,11,260,1177,67
8352,1,"stewart tabori and chang inc","stewart tabori and chang inc","1--61769",2015,2015,1,260,1177,67
8353,1,"stockade books","stockade books","0--9863983",2015,2015,1,3237,4179,1628
8354,1,"stockcero","stockcero","1--934768",2015,2015,2,3238,4180,1627
8355,1,"stockport flats","stockport flats","0--9911878",2015,2015,1,3239,4181,3494
8356,1,"stolly media llc","stolly media llc","1--5192",2015,2015,1,496,2491,236
8357,1,"stone arch books","stone arch books","1--4965;1--4342",2015,2015,2,7,3389,153
8358,1,"stone bridge press","stone bridge press","1--61172",2015,2015,3,3233,4182,1626
8359,1,"stone ivy press","stone ivy press","0--9834717",2015,2015,1,3229,4183,1625
8360,1,"stonebird","stonebird","1--326",2015,2015,1,455,2704,49
8361,1,"stonebrook publishing","stonebrook publishing","0--9830800",2015,2015,1,3230,4184,3493
8362,1,"stonegate ink","stonegate ink","1--62482",2015,2015,1,925,4185,1124
8363,1,"stonehouse ink","stonehouse ink","1--62482",2015,2015,1,925,4185,1124
8364,1,"storer college books","storer college books","1--940425",2015,2015,2,555,926,433
8365,1,"storey publishing","storey publishing","1--61212",2015,2015,15,3228,4186,1624
8366,1,"story in literary fiction","story in literary fiction","0--9961903",2015,2015,1,3227,4187,3492
8367,1,"story plant","story plant","1--61188",2015,2015,1,3232,4188,1623
8368,1,"story spring publishing","story spring publishing","1--940699",2015,2015,1,3234,4189,3491
8369,1,"story warren books","story warren books","0--9862235",2015,2015,1,3223,4190,3490
8370,1,"storyfire ltd","storyfire ltd","1--909490",2015,2015,1,881,676,1060
8371,1,"strange attractor press","strange attractor press","1--907222",2015,2015,2,3222,4191,1622
8372,1,"stranger comics","stranger comics","1--939834",2015,2015,1,1279,4192,808
8373,1,"stranger kids","stranger kids","1--939834",2015,2015,2,1279,4192,808
8374,1,"strategic book publishing and rights agency","strategic book publishing and rights agency","1--63135",2015,2015,1,361,4193,574
8375,1,"strategic book publishing and rights co","strategic book publishing and rights co","1--68181;1--63135",2015,2015,4,361,4193,574
8376,1,"strawberry canyon llc","strawberry canyon llc","0--9848812",2015,2015,1,3219,4194,3489
8377,1,"strawberry publications","strawberry publications","1--5481",2015,2015,1,3220,4195,1621
8378,1,"strebor books","strebor books","1--59309",2015,2015,2,876,2244,944
8379,1,"streetwise press","streetwise press","1--5075",2015,2015,1,138,2491,102
8380,1,"stripes","stripes","1--84715",2015,2015,2,888,4196,807
8381,1,"stripes publishing","stripes publishing","1--84715",2015,2015,1,888,4196,807
8382,1,"striving together publications","striving together publications","1--59894",2015,2015,2,3226,4197,1620
8383,1,"strong books","strong books","1--928782",2015,2015,1,3236,4198,3488
8384,1,"studio fun a reader's digest company","studio fun a reader's digest company","0--7944",2015,2015,3,514,4199,298
8385,1,"studio fun a readers digest company","studio fun a readers digest company","0--7944",2015,2015,1,514,4199,298
8386,1,"studio fun book","studio fun book","0--7944",2015,2015,1,514,4199,298
8387,1,"studio fun books","studio fun books","0--7944",2015,2015,2,514,4199,298
8388,1,"studio fun international","studio fun international","0--7944",2015,2015,5,514,4199,298
8389,1,"studio fun international inc","studio fun international inc","0--7944",2015,2015,8,514,4199,298
8390,1,"studion jfish","studion jfish","1--942801",2015,2015,1,3249,4200,3487
8391,1,"sturgeon press","sturgeon press","0--9964496",2015,2015,1,3248,4201,1619
8392,1,"stuttering foundation of america","stuttering foundation of america","0--933388",2015,2015,1,3209,4202,1618
8393,1,"stylus","stylus","1--62036",2015,2015,1,236,4203,470
8394,1,"stylus publishing","stylus publishing","1--57922;1--62036",2015,2015,3,236,4203,470
8395,1,"stylus publishing llc","stylus publishing llc","1--62036",2015,2015,5,236,4203,470
8396,1,"sublime manga","sublime manga","1--4215",2015,2015,1,286,4544,307
8397,1,"subpress","subpress","1--930068",2015,2015,1,3205,4204,1617
8398,1,"subterranean press","subterranean press","1--59606",2015,2015,2,3206,4205,1616
8399,1,"subversionfactory","subversionfactory","0--9862976",2015,2015,1,3204,4206,1615
8400,1,"success life publishing","success life publishing","1--5118",2015,2015,1,458,2491,108
8401,1,"success services ireland","success services ireland","0--9570750",2015,2015,1,3203,4207,3486
8402,1,"sudaquia editores","sudaquia editores","0--9963410;1--938978",2015,2015,11,896,4208,1123
8403,1,"sudokusatisfaction com","sudokusatisfaction com","0--692",2015,2015,1,3,1177,1
8404,1,"sugar coated press","sugar coated press","1--5147",2015,2015,1,7,2491,33
8405,1,"suma de letras","suma de letras","1--941999",2015,2015,1,670,100,732
8406,1,"summer bridge","summer bridge","1--4838",2015,2015,2,487,732,139
8407,1,"summer bridge carson dellosa publishing","summer bridge carson dellosa publishing","1--4838",2015,2015,2,487,732,139
8408,1,"summersdal publishers","summersdal publishers","1--84953",2015,2015,1,387,4209,285
8409,1,"summersdale","summersdale","1--78372;1--84953",2015,2015,15,387,4209,285
8410,1,"summersdale publishers","summersdale publishers","1--84953",2015,2015,2,387,4209,285
8411,1,"summit classic press","summit classic press","1--5008;1--5078",2015,2015,2,18,2491,152
8412,1,"summit ministries","summit ministries","1--4347",2015,2015,1,375,1805,747
8413,1,"summit street publishing","summit street publishing","0--9905580",2015,2015,1,3198,4210,3485
8414,1,"summit university press espan ol","summit university press espan ol","1--60988",2015,2015,1,3196,4211,1614
8415,1,"sun cork books","sun cork books","1--4992",2015,2015,1,7,2491,237
8416,1,"sun dog propaganda","sun dog propaganda","0--9620944",2015,2015,1,3199,4212,3484
8417,1,"sunbury press","sunbury press","1--62006",2015,2015,4,3193,4213,3483
8418,1,"sunderland associates inc publishers","sunderland associates inc publishers","1--60535",2015,2015,1,696,4014,618
8419,1,"sundress publications","sundress publications","1--939675",2015,2015,1,3192,4214,3482
8420,1,"sunfish ltd","sunfish ltd","1--5186",2015,2015,2,35,2491,91
8421,1,"sunflower seeds press","sunflower seeds press","0--9830089",2015,2015,1,3190,4215,3481
8422,1,"sunhill publishers","sunhill publishers","1--5197;1--5229",2015,2015,2,7,2491,259
8423,1,"sunnyoutside","sunnyoutside","1--934513",2015,2015,1,3191,4216,3480
8424,1,"sunnyside press","sunnyside press","0--9969350",2015,2015,2,3189,4217,3479
8425,1,"sunpetal books","sunpetal books","0--9909942",2015,2015,1,3195,4218,3478
8426,1,"sunrise river press","sunrise river press","1--934716",2015,2015,1,3197,4219,1613
8427,1,"suny press","suny press","1--4384",2015,2015,23,502,1611,147
8428,1,"suny press state university of new york press","suny press state university of new york press","1--4384",2015,2015,2,502,1611,147
8429,1,"super genius","super genius","1--62991",2015,2015,3,1111,3335,864
8430,1,"super sandcastle","super sandcastle","1--62403",2015,2015,6,96,428,38
8431,1,"superbrands","superbrands","0--9932998",2015,2015,1,3184,4220,1612
8432,1,"superchamp books","superchamp books","0--9749704",2015,2015,2,3293,4221,3477
8433,1,"supercollege llc","supercollege llc","1--61760",2015,2015,1,3182,4222,3476
8434,1,"superstar press","superstar press","1--60773",2015,2015,1,3183,4223,1611
8435,1,"supreme court of colorado for the state of colorado","supreme court of colorado for the state of colorado","1--63282",2015,2015,3,40,2600,86
8436,1,"suraj eskay srira","suraj eskay srira","1--5175",2015,2015,1,478,2491,112
8437,1,"sure fire publications llc","sure fire publications llc","0--9831411",2015,2015,2,3181,4224,1610
8438,1,"susan j hardesty","susan j hardesty","1--5085",2015,2015,1,18,2491,68
8439,1,"susan oxenham","susan oxenham","0--9943942",2015,2015,1,3301,4225,1609
8440,1,"susan stoker","susan stoker","0--9907388",2015,2015,3,3180,4226,1608
8441,1,"susquehanna university press","susquehanna university press","1--57591",2015,2015,1,3186,4227,3475
8442,1,"sussex academic press","sussex academic press","1--84519;1--78284",2015,2015,26,892,4228,1122
8443,1,"suzanne williams","suzanne williams","0--9889129",2015,2015,1,3179,4229,1607
8444,1,"swallow tail press","swallow tail press","0--9889181",2015,2015,1,3178,4230,3474
8445,1,"swan river press","swan river press","1--78380",2015,2015,1,3176,4231,3473
8446,1,"swanson literary group","swanson literary group","1--5055",2015,2015,1,7,2491,525
8447,1,"swedenborg society","swedenborg society","0--85448",2015,2015,1,3177,4232,3472
8448,1,"sweet and maxwell","sweet and maxwell","0--414",2015,2015,28,144,1860,90
8449,1,"sweet and maxwell ltd","sweet and maxwell ltd","0--414",2015,2015,2,144,1860,90
8450,1,"sweet and maxwell thomson reuters","sweet and maxwell thomson reuters","1--84703;0--414",2015,2015,7,144,1860,90
8451,1,"sweet tea press","sweet tea press","0--692",2015,2015,2,3,1177,1
8452,1,"sweet water press","sweet water press","1--4924",2015,2015,9,708,453,704
8453,1,"sweetmeats press","sweetmeats press","1--909181",2015,2015,2,3174,4233,1606
8454,1,"sweetwater books","sweetwater books","1--4621;1--4914",2015,2015,6,7,617,50
8455,1,"sweetwater press","sweetwater press","1--4924",2015,2015,1,708,453,704
8456,1,"swimming with elephants","swimming with elephants","0--692",2015,2015,1,3,1177,1
8457,1,"swing issues","swing issues","0--9964176",2015,2015,1,3173,4234,3471
8458,1,"swinging bridge books swinging bridge farm","swinging bridge books swinging bridge farm","1--5191",2015,2015,1,99,2491,169
8459,1,"swiss institute","swiss institute","1--942607",2015,2015,2,368,2455,553
8460,1,"switch press","switch press","1--63079",2015,2015,2,528,395,337
8461,1,"switchback books","switchback books","0--9861876",2015,2015,1,3172,4235,1605
8462,1,"swoon reads","swoon reads","1--4472",2015,2015,2,6,4558,26
8463,1,"sworn secrets publishing","sworn secrets publishing","1--5327;1--5309",2015,2015,2,7,2491,760
8464,1,"syber","syber","1--118;1--119",2015,2015,2,50,3498,4
8465,1,"sybex","sybex","1--118;1--119",2015,2015,17,50,3498,4
8466,1,"sybex a wiley brand john wiley and sons inc","sybex a wiley brand john wiley and sons inc","1--118",2015,2015,4,50,3498,4
8467,1,"sybex john wiley and sons inc","sybex john wiley and sons inc","1--118;1--119",2015,2015,12,50,3498,4
8468,1,"sylph editions","sylph editions","1--909631",2015,2015,2,3169,4236,3470
8469,1,"sylver belle garcia","sylver belle garcia","1--5121",2015,2015,1,7,2491,122
8470,1,"symmetry press llc","symmetry press llc","0--9856030",2015,2015,1,3167,4237,3469
8471,1,"symposium books","symposium books","1--873927",2015,2015,1,3341,4238,3468
8472,1,"syndicate books","syndicate books","0--9842125",2015,2015,2,3165,4239,3467
8473,1,"synergebooks","synergebooks","0--7443",2015,2015,1,3166,4240,1604
8474,1,"syngress","syngress","0--12",2015,2015,32,57,3787,19
8475,1,"synu press","synu press","1--4384",2015,2015,1,502,1611,147
8476,1,"syracuse university press","syracuse university press","0--8156",2015,2015,15,3164,4241,1603
8477,1,"system 7 publishing","system 7 publishing","0--692",2015,2015,1,3,1177,1
8478,1,"systematic innovative management llc","systematic innovative management llc","0--9962826",2015,2015,1,3163,4242,1602
8479,1,"systems solutions press","systems solutions press","0--692",2015,2015,1,3,1177,1
8480,1,"t and ad poyser","t and ad poyser","1--4729",2015,2015,1,53,617,5
8481,1,"t d royal enterprises","t d royal enterprises","1--5085",2015,2015,1,18,2491,68
8482,1,"t w r shelton","t w r shelton","0--692",2015,2015,1,3,1177,1
8483,1,"t21 media","t21 media","1--5023",2015,2015,2,7,2491,210
8484,1,"t4t press","t4t press","1--5233",2015,2015,1,230,1786,487
8485,1,"tachyon publications","tachyon publications","1--61696",2015,2015,2,3162,4243,1601
8486,1,"tactical 16 llc","tactical 16 llc","1--943226",2015,2015,2,3160,4244,3466
8487,1,"tafiat publishing","tafiat publishing","1--5121",2015,2015,1,7,2491,122
8488,1,"tahoga history press","tahoga history press","0--692",2015,2015,2,3,1177,1
8489,1,"take charge books","take charge books","0--9961589",2015,2015,1,3161,4245,1600
8490,1,"take it to the bank publishing","take it to the bank publishing","0--9960577",2015,2015,1,3158,4246,1599
8491,1,"talisman house publishers","talisman house publishers","1--58498",2015,2015,1,3156,4247,3465
8492,1,"tall timbers press","tall timbers press","0--9703886",2015,2015,1,3157,4248,3464
8493,1,"talos press","talos press","1--940456",2015,2015,6,3159,4249,1598
8494,1,"tama stslikt cultural institute","tama stslikt cultural institute","0--295",2015,2015,1,558,245,443
8495,1,"tamarind","tamarind","1--84853",2015,2015,1,3175,4250,3463
8496,1,"tamark books","tamark books","0--9890888;1--947307",2015,2015,6,899,4251,1121
8497,1,"tamesis","tamesis","1--85566",2015,2015,5,594,703,324
8498,1,"tamesis books","tamesis books","1--85566",2015,2015,1,594,703,324
8499,1,"tami strehl","tami strehl","1--320",2015,2015,1,15,3214,189
8500,1,"tan books","tan books","1--5051;1--61890",2015,2015,3,400,3826,343
8501,1,"tangerine graphic arts","tangerine graphic arts","1--910691",2015,2015,1,3153,4252,1597
8502,1,"tangerine press","tangerine press","0--545;0--9573385",2015,2015,4,114,617,13
8503,1,"tanglewood","tanglewood","1--939100",2015,2015,1,3148,4253,1596
8504,1,"tango books","tango books","1--85707",2015,2015,1,3149,4254,1595
8505,1,"tantan publishing","tantan publishing","1--939248",2015,2015,4,3146,4255,3462
8506,1,"tanya benoit","tanya benoit","1--5030",2015,2015,1,7,2491,390
8507,1,"tanya cliff","tanya cliff","1--944939",2015,2015,1,3381,4256,1594
8508,1,"tara books pvt ltd","tara books pvt ltd","93--83145",2015,2015,1,921,4257,806
8509,1,"tara publishing ltd","tara publishing ltd","93--83145",2015,2015,1,921,4257,806
8510,1,"tarah benner","tarah benner","1--5152;1--5193",2015,2015,2,7,2491,260
8511,1,"tarpaulin sky press","tarpaulin sky press","1--939460",2015,2015,1,3141,4258,1593
8512,1,"tartanpony publishing","tartanpony publishing","1--5119",2015,2015,1,7,2491,149
8513,1,"taschen","taschen","3--8365",2015,2015,2,3144,4259,1592
8514,1,"taste of home books","taste of home books","1--61765",2015,2015,5,401,3652,194
8515,1,"taste of home books rda enthusiast brands llc","taste of home books rda enthusiast brands llc","1--61765",2015,2015,2,401,3652,194
8516,1,"tate pub and enterprises llc","tate pub and enterprises llc","1--63449",2015,2015,1,61,4260,46
8517,1,"tate publishing","tate publishing","1--68142;1--85437;1--68118;1--68207;1--84976",2015,2015,19,61,4260,46
8518,1,"tate publishing and enterprises","tate publishing and enterprises","1--68187;1--68097",2015,2015,2,412,4260,46
8519,1,"tate publishing and enterprises llc","tate publishing and enterprises llc","1--68164;1--68142;1--63367;1--63418;1--68097;1--63063;1--62295;1--62510;1--68118;1--68028;1--68207;1--63449",2015,2015,20,61,4260,46
8520,1,"taunton press","taunton press","1--63186;1--62710",2015,2015,2,1321,4261,736
8521,1,"taunton press inc","taunton press inc","1--63186;1--62710",2015,2015,2,1321,4261,736
8522,1,"tauris","tauris","1--78076",2015,2015,2,386,3787,206
8523,1,"tavern books","tavern books","1--935635",2015,2015,1,3133,4262,1591
8524,1,"tavrez publishing","tavrez publishing","0--9936549",2015,2015,1,3130,4263,1590
8525,1,"tax analysts","tax analysts","0--9905381",2015,2015,1,3132,4264,3461
8526,1,"tax foundation","tax foundation","1--942768",2015,2015,2,3134,4265,3460
8527,1,"taylor and francis","taylor and francis","1--4725;1--4822;1--4441;1--4987;1--4398;1--4665;1--4914;1--315;0--429;1--317;1--136;0--7167",2015,2015,26,28,3787,14
8528,1,"taylor and francis crc press","taylor and francis crc press","0--429;1--4665",2015,2015,2,28,3787,14
8529,1,"taylor and francis croup an informa business","taylor and francis croup an informa business","1--4822",2015,2015,1,28,3787,14
8530,1,"taylor and francis group","taylor and francis group","1--4795;1--4641;1--4822;1--4665;1--138;1--315;1--4987;1--4342;0--7656",2015,2015,16,28,3787,14
8531,1,"taylor and francis group an informa business","taylor and francis group an informa business","1--4822;1--138;1--315;1--4987;1--4814",2015,2015,12,28,3787,14
8532,1,"taylor and francis group llc","taylor and francis group llc","1--4987",2015,2015,1,28,3787,14
8533,1,"taylor and francis ltd","taylor and francis ltd","1--317",2015,2015,1,28,3787,6
8534,1,"taylor and seale publishing llc","taylor and seale publishing llc","1--940224",2015,2015,1,3123,4266,1589
8535,1,"taylor trade publishing","taylor trade publishing","1--63076",2015,2015,1,3122,4267,3459
8536,1,"tbe publishing","tbe publishing","0--578",2015,2015,1,466,11,15
8537,1,"tcp","tcp","0--8272",2015,2015,1,1106,941,1040
8538,1,"tcu press","tcu press","0--87565",2015,2015,1,3119,4268,3458
