ID,ISBN,Publisher
828833478,1--62127,av2 by weigl
946462782,0--7643,schiffer
1077247739,1--78639,cabi
907942855,1--4438,cambridge scholars publishing
18723486,0--88677,daw books
945571593,0--06,harpercollinspublishers
892878554,0--8112,new directions
936629580,0--09,arrow books
43433500,0--88740,schiffer pub
10398581,0--8014,cornell university press
925316006,0--573,samuel french
880454939,1--4725,bloomsbury academic
863751864,0--415,routledge
493080763,1--4020,kluwer academic publishers
757186400,0--394,vintage books
937570276,1--4236,gibbs smith
1000397673,0--486,dover publications inc
950953146,1--4939,humana press
881910381,1--58270,atria paperback
34268050,0--8431,price stern sloan
4442802,0--435,heinemann
813393414,0--300,philadelphia museum of art
813393414,0--87633,philadelphia museum of art
881648475,90--429,uitgeverij peeters
123151614,0--8447,american enterprise institute for public policy research
37569348,0--671,pocket star books
929414018,1--349,palgrave macmillan
929414018,1--137,palgrave macmillan
858623649,1--4039,palgrave macmillan
945567308,3--03911,peter lang
1090815471,0--438,saint mary's college of california
933280700,0--7844,american society of civil engineers
777002454,0--7851,marvel worldwide inc
887852128,1--84946,hart publishing
964417687,0--689,aladdin books
50475631,0--439,scholastic inc
1038070324,0--9819634,mary jane hayes
5516233,0--7221,sphere books
443567446,1--4050,macmillan
816926582,0--313,greenwood
220470514,0--263,mills and boon
494485901,0--7546,ashgate
1062159151,1--909280,practical pre school books
1035645914,1--68140,nsta press
907406516,1--5009,h l reader
884522058,1--4944,stan moore
957504207,0--8381,rowman and littlefield
35360766,0--671,pocket books
664421054,0--917561,adler and adler
299067284,0--203,routledge
16526975,0--19,oxford university press
1049773531,1--4010,xlibris corporation
729366014,0--8126,cricket books
1036985285,1--5375,s j quast
953885548,1--4215,viz media
881386327,0--7391,lexington books
4730018,0--382,macdonald educational
655536686,0--8439,dorchester pub
39309619,0--88029,barnes and noble
39309619,1--56619,barnes and noble
961250566,0--446,grand central pub
964436275,0--14,penguin books
154258985,0--7451,chivers
1012673796,1--68402,bearport publishing
1073018822,0--544,houghton mifflin harcourt
1073018822,0--15,houghton mifflin harcourt
24497009,1--55583,alyson publications inc
1083133439,1--78671,insight guides
957681112,1--138,crc press
816718304,0--672,howard w sams
793359011,0--241,penguin
793359011,0--14,penguin
964612796,1--910198,thistle publishing
948578954,1--107,cambridge university press
633591916,0--14,penguin books
964379044,1--137,palgrave macmillan
1028215626,1--5382,gareth stevens publishing
907924341,0--8261,springer publishing company llc
302268844,0--06,harperperennial
1079910171,1--63038,urban ministries inc
1002900213,0--451,speak
11560835,0--85011,burke's peerage
33024914,0--449,fawcett gold medal
872623564,981--4602,world scientific
299989105,0--07,mcgraw hill
871332887,0--415,routledge
612878742,0--85170,british film institute
2538558,0--399,capricorn books
1060753749,0--316,yen on
909479870,1--4951,fletcher books
1062364447,0--451,berkley prime crime
245536344,1--874581,winter press
1052622864,1--944585,word works
907934043,0--9960894,young shakespeare players
38015233,0--7445,walker
50286085,0--7434,pocket books
905378929,1--138,routledge
1086976955,1--4214,johns hopkins university press
957292377,0--582,longman
35128121,0--312,st martin's press
24739593,0--7459,lion
24739593,0--7324,lion
927135754,1--84686,barefoot
964431965,0--7089,f a thorpe publishing ltd
54025645,0--440,bantam doubleday dell books for young readers
855507251,1--61173,center point large print
809708626,0--7089,f a thorpe
1045654750,1--62617,bellwether media
398046194,0--521,cambridge university press
1081051757,0--262,mit press
919728367,1--138,crc press
28475650,0--7225,thorsons
671573375,0--230,palgrave macmillan
921986029,1--4648,world bank group
895814294,1--4841,sandra troux mysteries llc
1067212407,1--78308,anthem press
26509029,0--8114,raintree steck vaughn
26509029,0--8172,raintree steck vaughn
1027120552,1--61121,savas beatie
40247169,1--873796,autumn house
941140564,1--315,routledge
941140564,1--317,routledge
13243410,0--88184,carroll and graff
33961259,0--7089,linford
256090863,0--9673983,women's health advisory service
1001475266,0--306,charles scribner's sons
416240394,0--7862,thorndike press
867858920,94--007,springer
1077635206,1--119,john wiley and sons
1038015266,1--74249,australian institute of health and welfare
935984522,1--84477,hermes house
964603709,0--582,addison wesley longman
1050450733,0--00,harpercollins children's books
492364096,0--8173,university of alabama press
1056697345,0--7145,marion boyars
641519822,1--58388,iconografix
1052867725,0--7278,severn house
919971355,0--615,tarkus press
707403598,0--8125,tor
26108666,0--7089,ulverscroft
872278921,1--62948,nova publishers
1020001061,1--292,pearson education limited
867853969,0--415,routledge
746089896,3--11,de gruyter
1076491463,1--5054,john ellsworth
964324425,0--545,scholastic inc
882100973,0--7645,hungry minds
1080290664,1--119,john wiley and sons inc
1006305612,1--350,bloomsbury academic bloomsbury publishing plc
1047307306,1--4988,gideon
1005199574,1--315,routledge
1005199574,1--351,routledge
1077735348,1--317,routledge
947072974,1--78023,reaktion books
923553400,1--60846,haymarket books
800737997,1--935501,indian defence review
1043435621,0--300,yale university press
815886460,0--06,eos
908511968,1--5015,de gruyter mouton
3750677,0--405,arno press
929846629,0--87154,russell sage foundation
1040031050,1--4831,pergamon press
10633761,0--8398,gregg press
456621347,0--8070,beacon press
693809690,0--375,random house inc
922993718,1--138,routledge
680613652,1--4527,international monetary fund
680613652,1--4518,international monetary fund
680613652,1--4519,international monetary fund
1034006051,1--61200,casemate books
845377225,0--8048,charles e tuttle company inc
805512584,0--7528,orion
882241893,0--262,mit press
770708998,0--9856480,committee for human rights in north korea
24401105,0--380,avon
883309179,1--250,st martins paperbacks
1002724365,1--4994,powerkids press
958355082,3--11,de gruyter
960701447,1--4919,o'reilly media inc
957996263,1--4983,international monetary fund
1082579306,0--665,s sonnenschein
21448756,0--670,viking
922893627,1--321,proquest
914130301,3--86335,white columns
490245880,0--8493,crc press
1080583270,0--9860803,newfound press the university of tennessee libraries 2018
680063898,0--85078,wayland
905227653,0--230,palgrave macmillan
951844777,1--925247,big and small
941068266,1--316,cambridge university press
1017600078,1--138,routledge
932577009,1--250,st martin's paperbacks
263623355,0--333,macmillan
38178472,0--9629198,ellis island immigrant cookbook
945947372,1--119,john wiley and sons inc
889253352,0--691,princeton university press
889253352,1--4008,princeton university press
904315129,0--8229,university of pittsburgh press
900268859,0--470,blackwell publishing
1043005431,1--4549,sterling children's books
47883246,0--7803,ieee
1053791690,1--4875,university of toronto press
933998585,0--8132,catholic university of america press
489858562,0--691,princeton university press
1026958041,0--517,bonanza books
1020404540,1--5349,pureread ltd
939502006,0--87421,utah state university press
18896419,0--515,jove books
915040340,1--118,iste
1027992667,0--226,university of chicago press
13269174,0--89255,persea books
883420479,1--56392,haynes pub group
1050283594,1--350,bloomsbury academic
1014002896,1--138,routledge
1014002896,1--315,routledge
166357075,1--4199,ellora's cave romatica publishing
1080526587,1--4448,f a thorpe publishing
889429733,0--631,blackwell
681414873,0--515,berkley pub group
829027888,0--545,arthur a levine books
1096384935,1--76033,australian national audit office
667097133,0--511,cambridge university press
607481721,0--7089,f a thorpe
1079421320,0--312,created for st martin's press by priddy books
810738152,0--8018,johns hopkins university press
816918178,0--8247,m dekker
907183950,1--137,palgrave macmillan
441945141,0--300,yale university press
660963261,0--521,cambridge university press
609487983,0--8039,sage publications
878764211,0--14,penguin books
958797808,0--567,bloomsbury tandt clark
897724146,1--934087,sigel press
1083730411,1--68173,morgan and claypool publishers
434512921,1--4215,viz llc
800886539,0--913394,international commission on radiation units and measurements
1057583228,1--4012,dc comics
899230070,1--107,cambridge university press
957241707,1--138,routledge
939390700,1--910627,centre for policy studies
1097122476,1--4842,apress
93299,0--87481,vedanta press
15696694,0--89296,mysterious press
933278716,1--61711,slack
495313094,0--06,harper and row
489716674,0--333,macmillan
1039308542,1--108,cambridge university press
62902319,0--312,priddy books
875158898,1--63117,nova publishers
1003489615,1--62937,triumph books
904406523,1--321,university of california irvine
852659552,1--118,wiley
85775844,1--5364,puffin books
85775844,0--399,puffin books
85775844,0--7569,puffin books
85775844,1--4352,puffin books
85775844,0--14,puffin books
85775844,0--329,puffin books
85775844,1--4177,puffin books
85775844,1--4287,puffin books
701813705,0--11,h m s o
58869119,0--7505,magna large print books
895048366,1--4625,guilford press
20037951,92--825,commission of the european communities
19224884,0--684,scribner
25475439,0--380,avon books
216299357,0--7063,ward lock
872667781,1--62396,information age publishing inc
881080458,0--7603,zenith press
124067858,0--7636,candlewick press
1090843777,0--8037,dial books for young readers
1090843777,1--5444,dial books for young readers
927140639,0--19,oxford university press
872114493,0--8263,university of new mexico press
1097677969,0--19,oxford university press
52155277,1--55734,teacher created materials
889266423,1--306,routledge
889266423,1--315,routledge
895809635,981--4508,world scientific
904319740,0--941404,falcon press
1055290997,1--138,routledge taylor and francis group
837608711,1--84765,profile books
1056989297,0--263,mills and boon
965154066,0--399,g p putnam's sons
1014695765,0--8263,university of new mexico press
952960713,1--78023,reaktion books
957302882,0--9978763,books and projects
866997364,1--4051,wiley blackwell
900953959,0--88488,creative publications
1097611998,1--78607,oneworld
1073105770,1--4448,charnwood
48910319,0--7653,tor
1044752638,0--9746539,columbia publishing house
28341755,0--942320,american cooking guild
40517731,0--8245,crossroad
2678540,0--08,pergamon press
891382545,1--315,routledge
1151870,0--521,cambridge university press
221912349,0--352,w h allen
1083670139,1--338,scholastic inc
22153184,0--8125,tom doherty associates
909376083,0--07,mcgraw hill
946910225,1--78254,edward elgar
1042273133,1--138,routledge taylor and francis group
67619972,0--7867,carroll and graf
783159521,1--62087,skyhorse publishing
1023084384,0--451,new american library
865393143,0--684,simon and schuster
898070333,981--4612,world scientific
1082959658,0--268,university of notre dame press
945357634,1--4896,av2 by weigl
1001476571,0--06,harperone
863130037,0--415,routledge
944223037,1--4214,johns hopkins university press
919192661,1--78320,intellect
852031324,1--61132,left coast press inc
1572100,0--385,little brown
642094814,0--8185,brooks cole pub co
1011068556,0--87485,johnson pub co
32463525,0--7451,chivers press
1004376275,1--108,cambridge university press
1067237342,1--351,ashgate
827946329,0--85786,canongate
660004962,0--19,oxford university press
166345505,0--919654,hancock house
317907701,0--7515,little brown
868923065,1--306,bloomsbury academic
868923065,1--4725,bloomsbury academic
491578115,90--420,rodopi
1014373817,0--7566,dk publishing
1014373817,0--7894,dk publishing
781998427,0--85786,canongate
233526968,0--9623114,sudz publishing
898188856,0--19,oxford university press
874122578,1--922149,resources safety department of mines and petroleum
494247897,1--59059,friends of ed
809702494,0--7089,f a thorpe
909899444,1--315,routledge
929017024,0--7665,abrams and company publishers inc
1000111089,0--06,harperluxe
316633970,1--84362,orchard books
179802332,1--59961,spotlight
882531094,1--59126,professional publications inc
873008027,981--4602,world scientific publishing
936905428,1--84212,phoenix press
871214721,1--60845,morgan and claypool publishers
1085360577,0--7382,da capo lifelong
898126796,0--7486,edinburgh university press
441729706,0--415,routledge
1056986814,0--8276,jewish publication society
849317693,0--89259,american trust publications
1008553614,1--137,palgrave macmillan
945232314,1--61039,publicaffairs
652389813,0--19,harvard university press
72414045,0--13,pearson prentice hall
1041886667,1--60945,europa editions
797240591,0--89296,mysterious press
5754730,0--19,harper and row
5754730,0--06,harper and row
939023593,1--4758,rowman and littlefield education
893684843,1--315,routledge
893684843,1--317,routledge
127825,0--671,ramparts press
1002361213,0--312,st martin's paperbacks
1014324234,0--471,wiley
895901782,0--9898708,patricia g barnes
840803619,0--19,oxford university press
869436684,0--8063,clearfield company
959536310,1--63369,harvard business review press
780844732,0--521,cambridge university press
741540987,0--7851,marvel
76789636,1--57766,waveland press
962302272,0--552,corgi books
878136786,1--4106,routledge
882068888,1--78319,oberon books
964924452,1--4744,edinburgh university press
964924452,0--7486,edinburgh university press
141382111,0--7432,simon and schuster
53085650,1--56239,abdo and daughters
871066471,0--8194,spie
3294453,0--88331,j j binns
921510291,1--78017,bcs learning and development limited
1013925687,0--521,cambridge university press
13563377,0--8048,c e tuttle co
8155494,0--89673,excalibur books
8155494,0--671,excalibur books
908064603,1--78398,packt publishing
1012844817,1--351,routledge
931945775,1--4215,viz media
24358506,0--912674,national association for the education of young children
24358506,0--935989,national association for the education of young children
959037218,0--7897,pearson
20256818,0--449,ballantine
879878454,1--118,wrox
1033482200,0--7382,da capo life long
793099403,1--4454,parragon
951750181,1--5002,gary wittmann
1044780339,1--138,routledge
1052836615,0--900814,reece winstone archive and publishing
1090653460,1--7324712,13th and joan
908061613,1--4649,scholarlyeditions
14042953,0--434,heinemann
1058941429,0--8032,university of nebraska press
1049986866,1--4725,bloomsbury academic
870414956,0--85728,anthem press
760092081,0--340,hodder children's books
45850691,0--312,st martin's griffin
40194979,0--451,signet
493755731,0--434,heinemann
219864357,0--444,north holland pub co
810410922,1--85302,jessica kingsley publishers
1065769448,0--87352,modern language association of america
900544513,0--470,wiley blackwell
936303050,0--19,oxford university press
908063046,1--4666,igi publishing
816765112,1--897493,legas
1081309000,1--4196,author
880878468,1--61164,westminster john knox press
936219717,0--7851,marvel worldwide inc
840507418,981--4329,world scientific
8368974,0--8478,rizzoli
6030841,0--373,harlequin
1030569903,1--60845,morgan and claypool
958778977,0--19,oxford university press
858043267,0--7525,parragon
959596576,1--350,bloomsbury academic
173317779,0--449,fawcett juniper
34578588,0--590,scholastic
783520892,0--8341,beacon hill press of kansas city
897883015,1--55581,asm press
1017589459,1--4786,waveland press inc
751733756,1--60706,image comics
908372305,0--606,scholastic inc
937900583,0--307,knopf doubleday publishing group
1052501896,1--78714,emerald group publishing limited
26137114,0--7134,batsford
42291029,0--89526,regnery publishing inc
959005986,1--59992,walnut springs press
929903159,1--78491,archaeopress
894171075,1--4724,ashgate
894171075,0--7546,ashgate
894171075,1--322,ashgate
900887655,1--4832,pergamon press
1052793522,1--338,scholastic inc
1045202017,1--5362,candlewick press
1081074464,0--9762743,veronica lane books
859094380,0--670,viking
951222525,1--4833,sage publications
757697436,0--425,berkley prime crime
958121950,1--5051,tan books
41560876,1--56076,tsr
493730458,0--12,elsevier
758540067,3--642,springer
45219430,0--8222,dramatists play service inc
1089596003,0--13,prentice hall
22257221,0--7195,john murray
1048595508,1--350,bloomsbury academic
20320318,0--14,penguin books
862788695,1--937707,manhattan prep
1004237450,1--943402,down and out books
951468782,0--613,raintree
809410232,1--59722,bbc audiobooks
915042673,83--7656,versita versita limited
21134369,0--380,avon books
1047530668,1--4988,gideon informatics inc
949219076,1--5098,hachette books
949219076,0--316,hachette books
1079422417,1--5040,mysteriouspress com open road integrated media inc
909906425,0--9929147,global partners digital
954005914,0--309,national academies press
1015847757,0--7503,iop publishing
883869751,1--4494,andrews mcmeel publishing
863047169,1--4668,st martin's press
863194158,1--4614,springer
865192290,0--7089,charnwood
960742013,0--9861524,moon pie press
891383578,1--317,routledge
891383578,1--315,routledge
891383578,1--322,routledge
620150186,1--4401,authors choice press
869454749,0--87462,marquette university press
1037001281,1--5441,create space independent publishing platform
78210,0--8371,greenwood press
907377386,0--87808,practical anthropology
1002799413,1--934309,cdl press
7999017,0--87951,overlook press
1080180326,1--926890,tradewind books
958064102,0--241,hamish hamilton
539254589,0--06,harpertrophy
949263815,0--7294,voltaire foundation
941876311,0--205,routledge taylor and francis group
941876311,1--138,routledge taylor and francis group
1079365692,1--138,routledge productivity press
884588494,1--315,routledge
611464422,0--394,beginner books
911277709,0--07,mcgraw hill
896834747,1--62157,regnery publishing
655840676,1--283,international monetary fund
655840676,1--4552,international monetary fund
767532386,1--60734,charlesbridge
884480470,1--59193,adventure publications inc
874143180,1--315,psychology press taylor and francis group
867897901,0--7195,j murray
490069503,0--19,oxford university press
867382457,0--08,pergamon press
607080161,1--4269,trafford pub
47147867,0--268,university of notre dame press
301630831,0--8093,london
691927903,1--4443,john wiley and sons ltd
187408738,0--86232,zed books
1016053333,1--4234,g schirmer inc
966377515,1--4724,routledge taylor and francis group
946736120,1--61863,bookstand publishing
757106637,0--306,kluwer academic publishers
867533606,1--62703,humana press
828546122,0--545,scholastic
857214963,1--62808,nova science publishers
889270226,1--315,routledge
751856708,0--07,mcgraw hill co
757358576,0--408,butterworths
896826333,1--939014,great books foundation
809165759,1--68015,american society of plumbing engineers
809165759,1--61344,american society of plumbing engineers
809165759,1--891255,american society of plumbing engineers
949850931,1--4104,thorndike press
5563503,0--312,st martin's press
34539393,0--415,routledge
906802618,1--5084,13 press
1051238956,1--944695,bookheaded learning llc
935242531,0--19,oxford university press
1002028268,1--351,routledge
31786858,0--7910,chelsea house
1054105358,0--9979518,sfk press
40163224,0--8125,forge
32053036,0--307,golden book
879497279,0--7451,firecrest pub
427363681,0--665,cassell petter and galpin
1082701217,0--665,w briggs
1016565970,1--4328,thorndike press large print
61151491,0--203,routledge taylor and francis group
61151491,0--415,routledge taylor and francis group
1082788377,1--4426,university of toronto press
933761477,0--440,corgi books
191931910,0--06,harperperennial
701242625,0--226,university of chicago press
911322236,0--8077,teachers college columbia university
900016988,1--63177,mascot books
10605259,0--915829,imago imprint inc
440896310,0--486,dover publications
897418479,1--4081,bloomsbury methuen drama
897418479,1--4725,bloomsbury methuen drama
940772790,0--446,grand central publishing
221588154,0--7089,ulverscroft
921989447,3--642,springer
878140596,0--203,routledge
865211959,0--06,harpercollins
1061755569,1--84223,poolbeg press ltd
224200230,0--7502,hodder wayland
841912682,0--226,university of chicago press
8084115,0--87011,kodansha international
232261871,0--691,princeton university press
40662466,0--446,warner books
874151698,1--315,routledge
865066552,1--4073,archaeopress
875173366,1--4288,content technologies inc
967067592,1--250,st martin's griffin
917119904,0--203,taylor and francis group
917119904,0--415,taylor and francis group
1056994515,0--230,palgrave macmillan
299413839,0--262,mit press
878183145,1--4426,university of toronto press
494941557,0--553,bantam books
679948954,0--915099,fc and a
1089523217,0--7232,frederick warne
1024161910,1--62825,project management institute incorporated
41147518,0--373,worldwide
858843907,1--62798,dreamspinner press
956523368,0--7535,virgin books
712024819,1--139,cambridge university press
921822975,0--19,oxford university press
2790656,0--8070,beacon press
883412762,0--545,scholastic
883366109,0--323,elsevier saunders
929030443,0--571,faber and faber
659392204,1--60780,world trade press
910370433,0--393,norton
1001441276,1--68324,center point large print
960387459,1--5108,materials research society
962140706,1--5013,bloomsbury academic
14696688,0--09,howard baker
897975809,1--902741,summertown publishing
12100657,0--226,university of chicago press
760002710,1--890348,theory time
919300060,1--4472,pan books
1049751969,0--8106,national education association of the united states
904963050,0--545,scholastic inc
917187545,0--9553741,richard dennis
891386285,0--203,routledge
891386285,1--138,routledge
891386285,1--135,routledge
891386285,0--415,routledge
921190822,1--4732,gollancz
936690275,1--4472,pan books
795362033,0--375,modern library
881386848,1--4704,american mathematical society
1090849738,1--78594,bbc books
958623476,1--4742,bloomsbury
869474378,0--14,penguin books
1023815673,0--8063,genealogical pub co
524279,0--397,lippincott
860833784,1--322,portfolio penguin
860833784,1--101,portfolio penguin
300734520,0--380,quill
944380400,1--4767,simon451
16648636,0--14,penguin
953248947,1--4331,peter lang
904262048,1--78279,moon books
1017954577,1--911188,windgather press
844461449,0--7643,schiffer publishing ltd
1091634302,1--64385,simon and schuster
1008570451,1--62145,home service publications
1008570451,1--61765,home service publications
11918228,0--312,bluejay books
1061015235,0--8213,world bank
237162275,0--674,harvard university press
1058282472,1--4767,scribner
1014366705,1--5247,penguin random house
16377607,0--340,knight books
300018842,0--87170,asm international
874149854,1--315,psychology press
319766531,0--440,dell yearling
19410301,0--451,new american library
14903838,1--55504,chivers press
14903838,0--7451,chivers press
964876453,0--12,gpp
1014098699,1--138,routledge
1014098699,1--315,routledge
1014098699,1--317,routledge
859088802,0--14,puffin books
1033570289,1--4481,dell
891386118,1--315,routledge
1082543122,1--315,routledge
935462496,1--84869,little tiger press
923004431,1--4214,johns hopkins university press
491959577,0--7923,kluwer academic publishers
1005082535,0--7945,edc publishing
727992930,0--14,penguin books
1025337086,1--78274,amber books
39622053,0--13,prentice hall
1019728422,1--84861,shearsman books
932021190,1--68020,mitchell lane publishers
18747211,0--201,addison wesley pub co
858034495,0--7089,thorpe
953179531,3--319,springer
779048832,0--06,harper and row
1084337717,3--03785,trans tech publications ltd
824532152,0--415,routledge
1039770599,1--4012,vertigo is a trademark of dc comics
29015701,0--19,oxford university press
757856396,1--58243,counterpoint
889524458,1--4652,kendall hunt publishing company
493469045,0--415,routledgefalmer
879831200,3--540,springer
879831200,0--387,springer
1076669583,0--394,pantheon books
800621026,0--87011,kodansha international
9508940,0--86009,magna print books
872674751,0--85781,united press ltd
2331514,0--679,d mckay co
1054234308,0--7614,marshall cavendish
1017997056,0--231,columbia university press
50812106,0--439,scholastic
1020239414,1--5062,kaplan publishing
495313275,0--7131,e arnold
1040985258,1--940575,durandus
1021403771,1--84822,lund humphries
879476310,0--373,harlequin love inspired suspense
1056997848,1--85269,mantra
75288172,1--4054,parragon publishing
872367741,1--62011,duke classics
69171778,1--58542,j p tarcher putnam
180702864,0--7884,heritage books
948771368,0--8373,national learning corporation
891398677,0--913063,mountcastle company
3091751,0--349,abacus
492382926,0--8204,p lang
491586815,0--14,penguin books
892479167,0--310,zondervan
37277450,0--345,random house
37277450,0--679,random house
316835196,0--8038,communication arts books
614269074,0--439,scholastic
614269074,1--4156,scholastic
1050343678,1--4767,pocket star books
903423112,1--4426,university of toronto press
962878983,0--9834917,overcup press
1014475358,0--262,mit press
1038025610,0--520,university of california press
20756721,0--7089,f a thorpe
13283389,0--9602676,perseverance press
41528047,1--55798,american psychological association
428925923,0--307,dell pub
869895243,1--118,john wiley and sons
1087821294,0--471,wiley
904260812,1--78373,north parade publishing
236389643,1--4395,heinemann library
942367964,1--305,cengage learning
936144758,1--4104,by amy clipston
224085879,0--665,dodge pub co
891399555,1--4698,wolters kluwer
494562598,0--8311,industrial press
905866204,1--4666,igi publishing
884309186,1--940598,book pub network
54837885,1--4131,dell yearling
54837885,0--440,dell yearling
17301033,0--393,norton
61132442,90--411,kluwer law international
860350527,1--926895,apple academic press
936683095,0--06,william morrow
927168058,3--319,springer
959615254,0--573,samuel french
1023781174,1--4677,lerner publications
944087591,1--68080,abdo kids
4136481,0--8391,university park press
1043966245,1--138,routledge
1028999211,1--4749,usborne
612996131,0--8264,continuum
263626542,0--309,national academy press
721362482,1--55547,river publishing
854568403,1--61277,black squirrel books
854568403,1--306,black squirrel books
10622357,0--7089,ulverscroft
1097163743,1--351,routledge
30138,0--356,ballantine books
932123291,1--4408,praeger
1047523738,1--351,routledgw
907776953,1--4408,praeger
849691415,0--13,prentice hall
937952767,0--396,dodd mead
961415380,1--302,marvel worldwide inc a subsidiary of marvel entertainment llc
870339830,0--7369,harvest house publishers
874175575,1--4724,ashgate publishing company
1007384970,1--338,scholastic inc
905969584,1--59726,island press
1053883499,1--78099,compass books
1023859141,1--912248,repeater
40177331,0--345,del rey ballantine
939502080,1--62674,university press of mississippi
944011455,1--4725,bloomsbury arden shakespeare
1047531286,1--77188,apple academic press
1047531286,1--351,apple academic press
893677968,0--323,elsevier
1032010469,1--926685,douglas and mcintyre
318423003,0--8054,b and h publishing group
959294790,0--15,houghton mifflin harcourt
1821049,0--15,harcourt brace jovanovich
1021406525,1--315,routledge
1061504419,1--4812,ccg inc
865291867,1--4084,bbc audiobooks
869525033,0--674,harvard university press
1097084115,1--283,international monetary fund
1097084115,1--4552,international monetary fund
1097084115,1--4623,international monetary fund
758911448,0--09,vintage books
840487047,1--267,proquest
694520213,0--405,arno and the new york times
940727731,0--8132,catholic university of america press
911223347,1--315,routledge
911223347,1--56324,routledge
466144628,0--8027,walker and co
712738040,1--58899,comicsone
23110023,0--8256,oak publications
890957226,1--55451,annick press
907621687,1--107,cambridge university press
932302314,1--138,routledge
857985671,0--13,prentice hall
908649518,0--06,harpercollins publishers
1069731010,1--4422,rowman and littlefield
1030942679,1--68255,archie comic publications
224618623,0--330,picador
1022794523,0--12,elsevier
1034960461,1--4214,johns hopkins university press
912322941,1--63409,shiloh run press
795626193,0--440,dell
944380951,1--138,routledge taylor and francis group
825056028,1--137,palgrave macmillan
758773869,1--4419,springer
220470514,0--263,mills and boon
416159695,0--385,delacorte press seymour lawrence
800929689,1--57823,juris
215920,0--8423,tyndale house publishers
319832057,1--4302,apress
27942651,0--06,harpertrophy
1006451037,1--350,bloomsbury academic
31075111,0--671,pocket books
1023492924,0--465,basic books
857590089,1--136,routledge
1011124241,1--351,routledge
432996830,0--9802385,viper comics
920677845,1--4991,ann m hess
442096068,0--521,cambridge university press
868050382,1--59884,abc clio
35919189,0--7089,ulverscroft
492876254,0--415,routledge
828416294,0--7486,edinburgh university press
491342139,1--86100,wrox press
20607562,0--915132,nilgiri press
854905190,1--908824,fingerpress ltd
904316115,1--61164,westminster press
945923924,0--268,university of notre dame press
495559947,0--635,gallipade international
748805034,0--7394,random house large prints
748805034,0--515,random house large prints
1090098768,0--00,harpercollins
933722338,1--62692,seven seas entertainment llc
862990465,90--04,brill
874151501,1--315,routledge
3435444,0--553,bantam books
3435444,0--87720,bantam books
3435444,0--15,bantam books
1078898881,1--338,scholastic inc
946787916,1--138,routledge
918877862,1--62681,diversion books
33094238,1--56159,macmillan publishers
927145614,0--9912268,keep the faith
866800012,0--7866,mel bay publications
1043670131,1--5022,diane craver
8389140,0--671,avon books
8389140,0--380,avon books
8389140,1--4169,avon books
319925483,0--88385,mathematical association of america
873733348,1--84584,veloce
882036,0--06,harper and row
1039319569,0--19,oxford university press
872678934,1--84816,imperial college press
835574420,0--520,university of california press
945213418,0--9960803,bent pine publishing
1078812058,0--8476,rowman and littlefield
8570356,0--419,e and f n spon
946059617,1--4449,hodder children's books
1035115757,0--8122,university of pennsylvania press
1035115757,1--5128,university of pennsylvania press
893684158,1--4649,scholarlyeditions
25404433,0--553,bantam books
1083741781,1--84149,orbit
1083741781,0--356,orbit
7007430,0--8264,continuum
429381002,0--452,plume book
1080251827,1--138,routledge
751050230,0--224,jonathan cape
9081188,0--06,barnes and noble books
896857909,1--4649,scholarlyeditions
867911778,0--292,university of texas press
1019855888,0--7851,marvel worldwide inc a subsidiary of marvel entertainment llc
152356549,0--7064,octopus books
936316803,0--9909020,hotchkiss publishing
944251201,1--944216,hierarchy publishing llc
876043847,0--7546,ashgate
876043847,1--4094,ashgate
780862875,0--520,university of california press
932308699,1--321,proquest
949987708,1--138,routledge
55872857,0--7607,barnes and noble books
808343780,0--85765,summersdale publishers ltd
922728804,1--59471,ave maria press
930759157,0--8039,sage pub
1063794588,1--5419,baby professor
1023433261,1--5011,37 ink atria
908633244,1--139,cambridge university press
19737236,0--88195,american school of needlework
20224550,0--521,cambridge university press
905524489,1--78023,reaktion books
945483330,1--284,jones and bartlett learning
1083307024,1--76033,australian national audit office
671715017,1--4231,hyperion paperbacks for children
935355352,0--06,harper festival
920541464,0--7190,manchester university press
865219358,0--7534,houghton mifflin
1025366005,0--7494,kogan page limited
490020658,0--387,springer
1090361677,0--8010,baker book house
948290964,0--89703,wooden shore l l c
1013378312,1--931536,edizioni press
1034975778,1--316,cambridge university press
1034975778,1--107,cambridge university press
872634404,1--306,mariner books houghton mifflin
1032827730,0--7648,liguori
965479370,0--226,wilhelm fink verlag
42725075,0--451,signet
931626506,1--78416,black swan
13063519,0--452,new american library
1013721213,1--78491,archaeopress publishing ltd
865254510,1--4056,bbc audiobooks
909039217,0--393,norton
4474396,0--345,ballantine books
48650587,1--4000,c potter
57967400,1--57423,ecco
764442714,1--4215,viz
859837299,1--299,pearson
859837299,1--292,pearson
1041193975,1--138,routledge
493729481,0--19,oxford university press
1059291149,1--138,routledge taylor and francis group
408572686,1--57768,mcgraw hill children's pub
41355668,0--439,harpertrophy a registered trademark of harpercollins publishers inc
41355668,1--4287,harpertrophy a registered trademark of harpercollins publishers inc
41355668,1--4395,harpertrophy a registered trademark of harpercollins publishers inc
41355668,0--06,harpertrophy a registered trademark of harpercollins publishers inc
41355668,0--329,harpertrophy a registered trademark of harpercollins publishers inc
895771281,0--415,routledge
932365715,0--7851,marvel worldwide inc
966363710,0--8052,schocken books
1042351987,1--4736,yellow kite
896857182,1--4649,scholarlyeditions
810774444,0--14,puffin
