F001_a,leader_18,isbn_tag,F008_0710,F040_e,F260_is,F264_is,F26x_b_cleaned,F26x_b_cleaned_pro
904112145,i,1--138,2015,0,1,0,routledge,routledge
44087384,a,0--451,2000,0,1,0,new american library,new american library
911265756,i,1--137,2015,1,0,1,palgrave macmillan,palgrave macmillan
1046095658,a,0--8264,2003,0,1,0,bloomsbury academic,bloomsbury academic
967512530,i,1--4847,2013,1,0,1,disney press,disney press
708338108,i,0--415,1996,0,1,0,routledge,routledge
441743538,i,1--4051,2006,0,1,0,blackwell,blackwell
15017370,a,0--87951,1987,0,1,0,overlook press,overlook press
813657996,i,0--470,2008,0,1,0,john wiley and sons,john wiley and sons
962222898,i,1--68324 ;; 1--101,2016,1,0,1,ballantine books,ballantine books
1005088960,i,0--7352,2017,1,0,1,portfolio/penguin,portfolio penguin
953234781,i,1--60732,2016,1,0,1,university press of colorado,university press of colorado
953738331,i,1--61229,2018,1,0,1,common ground research networks,common ground research networks
904308916,a,1--936959,2012,0,2,0,nsta press,nsta press
1097150551,i,1--134,2015,0,0,1,routledge,routledge
1008553666,i,1--138,2018,1,0,1,routledge,routledge
921995214,i,1--78348,2015,0,1,0,rowman and littlefield international,rowman and littlefield international
946728718,i,1--316,2016,1,0,1,cambridge university press,cambridge university press
1059250852,i,0--231,2018,1,0,1,columbia university press,columbia university press
1016496915,i,1--910126,2016,1,0,1,boxer books,boxer books
880943514,i,1--4912,2013,1,0,1,mary jones day,mary jones day
929985497,i,1--938835,2016,1,0,1,sigma theta tau international,sigma theta tau international
435167150,i,0--86283,1987,0,1,0,colour library books,colour library books
957580653,i,1--4899,2016,1,0,1,springer,springer
1016304034,i,1--118,2016,1,0,1,john wiley and sons ltd,john wiley and sons ltd
867924621,a,1--4215,2009,0,1,0,viz media,viz media
862855150,i,0--615,2012,0,1,0,strong hold publishing,strong hold publishing
948671035,i,1--59051,2016,1,0,1,other press,other press
1042097004,i,0--8021,2019,1,0,1,atlantic monthly press,atlantic monthly press
11425212,a,0--8317,1983,0,1,0,gallery books,gallery books
1000436930,i,981--10,2016,1,0,1,springer berlin heidelberg,springer berlin heidelberg
40615259,a,0--9667043,1998,0,1,0,hoot owl books,hoot owl books
30837826,a,0--486,1994,0,1,0,dover pub,dover pub
1018476804,i,1--5387,2018,1,0,1,grand central publishing,grand central publishing
1097614093,i,1--7270,2018,1,0,1,fableprint,fableprint
9385138,a,0--85345,1971,0,1,0,monthly review press,monthly review press
16571095,a,0--671,1987,0,1,0,washington square press,washington square press
13100602,a,0--14,1973,0,1,0,penguin books,penguin books
690523000,i,3--11,2009,0,1,0,w.de gruyter,w de gruyter
1014342633,i,0--8117,2017,1,0,1,stackpole books,stackpole books
1091698140,i,1--118,2019,1,0,1,john wiley and sons inc,john wiley and sons inc
13979256,a,0--8018,1985,0,1,0,johns hopkins university press,johns hopkins university press
1083101195,i,0--87148,2002,1,0,1,church of god school of ministry,church of god school of ministry
1096454351,i,0--19,1997,1,0,1,oxford university press,oxford university press
440282514,i,1--4338,2010,0,0,1,american psychological association,american psychological association
895033933,i,1--4798,2014,0,1,0,new york university press,new york university press
759599903,a,0--7190,2009,0,1,0,manchester university press,manchester university press
31006393,a,0--521,1993,0,1,0,cambridge university press,cambridge university press
493820105,i,0--380,1973,0,1,0,avon,avon
960969047,i,1--4724,2017,1,0,1,"routledge, taylor and francis group",routledge taylor and francis group
908468993,i,1--4511,2015,0,1,0,wolters kluwer,wolters kluwer
867078382,i,1--4073,2013,1,0,1,archaeopress,archaeopress
1064720263,i,1--78319,2016,1,0,1,oberon books,oberon books
821918349,a,1--4424,2012,0,1,0,margaret k. mcelderry books,margaret k mcelderry books
914573101,i,0--9903588 ;; 0--9899978,2015,1,0,1,james lange,james lange
17397935,a,0--553,1988,0,1,0,bantam books,bantam books
868165234,i,0--19,2010,0,1,0,oxford university press,oxford university press
19721854,a,0--440,1989,0,1,0,dell pub,dell pub
917255053,i,1--4091,2015,1,0,1,orion,orion
1027650240,i,1--84384,2016,1,0,1,"d.s. brewer for peterhouse, cambridge",d s brewer for peterhouse cambridge
898911636,i,0--7858,2015,0,0,1,crestline,crestline
906941808,i,1--62313,2015,1,0,1,human rights watch,human rights watch
1027205857,i,1--60846,2017,1,0,1,haymarket books,haymarket books
1073032515,i,1--4746,2017,1,0,1,weidenfeld and nicolson,weidenfeld and nicolson
14212615,a,0--394,1986,0,1,0,vintage books,vintage books
613510400,i,0--472,1992,0,1,0,university of michigan press,university of michigan press
1049798920,a,0--312,1989,0,1,0,st. martin's paperbacks,st martin's paperbacks
9394167,a,0--688,1983,0,1,0,quill,quill
17354627,a,1--55504 ;; 0--7451,1988,0,1,0,chivers press,chivers press
875004251,i,1--62380,2013,1,0,1,dreamspinner press,dreamspinner press
18940951,a,0--8125,1988,0,1,0,tor,tor
10149135,a,0--14,1973,0,1,0,penguin books,penguin books
639300662,a,0--618,2009,0,1,0,houghton mifflin harcourt,houghton mifflin harcourt
55090256,i,1--884829,2004,1,0,1,american planning association,american planning association
902820169,i,1--308,2015,0,0,1,mcgraw-hill education,mcgraw hill education
1058760132,i,1--4615,1982,1,0,1,plenum press,plenum press
1029320342,i,1--108,2018,1,0,1,cambridge university press,cambridge university press
894004071,i,0--545,2012,1,0,1,scholastic,scholastic
1859728,i,0--913778,1976,1,0,1,child's world,child's world
1097135643,i,0--429,2018,1,0,1,routledge,routledge
823552493,i,1--118,2013,1,0,1,john wiley and sons inc,john wiley and sons inc
317823765,a,0--7089,1989,0,1,0,f.a. thorpe,f a thorpe
944221868,i,0--8232,2013,0,1,0,fordham university press,fordham university press
46046071,i,0--7569 ;; 0--7587 ;; 0--613 ;; 0--439,2000,1,0,1,scholastic inc,scholastic inc
849028326,i,1--4411,2013,1,0,1,bloomsbury,bloomsbury
1097108378,i,1--351,2017,1,0,1,"routledge, taylor and francis group",routledge taylor and francis group
1086316143,i,0--89308,2018,1,0,1,southern historical press,southern historical press
865697661,i,0--9923078,2013,1,0,1,institute of foresters of australia,institute of foresters of australia
1043774390,i,0--310,2018,1,0,1,zonderkidz,zonderkidz
915373270,i,0--7364,2014,1,0,1,golden books,golden books
937797327,a,0--345,2010,0,1,0,ballantine books trade paperbacks,ballantine books trade paperbacks
1067213738,i,0--253,2011,1,0,1,indiana university press,indiana university press
865853481,i,0--8047,2014,1,0,1,stanford university press,stanford university press
320622174,a,0--7126,1998,0,1,0,pimlico,pimlico
967028938,i,1--328,2017,1,0,1,mariner books/houghton mifflin harcourt,mariner books houghton mifflin harcourt
961408429,i,0--19,2017,1,0,1,oxford university press,oxford university press
933281753,a,0--86196,2012,0,1,0,john libbey publishing,john libbey publishing
1019995611,i,1--351,2017,1,0,1,legenda,legenda
1037892778,i,1--4351,2017,1,0,2,sandy creek,sandy creek
1081044105,i,1--338,2018,1,0,1,scholastic inc,scholastic inc
1013434119, ,0--250,1974,0,0,1,ann arbor science publishers,ann arbor science publishers
950901645,i,0--544,2016,1,0,1,"mariner books, houghton mifflin harcourt",mariner books houghton mifflin harcourt
20742285,i,0--8292,1989,1,0,1,riverside publishing company,riverside publishing company
880528752,i,1--59538,2013,1,0,1,fo jiao da cang jing ji jin hui,fo jiao da cang jing ji jin hui
1081326141,i,1--337,2019,1,0,1,cengage,cengage
1004834510,i,1--350,2017,1,0,1,bloomsbury methuen drama,bloomsbury methuen drama
76171562,a,0--8063,2006,0,1,0,clearfield,clearfield
954253851,i,1--4994,2016,1,0,1,rosen publishing's rosen central,rosen publishing's rosen central
1007637929,i,0--14,2017,1,0,1,puffin books,puffin books
263616250,a,0--674,1979,0,1,0,harvard university press,harvard university press
1082588850,a,0--665,1981,0,1,0,lawson and jones,lawson and jones
33833684,a,0--684,1995,0,1,0,simon and schuster,simon and schuster
1001849983,a,1--899933,2005,0,1,0,old school press,old school press
318575268,a,1--84507,2008,0,1,0,frances lincoln children's,frances lincoln children's
812034529,a,0--521,2011,0,1,0,cambridge university press,cambridge university press
807797224,a,1--62276,2012,0,1,0,combustion institution,combustion institution
1047958611,i,0--19,2018,1,0,1,oxford university press,oxford university press
1045447035,i,1--306 ;; 1--4724 ;; 1--315,2014,1,0,1,ashgate,ashgate
866997898,i,0--7864,2013,0,1,0,mcfarland,mcfarland
1015264367,i,0--544,2018,1,0,1,houghton mifflin harcourt,houghton mifflin harcourt
865223680,a,0--89733,2004,0,1,0,academy chicago pub,academy chicago pub
1030761788,i,1--4742,2017,1,0,1,bloomsbury academic,bloomsbury academic
904314640,a,1--61075,2014,0,2,0,university of arkansas press,university of arkansas press
908764311,i,1--5084,2015,1,0,1,ogee zakamora publications,ogee zakamora publications
1023019788,i,1--312,2018,1,0,1,ernest bywater,ernest bywater
1075609940,i,1--4104,2014,1,1,0,thorndike press.,thorndike press
320274729,a,0--451,2007,0,1,0,signet,signet
219006194,i,0--06,1972,0,1,0,barnes and noble,barnes and noble
962750109,i,1--138,2017,1,0,1,"routledge, taylor and francis group",routledge taylor and francis group
911240511,i,1--4522,2016,1,0,1,sage,sage
1039637316,i,1--902937,2017,1,0,1,"mcdonald institute for archaeological research, university of cambridge",mcdonald institute for archaeological research university of cambridge
889315931,i,0--8153 ;; 1--135 ;; 1--315,2013,1,0,1,routledge,routledge
1080239508,i,1--4418,2009,0,1,0,brilliance audio,brilliance audio
954233426,i,0--19,2015,1,0,1,oxford university press,oxford university press
925398010,i,0--606 ;; 0--14 ;; 0--451,2017,0,0,1,puffin books,puffin books
1050565255,i,1--4399,2019,1,0,1,temple university press,temple university press
643617282,a,0--500,2006,0,1,0,thames and hudson,thames and hudson
890727023,i,1--4802,2013,1,0,1,createspace independent publishing platform,createspace independent publishing platform
1017081768,i,3--11,2018,1,0,1,walter de gruyter gmbh,walter de gruyter gmbh
6873279,i,0--246,1980,1,0,1,granada publishing limited,granada publishing limited
887100989,i,0--9703964,2014,1,0,1,desperation press / turnrow books,desperation press turnrow books
949338926,i,1--315,2016,1,0,1,routledge,routledge
870267702,i,0--7493,1997,0,1,0,mandarin,mandarin
1011176556,i,1--315,2018,0,0,1,routledge,routledge
42685778,a,0--85009,1994,0,1,0,word pub,word pub
775301753,a,1--933820 ;; 1--4571,2011,0,1,0,rosenfeld media,rosenfeld media
908162397,i,88--7498,2014,0,1,0,rovereto (tn),rovereto tn
397075252,a,0--14,1983,0,1,0,penguin books,penguin books
1028588686,i,1--64263,2018,0,0,1,waterhouse press,waterhouse press
183192057,a,0--7607,2006,0,1,0,barnes and noble,barnes and noble
491540496,i,1--55850,1996,0,1,0,adams media corp.,adams media corp
809726999,a,1--86340,1998,0,1,0,compass press,compass press
1048769109,i,1--941610,2018,1,0,1,fons vitae,fons vitae
776973555,a,0--553,2011,0,1,0,bantam books,bantam books
635570175,i,0--665,1980,0,1,0,burrows,burrows
965355159,i,0--263,2017,1,0,1,mills and boon,mills and boon
881436423,i,1--316,2014,1,0,1,cambridge university press,cambridge university press
897513765,i,0--85780,2012,1,0,1,igloobooks,igloobooks
446887, ,0--87529,1972,0,1,0,hallmark,hallmark
20150728,a,0--373,1989,0,1,0,harlequin books,harlequin books
960239247,i,1--250,2017,1,0,1,thomas dunne books/st. martin's press,thomas dunne books st martin's press
904421555,a,1--4724,2015,0,1,0,ashgate,ashgate
1049572429,i,1--61244,2018,1,0,1,halo publishing international,halo publishing international
15876761,i,0--313,1965,0,1,0,harper torchbooks,harper torchbooks
928895189, ,1--84821,2013,0,0,1,iste,iste
1084348274,i,0--309,2017,0,1,0,national academies press,national academies press
690438572,i,0--230,2010,0,1,0,palgrave macmillan,palgrave macmillan
809478454,a,1--86230,2010,0,1,0,red fox,red fox
60525367,i,82--591,2002,1,0,1,"ponyclub, stabenfeldt a/s",ponyclub stabenfeldt a s
1032291148,i,1--138,2018,1,0,1,routledge,routledge
857384566,i,1--4700,2012,1,0,1,createspace?,createspace
1044769125,i,0--8153,2018,1,0,1,routledge,routledge
951212542,i,1--78589,2016,1,0,1,matador,matador
878531127,i,0--545,2013,1,0,1,scholastic,scholastic
942696994,i,1--5237,2016,0,1,0,gemma halliday publishing,gemma halliday publishing
1035015162,i,1--62424,2017,1,0,1,exponential,exponential
957077702,i,1--316,2016,1,0,1,cambridge university press,cambridge university press
947964341,i,1--5238,2016,1,0,1,royalty publishing house,royalty publishing house
872672901,i,981--4449,2014,1,0,1,world scientific,world scientific
207087, ,0--8371,1971,0,1,0,greenwood press,greenwood press
949255853,i,1--61230,2015,1,0,1,new word city inc,new word city inc
933299934,i,1--84717,2015,1,0,1,o'brien press ltd,o'brien press ltd
184749737,a,0--670,1969,0,1,0,viking,viking
42920716,i,0--8122,2000,0,0,1,university of pennsylvania press,university of pennsylvania press
1003861854,i,1--55844,2016,1,0,1,lincoln institute of land policy,lincoln institute of land policy
898211237,i,1--118,2015,1,0,1,"agu, american geophysical union",agu american geophysical union
1019817715,i,0--415,2016,1,0,1,"routledge, taylor and francis group",routledge taylor and francis group
872730283,a,1--84949,2014,0,0,1,quadrille publishing,quadrille publishing
879576523,i,1--4704,2005,1,0,1,american mathematical society,american mathematical society
921166637,i,1--62557,2015,1,0,1,black lawrence press,black lawrence press
946604378,i,1--910118,2016,1,0,1,european council on foreign relations (ecfr),european council on foreign relations ecfr
875017826,i,1--61200,2014,1,0,1,casemate,casemate
910250719,i,1--880675,2015,1,0,1,creative enterprises,creative enterprises
414957297,a,0--89024,1999,0,1,0,kalmbach pub,kalmbach pub
880940778,i,0--545,2013,1,0,1,scholastic,scholastic
878141863,i,1--4832,1991,1,0,1,pergamon press,pergamon press
2108980,i,0--06,1975,0,1,0,harper and row,harper and row
33893227,a,1--56619,1995,0,1,0,barnes and noble books,barnes and noble books
915041513,a,0--8036,2015,0,1,0,f.a. davis company,f a davis company
1029352516,i,1--315,2018,1,0,1,routledge,routledge
137376, ,0--405,1970,0,1,0,arno,arno
909901527,i,1--78398,2015,1,0,1,packt publishing,packt publishing
910237683,i,1--4724,2015,1,0,1,ashgate,ashgate
16752972,a,0--8010,1987,0,1,0,baker book house,baker book house
48367979,a,1--56024,1997,0,1,0,haworth press,haworth press
1050448503,i,1--68350,1998,0,0,1,chandler house press,chandler house press
781037383,i,0--230,2011,0,1,0,macmillan,macmillan
3010326,i,0--670,1976,0,1,0,viking press,viking press
947794519,i,1--4987,2017,1,0,1,crc press/taylor and francis group,crc press taylor and francis group
945357276,i,1--4744 ;; 0--7486,2016,1,0,1,edinburgh university press,edinburgh university press
611500992,a,0--8220,1990,0,1,0,cliffs notes,cliffs notes
922474712,i,1--61373 ;; 0--89733,1990,1,0,1,academy chicago publishers,academy chicago publishers
35777332,i,0--262,1997,1,0,1,mit press,mit press
874151498,i,1--315,2013,1,0,1,routledge,routledge
836762781,i,1--60899,2010,0,0,1,wipf and stock publishers,wipf and stock publishers
304494686,a,0--7569 ;; 0--316,2008,0,1,0,"little, brown",little brown
494222607,i,0--8028,2007,0,1,0,eerdmans publishing company,eerdmans publishing company
1049747657,a,0--380,1994,0,0,1,avon books,avon books
871200308,i,1--62899,2014,1,0,1,center point large print,center point large print
491031630,i,0--444,2000,0,0,1,elsevier,elsevier
29997939,a,0--06,1994,0,1,0,harperpaperbacks,harperpaperbacks
1015930418,i,0--9727571,2017,1,0,1,family life center publications,family life center publications
931597252,i,1--78125,2015,1,0,1,profile books,profile books
1097115259,i,3--11,2017,0,0,1,de gruyter,de gruyter
1038775454,i,1--5095,2018,1,0,1,polity,polity
708371536,i,0--521,1990,0,1,0,cambridge university press,cambridge university press
1097143242,i,1--118 ;; 1--62198 ;; 1--280,2012,1,1,1,wiley,wiley
1047531330,i,1--350,2019,1,0,1,bloomsbury academic,bloomsbury academic
878139489,i,0--544,2014,1,0,1,houghton mifflin harcourt publishing,houghton mifflin harcourt publishing
1099134239,i,0--14,1980,1,0,1,penguin books,penguin books
1076628722,i,0--19,2018,1,0,1,oxford university press,oxford university press
1011345117,i,1--4166,2015,1,0,1,ascd,ascd
946255887,a,0--7432,2001,0,1,0,touchstone,touchstone
2146771,i,0--8151,1976,0,1,0,year book medical publishers,year book medical publishers
1097164152,i,1--351,2016,0,0,1,routledge,routledge
1050357902,i,1--64129,2007,1,0,1,soho crime,soho crime
1018057014,i,3--319,2018,1,0,1,springer science+business media,springer science business media
437753665,i,0--230,2008,0,1,0,palgrave macmillan,palgrave macmillan
962466541,i,0--7505,2016,1,0,1,magna large print books,magna large print books
912234797,i,0--00,2015,1,0,1,harpercollins,harpercollins
925191743,i,0--8112,1983,0,1,0,new directions pub. corp.,new directions pub corp
852806739,i,0--85793,2013,1,0,1,edward elgar,edward elgar
12810017,a,0--8160,1986,0,1,0,facts on file,facts on file
1014121897,i,0--19,2018,1,0,1,oxford university press,oxford university press
899003229,i,1--4831,1965,1,0,1,pergamon press,pergamon press
926149376,i,0--345,1978,0,1,0,ballantine books,ballantine books
1003854869,i,1--5095,2018,1,0,1,polity press,polity press
1051223494,i,0--7614,1999,1,0,1,marshall cavendish,marshall cavendish
26487706,a,0--553,1979,0,1,0,bantam books,bantam books
868402916,i,3--525,2012,0,1,0,vandenhoeck and ruprecht,vandenhoeck and ruprecht
899000287,i,1--62912,2014,1,0,1,influence resources,influence resources
11443200,a,0--396,1985,0,1,0,"dodd, mead",dodd mead
502999709,a,0--545,2009,0,1,0,scholastic,scholastic
6290625,i,0--14,1976,0,1,0,penguin books,penguin books
887697421,a,1--118,2010,0,0,1,wiley publishing inc,wiley publishing inc
964428037,a,0--8161,1986,0,1,0,g.k. hall,g k hall
19563788,a,0--671,1986,0,1,0,exeter,exeter
1098352046,a,0--9601926,1981,0,1,0,self-programmed control press,self programmed control press
1055656082,i,1--4747,2019,1,0,1,raintree,raintree
1050347280,i,981--315,2019,1,0,1,mcgraw-hill education,mcgraw hill education
70409716,a,0--00,1986,0,1,0,lions,lions
491842929,i,1--86189,2002,0,1,0,reaktion,reaktion
670095854,i,0--590,1997,0,1,0,scholastic,scholastic
56883543,a,0--8439 ;; 0--85768,2004,0,1,0,dorchester pub. co,dorchester pub co
1017587295,i,0--19,2018,1,0,1,oxford university press,oxford university press
904892193,i,1--4197,2013,1,0,1,abrams appleseed,abrams appleseed
301763591,a,0--413,1978,0,1,0,methuen,methuen
1043432082,i,1--62899,2015,1,0,1,center point large print,center point large print
1090539441,i,1--108,2018,0,0,1,cambridge university press,cambridge university press
5630261,i,0--600,1970,0,1,0,hamlyn,hamlyn
1023728033,a,0--231,1995,0,1,0,columbia university press,columbia university press
819145250,i,0--19,2012,0,1,0,oxford university press,oxford university press
781826803,a,1--4104,2012,0,1,0,wheeler pub,wheeler pub
55717293,a,0--521,1991,0,0,1,cambridge university press,cambridge university press
881838972,i,3--11,2014,0,1,0,de gruyter,de gruyter
797202796,a,0--553,1986,0,1,0,"dodd, mead and co",dodd mead and co
903967069,i,1--78398,2015,1,0,1,packt publishing,packt publishing
845143358,i,0--9833933,2012,1,0,1,blackberry rhubarb press,blackberry rhubarb press
690455207,i,1--58465,2006,0,1,0,university of new hampshire press,university of new hampshire press
494078417,i,0--470,2006,0,1,0,john wiley and sons,john wiley and sons
920018886,i,0--9864373,2016,1,0,1,fence books,fence books
1010956254,i,1--63146,2018,1,0,1,navpress publishing,navpress publishing
271376631,i,0--13,1973,0,1,0,prentice-hall,prentice hall
123176563,a,0--86709,1983,0,1,0,boynton/cook publishers,boynton cook publishers
871416629,i,0--7090,1988,0,1,0,r. hale,r hale
42249773,a,0--9661585,1997,0,1,0,word press,word press
794272973,a,0--230,2012,0,1,0,macmillan children's,macmillan children's
948629822,i,0--9807460,2016,1,0,1,director of national parks,director of national parks
958938454,i,0--902054,2016,1,0,1,scottish record society,scottish record society
912278579,i,1--137,2014,0,1,0,palgrave macmillan,palgrave macmillan
1022574235,i,2--87574,2014,1,0,1,p.i.e. peter lang,p i e peter lang
41869363,a,0--8041,1999,0,1,0,ivy books,ivy books
837517465,i,0--12,2013,1,0,1,academic press,academic press
56988114,i,1--4137,2004,1,0,1,publishamerica,publishamerica
952434675,i,0--02,2016,1,0,1,mcgraw-hill education,mcgraw hill education
956624894,i,4--8053,2017,1,0,1,tuttle publishing,tuttle publishing
882263707,i,1--315,1998,1,0,1,routledge,routledge
301537236,a,0--14,1977,0,1,0,penguin books,penguin books
876512580,i,1--941311,2014,1,0,1,luminis books,luminis books
1029439008,i,0--7864,2015,0,0,1,"mc farland and company, inc, publishers",mc farland and company inc publishers
894140019,i,0--674,2014,1,0,1,ethelbert cooper gallery of african and african american art,ethelbert cooper gallery of african and african american art
920730046,i,1--107,2016,1,0,1,cambridge university press,cambridge university press
864440842,i,0--345,1980,0,1,0,ballantine books,ballantine books
639635946,a,0--7619,2000,0,1,0,sage,sage
1090208594,i,1--939023,2017,1,0,1,whitefire publishing,whitefire publishing
952326754,i,0--87848,2005,0,1,0,asia society,asia society
951645392,i,1--61103,2017,0,0,1,learningexpress,learningexpress
1001353430,i,0--7494,2017,1,0,1,kogan page,kogan page
1021097299,a,0--689,1997,0,1,0,weston woods,weston woods
958306273, ,0--678,1973,0,1,0,a.m. kelly,a m kelly
1030412060,i,0--13,2019,1,0,1,pearson,pearson
152733198,a,1--85063 ;; 0--14,1987,0,1,0,arkana,arkana
246902564,a,0--925299,1994,0,1,0,national center for nonprofit boards,national center for nonprofit boards
1016487184,a,0--439,2001,0,1,0,scholastic reference,scholastic reference
1048048041,i,1--62617,2019,1,0,1,bellwether media,bellwether media
1011112670,i,85--328,2017,1,0,1,editora ufsc,editora ufsc
834115136,i,0--9848049,2013,1,0,1,eckhartz press,eckhartz press
660980693,a,0--521,2008,0,1,0,cambridge university press,cambridge university press
56364530,i,0--590,1992,1,0,1,scholastic,scholastic
1040198059,i,1--84457,2018,1,0,1,palgrave,palgrave
213790378,i,0--8478,1977,0,1,0,rizzoli,rizzoli
780222718,i,0--7369,2008,0,1,0,harvest house publishers,harvest house publishers
863196437,i,1--932589,2014,1,0,1,sapientia press of ave maria university,sapientia press of ave maria university
16581796,a,0--412,1988,0,0,1,chapman and hall,chapman and hall
1055723284,a,0--340,2003,0,1,0,hodder children's,hodder children's
740710922,a,0--19,2004,0,1,0,clarendon press,clarendon press
1011685335,i,1--5326,2016,1,0,1,resource publications,resource publications
1027954971,i,1--5344,2018,1,0,1,simon spotlight,simon spotlight
777412154,a,1--4447,2011,0,1,0,hodder,hodder
441723012,i,0--415,2006,0,1,0,routledge,routledge
858892420,a,1--85302,1995,0,1,0,jessica kingsley publishers,jessica kingsley publishers
61764605,a,1--85830,2000,0,1,0,grandreams ltd,grandreams ltd
25768396,a,0--7451,1992,0,1,0,chivers,chivers
1090728157,i,1--5326,2019,1,0,1,cascade books,cascade books
959716958,i,0--7787,2017,1,0,1,crabtree publishing company,crabtree publishing company
957467967,i,1--339,2015,1,0,1,proquest,proquest
891397059,i,1--78046,2014,1,0,1,dunedin,dunedin
794136398,i,0--7860,2012,1,0,1,pinnacle books,pinnacle books
893672544,i,1--4623,2011,1,0,1,international monetary fund,international monetary fund
869376711,a,0--226,1991,0,1,0,university of chicago press,university of chicago press
1057084719,a,0--451,1993,0,1,0,penguin,penguin
1058967714,i,0--262,2014,1,0,1,mit press,mit press
935504876,i,1--319 ;; 1--4576,2016,1,0,1,bedford/st. martin's,bedford st martin's
1023197308,i,0--19,2015,1,0,1,oxford university press,oxford university press
949750882,i,1--78125,2016,1,0,1,profile books ltd,profile books ltd
1003909980,i,0--7509,2017,1,0,1,history press,history press
15288816,a,0--333,1985,0,1,0,macmillan,macmillan
7459151,a,0--340,1972,0,1,0,hodder and stoughton,hodder and stoughton
937632081,i,1--4403,2014,0,0,1,betterway home,betterway home
50555483,a,0--89526,2001,0,1,0,regnery pub,regnery pub
830367610,i,0--448,2013,1,0,1,penguin young readers,penguin young readers
893861987,i,1--4559,2015,1,0,1,national fire protection association,national fire protection association
449219513,a,0--7432,2009,0,1,0,simon and schuster,simon and schuster
852732503,i,1--135 ;; 1--138 ;; 0--415,2014,1,0,1,"routledge, taylor and francis group",routledge taylor and francis group
894143061,i,0--19,2014,1,0,1,oxford university press,oxford university press
490215936,i,0--08,1995,0,1,0,pergamon press,pergamon press
26626898,a,0--87614,1991,0,1,0,carolrhoda books,carolrhoda books
882241993,i,0--567,2010,1,0,1,t and t clark,t and t clark
38992983,i,0--8213,1998,1,0,1,world bank,world bank
14261529,a,0--88701,1985,0,1,0,"u.s. dept. of health and human services, public health service, alcohol, drug abuse, and mental health administration, national institute of mental health",u s dept of health and human services public health service alcohol drug abuse and mental health administration national institute of mental health
34174119,a,0--917201,1995,0,1,0,dargaud pub. international,dargaud pub international
862270508,i,0--906515,1981,0,1,0,bristol classical press,bristol classical press
964359122,i,0--567,2017,1,0,1,bloomsbury t and t clark,bloomsbury t and t clark
929388019,i,0--691,2016,1,0,1,princeton university press,princeton university press
646076750,a,0--373,2010,0,1,0,harlequin,harlequin
1078692342,i,0--19,1993,1,0,1,oxford university press,oxford university press
1054906061,i,1--910935,2016,1,0,1,newcon press,newcon press
926785678,i,1--118,2013,1,0,1,john wiley and sons,john wiley and sons
896787545,i,1--4926 ;; 0--330 ;; 1--5182,2015,1,0,1,sourcebooks inc,sourcebooks inc
48202002,a,0--620,2000,0,1,0,columbine books,columbine books
1061147940,i,1--7324141,2018,1,0,1,elephant rock books,elephant rock books
951950900,i,0--7851,2017,1,0,1,marvel worldwide inc,marvel worldwide inc
1047529609,i,0--309,1961,1,0,1,national academy of sciences-national research council,national academy of sciences national research council
1025328530,a,1--62763,2013,0,1,0,mentoring minds,mentoring minds
10153768,a,0--8128,1981,0,1,0,day books,day books
1097133440,i,1--4665,2014,1,0,1,crc press,crc press
1006791808,i,0--373,2017,1,0,1,harlequin love inspired,harlequin love inspired
747385681,i,1--84553,2013,1,0,1,equinox,equinox
18231263,a,0--425,1988,0,1,0,berkley books,berkley books
55852458,i,0--938692,2004,1,0,1,yale university southeast asia studies,yale university southeast asia studies
961517757,i,1--4539,2015,1,0,1,peter lang publishing,peter lang publishing
951948810,i,0--373,2017,1,0,1,love inspired books,love inspired books
914222976,i,1--137,2016,1,0,1,palgrave,palgrave
914339267,i,0--553,2016,1,0,1,alfred a. knopf,alfred a knopf
852691164,i,0--9858169,2012,1,0,1,villien publishing,villien publishing
1090805506,i,1--339,2015,1,0,1,american university,american university
1005827838,i,0--309,2017,0,0,1,transportation research board,transportation research board
925458467,i,0--7278,2015,1,0,1,severn house,severn house
911322236,a,0--8077,1990,0,1,0,"teachers college, columbia university",teachers college columbia university
490508826,i,0--521,1993,0,1,0,cambridge university press,cambridge university press
1044458120,i,0--415 ;; 1--315 ;; 1--317,2015,1,0,1,routledge,routledge
962008705,i,1--78249,2017,0,0,1,cico books,cico books
915041316,a,1--118,2013,0,1,0,wiley,wiley
34991567,a,0--373,1996,0,1,0,harlequin,harlequin
945029684,i,90--04,2017,1,0,1,brill,brill
1048952886,a,1--78576,2016,0,1,0,zaffre,zaffre
881851751,a,85--250,1987,0,1,0,dorling kindersley,dorling kindersley
10903800,a,0--19,1983,0,1,0,oxford university press,oxford university press
645487721,i,0--9816525,2010,1,0,1,ghost road press,ghost road press
61270821,i,0--8195,2005,1,0,1,wesleyan university press,wesleyan university press
877822838,i,1--935263,2013,1,0,1,gagosian gallery,gagosian gallery
1073109701,i,1--943003,2018,1,0,1,new english review press,new english review press
291101622,i,0--405,1979,0,1,0,arno press,arno press
858914989,i,1--61756,2013,1,0,1,e-reads,e reads
827629369,a,0--7362,2009,0,1,0,national geographic society,national geographic society
818854989,a,0--521,2004,0,1,0,cambridge university press,cambridge university press
865405925,i,1--56656,1999,0,1,0,interlink books,interlink books
882260093,i,0--203,2014,1,0,1,routledge,routledge
923350247,i,1--84904,2016,1,0,1,c hurst and co. (publishers) ltd,c hurst and co publishers ltd
