F001_a,leader_18,isbn_tag,isbn_tag1,F008_0710,F040_e,F260_is,F264_is,F26x_b_cleaned,source
60507305,a,,,1995,0,1,0,umi dissertation services,1
670145739,a,0--8442,0--8442,1992,0,1,0,ntc business books,1
42632939,a,,,1999,0,1,0,h. holt and co,1
1033561359, ,,,1956,0,1,0,reynal,1
24538824,a,0--520,0--520,1992,0,0,1,university of california press,1
940665533,i,1--137,1--137,2016,1,0,1,palgrave macmillan,1
889297918,i,1--4443,1--4443,2014,0,1,0,wiley-blackwell,1
894555055, ,,,1969,0,1,0,octagon books,1
796763637,a,0--8297,0--8297,2012,0,1,0,editorial vida,1
870318763,i,1--891855,1--891855,2002,1,0,1,starbooks,1
927957488,i,3--11,3--11,2015,0,1,0,de gruyter,1
2158131,i,,,1975,0,1,0,new american library,1
948808997,i,,,2016,1,0,1,university of massachusetts boston,1
490242822,i,,,1965,0,1,0,pergamon,1
1083548076,i,1--62159,1--62159,2017,1,0,1,routledge,1
927167887,i,0--19,0--19,2014,0,1,0,oxford university press,1
875240362,i,1--61775,1--61775,2015,1,0,1,akashic books,1
907226715,i,3--319,3--319,2015,1,0,1,springer,1
9411981,a,0--8356,0--8356,1983,0,1,0,theosophical pub. house,1
3957747,i,,,1962,0,1,0,methuen,1
954276680,i,0--19,0--19,1994,0,1,0,oxford university press,1
45993593,a,0--380,0--380,2000,0,1,0,harpertorch,1
1066248024,i,1--62273,1--62273,2018,0,0,1,vernon press,1
1078146030,i,1--78854,1--78854,2018,1,0,1,head of zeus,1
964571765,i,958--9351,958--9351,2013,1,0,1,contraloría general de la república,1
900424309,i,,,1957,1,0,1,national research bureau inc,1
21538052,a,,,1966,0,1,0,ams press,1
692291725,i,0--9828812,0--9828812,2010,1,0,1,orphiflamme press,1
494028486,i,90--04,90--04,2007,0,1,0,brill,1
1028633972,i,0--415 ;; 1--315 ;; 1--317,0--415,2015,1,0,1,routledge,1
885193888,i,0--9857947,0--9857947,2014,1,0,1,thorncraft publishing,1
953991822,i,1--259,1--259,2016,1,0,1,mcgraw-hill education,1
53909525,a,0--7172,0--7172,2000,0,1,0,grolier educational corp.,1
1036563908,a,,,1987,0,1,0,hill and co,1
757396947,a,,,1974,0,1,0,cambridge university press,1
967613383,i,1--4103,1--4103,2016,0,1,0,"gale, cengage learning",1
30330076,a,,,1962,0,1,0,dell,1
1043064913,i,1--4399,1--4399,2018,1,0,1,temple university press,1
800759597,i,0--521,0--521,2012,0,1,0,cambridge university press,1
1020300690,i,1--68152 ;; 1--68151,1--68151,2019,1,0,1,amicus illustrated,1
959038725,i,1--350,1--350,2018,1,0,1,bloomsbury academic,1
1089248108,i,1--64358,1--64358,2019,1,1,1,center point large print,1
915041714,a,0--309,0--309,2014,0,1,0,national academies press,1
1035896254, ,,,1962,0,1,0,roy publishers,1
904888188,i,,,1991,1,0,1,guild publishing,1
867628760,i,0--415,0--415,2012,0,1,0,routledge,1
309218840,a,,,1952,0,1,0,popular library,1
1091628792,i,,,2018,1,0,1,cambridge university press,1
1089546784,a,0--8294,0--8294,2006,0,1,0,loyola press,1
900840546,a,1--4201,1--4201,2013,0,1,0,kensington pub,1
1034674361,a,,,1978,0,1,0,g/l regal books,1
225502531,a,,,1976,0,1,0,penguin books ltd,1
897810306,i,1--322 ;; 1--4919,1--4919,2014,1,0,1,o'reilly media inc,1
928627703,i,1--78239,1--78239,2015,1,0,1,corvus,1
319824062,i,0--689,0--689,1985,0,1,0,simon and schuster books for young readers,1
16269821,a,,,1986,0,1,0,apollo computer inc,1
965495643,i,0--692,0--692,2015,1,0,1,flipside ink llc,1
8906546,a,0--89621,0--89621,1983,0,1,0,thorndike press,1
669837546,a,0--06,0--06,2008,0,1,0,children's braille book club sponsored by national braille press inc,1
966858638,i,1--68174,1--68174,2016,1,0,1,morgan and claypool publishers,1
1028003924,i,1--84376 ;; 1--84542,1--84542,2004,1,0,1,edward elgar,1
897796847,i,981--02,981--02,1993,0,1,0,world scientific,1
592254958, ,,,1972,0,1,0,humanities press,1
886682036,i,,,1983,1,0,1,"deloitte, haskins + sells",1
894741626,i,0--8130,0--8130,2014,1,0,1,university press of florida,1
19678008,a,0--679,0--679,1988,0,1,0,pantheon books,1
1079422993,i,,,2018,1,0,1,lyall harris,1
904334349,a,0--8224,0--8224,1980,0,1,0,fearon education,1
1047577578,i,0--552,0--552,2008,0,0,1,picture corgi,1
962220692,i,0--7587,0--7587,2000,0,1,0,aladdin paperbacks,1
864948898,i,0--13,0--13,2013,1,0,1,pearson education inc,1
863130169,i,0--203 ;; 0--415,0--415,2013,0,1,0,routledge,1
892518391,i,1--84969,1--84969,2014,1,0,1,packt publishing ltd,1
866101859,i,0--9897511,0--9897511,2014,1,0,1,people habitat communications,1
1028637879,i,1--138,1--138,2018,1,0,1,"routledge, taylor and francis group",1
176910178,i,0--9787355,0--9787355,2006,1,0,1,warland books,1
48946360,a,0--521,0--521,1993,0,1,0,cambridge university press,1
679880318,i,,,1979,0,1,0,university park press,1
1066481070,a,,,1984,0,1,0,proquest llc,1
915041600,a,1--118,1--118,2014,0,1,0,wiley blackwell,1
868643311,a,0--14 ;; 1--59420,1--59420,2013,0,1,0,penguin press,1
858282187,i,1--299 ;; 0--19,0--19,2013,1,0,1,oxford university press,1
915172585,i,0--7844,0--7844,2015,1,0,1,american society of civil engineers,1
492254076,i,0--12,0--12,2003,0,1,0,elservier,1
1008896295,i,1--62887,1--62887,2018,0,0,1,frommer media llc,1
1066344899,i,1--138,1--138,2018,0,0,1,routledge/taylor and francis group,1
654645666, ,,,1969,0,1,0,doubleday,1
15072966,a,0--672,0--672,1986,0,1,0,h.w. sams,1
909899384,i,1--62466,1--62466,2015,1,0,1,hackett publishing company inc,1
1000397553,i,1--351,1--351,2018,1,0,1,routledge,1
45861755,i,0--8010,0--8010,2001,0,0,1,baker academic,1
883400090,i,,,2012,1,0,1,p22 type foundry,1
1000118972,a,1--60342,1--60342,2009,0,0,1,storey pub,1
490949713,i,,,1976,0,1,0,holt,1
886353, ,0--8437,0--8437,1974,0,1,0,hammond,1
492710517,i,0--89835,0--89835,1999,0,1,0,abaris books,1
39106882,a,,,1997,0,1,0,federal publications,1
957034990,i,0--9932755,0--9932755,2015,1,0,1,canfield dragon press,1
15118169,a,,,1986,0,1,0,university of michigan medical school,1
871318361,i,1--62798,1--62798,2014,1,0,1,dreamspinner press,1
1089283328,a,,,1955,0,0,1,american universities field staff,1
946882773,i,1--4576,1--4576,2014,1,0,1,bedford/st. martin's,1
881249598,a,1--4448,1--4448,2010,0,0,1,f.a. thorpe,1
26140358,a,0--521,0--521,1991,0,1,0,cambridge university press,1
893685711,i,1--4649,1--4649,2012,1,0,1,scholarlyeditions,1
2619119,i,,,1974,0,1,0,division,1
1099185454,i,1--59005,1--59005,2008,1,0,1,nazraeli press,1
1098390703,a,0--7636,0--7636,2011,0,1,0,candlewick press,1
809918735,i,1--118,1--118,1990,1,0,1,american geophysical union,1
889066604,i,1--4351,1--4351,2014,0,1,0,sandy creek,1
1080326472,i,,,2017,0,0,1,thrums books,1
900803014,i,1--84715,1--84715,2009,0,1,0,stripes,1
1028749952,i,1--5496,1--5496,2017,1,0,1,charlene hartnady,1
1058249850,i,0--520,0--520,2016,0,0,1,university of california press,1
929721736,a,,,1989,0,1,0,cornell university press,1
923841984,i,1--259,1--259,2013,1,0,1,mcgraw hill education (india) private limited,1
24833812,a,0--14,0--14,1991,0,1,0,puffin books,1
82495105,i,0--440,0--440,1978,0,1,0,dell,1
948194786,a,1--4215,1--4215,2009,0,1,0,viz media,1
894025029,i,1--4258,1--4258,2013,1,0,1,shell education,1
635581559,i,0--665,0--665,1981,0,1,0,macmillan,1
695588,i,0--590 ;; 0--15,0--15,1974,0,1,0,harcourt brace jovanovich,1
1098215918,i,1--9743,1--9743,2017,0,0,1,friendspress,1
933282157,a,1--60235,1--60235,2013,0,1,0,wac clearinghouse,1
951645051,i,1--107,1--107,2016,1,0,1,cambridge university press,1
1086554991,i,0--8153,0--8153,2018,1,0,1,routledge,1
317480589,a,,,1987,0,1,0,author,1
39057546,a,,,1964,0,1,0,david mckay,1
900984402,i,,,2015,1,0,1,carnegie endowment for international peace,1
903080699,i,1--941806,1--941806,2015,1,0,1,oro editions,1
962189330,i,1--61091,1--61091,2015,1,0,1,island press,1
908699646,i,0--7945 ;; 0--7460,0--7945,2004,0,1,0,usborne,1
155191695,a,,,1958,0,1,0,brockhampton press,1
1008849671,i,3--319,3--319,2016,0,0,1,springer,1
1047525941,i,1--351,1--351,1996,1,0,1,crc press,1
489687124,i,0--253,0--253,1978,0,1,0,indiana university press,1
15715833,i,0--345,0--345,1987,1,0,1,ballantine books,1
903962757,i,0--8131,0--8131,2009,1,0,1,university press of kentucky,1
494007661,i,0--470,0--470,2007,0,1,0,john wiley/dunod,1
1001777012,i,1--4494,1--4494,2018,1,0,1,andrew mcmeel publishing,1
869370236,i,0--87055,0--87055,1977,0,1,0,avi pub. co,1
282429100, ,0--8373,0--8373,1987,0,1,0,national learning co,1
933762762,i,1--68308,1--68308,2015,1,0,1,blr-business and legal resources,1
1089198169,i,,,2018,1,0,1,association for computing machinery inc,1
1043883322,i,1--78811,1--78811,2018,1,0,1,edward elgar publishing limited,1
502808384,i,0--668,0--668,1977,0,1,0,arco pub. co,1
894589279,i,1--4728,1--4728,2013,1,0,1,osprey publishing,1
32340010,a,0--425,0--425,1972,0,1,0,berkley,1
1008775259,i,1--937658,1--937658,2018,1,0,1,nightboat books,1
894772610, ,,,1973,0,1,0,praeger,1
899008193,i,1--4831,1--4831,1964,1,0,1,pergamon press,1
6503680,a,0--449,0--449,1980,0,1,0,fawcett coventry,1
435833507,i,,,2009,1,0,1,james madison university,1
883404370,a,,,1977,0,1,0,dent,1
316657924,a,1--905969,1--905969,2006,0,1,0,pat and pals,1
779007229, ,0--449,0--449,1987,0,1,0,fawcett juniper,1
758287496,i,0--444,0--444,1999,0,1,0,pergamon,1
912324667,i,981--4696,981--4696,2015,1,0,1,world scientific,1
793916191,i,958--761,958--761,2012,1,1,0,universidad del rosario,1
1317527,i,,,1963,1,0,1,doubleday and company inc,1
900781300,i,0--19,0--19,2015,1,0,1,oxford university press,1
9044851,a,0--684,0--684,1983,0,1,0,scribner,1
915250184,i,1--250,1--250,2012,1,0,1,st. martin's griffin,1
1009696674,i,,,2016,1,0,1,vision and a verse,1
768071866,a,0--7278,0--7278,2012,0,1,0,severn house large print,1
875561932,i,1--63117,1--63117,2014,1,0,1,nova publishers,1
1097284398,a,0--13,0--13,1971,0,1,0,bantam books,1
1066244374,i,0--9718696,0--9718696,2002,1,0,1,double r publishing,1
2144563,i,0--393,0--393,1975,0,1,0,norton,1
34351702,a,,,1995,0,1,0,geac computer corp.,1
40978114,i,0--590,0--590,1988,1,0,1,scholastic inc,1
48588128,a,0--375 ;; 0--394,0--394,2001,0,1,0,vintage books,1
1006510918,i,0--09,0--09,1972,1,0,1,hutchinson,1
1031040519,i,1--78663,1--78663,2018,1,0,1,verso,1
780795467,i,0--19,0--19,2008,0,1,0,oxford university press,1
7395880, ,,,1965,0,1,0,university microfilms,1
908942653,i,1--84885 ;; 0--85772 ;; 0--85773,1--84885,2014,1,0,1,i.b. tauris,1
867432719,i,0--415,0--415,2013,0,1,0,routledge,1
77426737,a,0--665,0--665,1982,0,1,0,t. nelson,1
315389349,i,0--553,0--553,1989,0,1,0,bantam,1
223349041,i,1--879394,1--879394,1991,0,1,0,caissa's press,1
422299058,a,,,1968,0,1,0,harvard university press,1
768198627,a,0--8423,0--8423,2003,0,1,0,tyndale house,1
920774823,i,1--138 ;; 1--315,1--138,2015,0,1,0,routledge,1
920779885,i,1--138 ;; 1--315,1--138,2015,0,1,0,routledge,1
850973754,i,1--303,1--303,2013,1,0,1,"university of california, riverside",1
1077288285,i,1--68329,1--68329,2016,1,0,1,highlights for children inc,1
849940608,a,0--8069,0--8069,1976,0,1,0,sterling pub,1
1007384658,i,1--929280,1--929280,2008,1,0,1,"university of michigan, center for japanese studies",1
892844648,i,1--137,1--137,2013,0,1,0,palgrave macmillan,1
1017971539,i,1--4422,1--4422,2013,1,0,1,rowman and littlefield,1
891729503,i,,,2013,1,0,1,abingdon press,1
144792592,a,0--02,0--02,1985,0,1,0,collier books,1
671871368, ,0--89966,0--89966,1972,0,1,0,buccaneer books,1
1047545947,i,0--203,0--203,2003,1,0,1,marcel dekker inc,1
918940924,i,1--909828,1--909828,2015,1,0,1,clarkson research services limited,1
35824836,i,0--7607,0--7607,1996,1,0,1,barnes and noble books,1
1035954647,i,1--63081,1--63081,2018,1,0,1,artech house,1
882255886,i,1--315,1--315,2009,1,0,1,routledge,1
7600923, ,,,1964,0,1,0,prentice-hall,1
945632586,i,,,2010,1,0,1,playscripts inc,1
874447646,i,1--886212,1--886212,2013,1,0,1,amilus,1
1090739234,i,1--5439,1--5439,2018,1,0,1,stuart luijerink,1
907272847,i,1--5058,1--5058,2014,1,0,1,createspace independent,1
887786286,i,,,2013,0,1,0,ashgate,1
244445499,a,0--375,0--375,1997,0,1,0,knopf,1
852536741,i,1--4454,1--4454,2012,1,0,1,parragon,1
1021407093,i,0--8330,0--8330,2014,1,0,1,rand corporation,1
882488279,i,,,2014,1,0,1,carnegie endowment for international peace,1
1009151109,i,1--4338,1--4338,2018,1,0,1,american psychological association,1
760905531,i,,,1970,0,1,0,university of chicago press,1
857067299,i,1--4698,1--4698,2013,1,0,1,lippincott williams and wilkins/wolters kluwer,1
271430445,i,,,1984,0,1,0,fodor's travel guides,1
11918809,a,0--8109,0--8109,1985,0,1,0,h. abrams,1
873985491,i,1--4926,1--4926,2014,0,0,1,sourcebooks jabberwocky,1
1076520365,i,1--5290,1--5290,2018,1,0,1,macmillan children's books,1
493489365,i,0--8036,0--8036,1975,0,1,0,f.a. davis company,1
678902460,i,,,1971,0,1,0,pelican pub. co,1
758799984,i,0--395,0--395,1978,0,1,0,houghton mifflin co,1
909898820,i,,,2006,1,0,1,texas parks and wildlife,1
1030422702, ,,,1966,0,1,0,harper and row,1
959911021,i,1--138,1--138,2017,1,0,1,routledge,1
869601261,a,,,1999,0,1,0,world bank,1
647431913, ,,,1957,0,1,0,hogarth press,1
958425822,i,0--309,0--309,2016,1,0,1,transportation research board,1
1084755403,a,,,2015,0,1,0,kane press,1
1023844040,i,1--4451,1--4451,2018,1,0,1,franklin watts,1
925307677,i,0--85763,0--85763,2015,1,0,1,nosy crow,1
919576818,i,1--59942,1--59942,2009,0,1,0,brown walker press,1
958436376,i,,,2016,1,0,1,brookings institution,1
946104065,i,0--8261,0--8261,2017,1,0,1,springer publishing company llc,1
1078160310,i,,,2018,1,0,1,financial accounting standards board,1
39668119,a,3--548,3--548,1992,0,1,0,ullstein,1
23731452,i,0--19,0--19,1992,0,0,1,oxford university press,1
489792217,i,0--13,0--13,1971,0,1,0,prentice-hall,1
266141, ,0--393,0--393,1972,0,1,0,norton,1
643835250,a,,,1955,0,1,0,houghton mifflin,1
905865111,i,1--78326,1--78326,2014,1,0,1,imperial college press,1
865171094,i,1--60598,1--60598,2013,0,1,0,pegasus,1
964881031,i,0--19,0--19,2014,1,0,1,oxford university press,1
1039081975,i,,,2017,1,0,1,seven kitchens press,1
12628143,i,0--451,0--451,1985,1,0,1,new american library,1
46392960,a,0--7645,0--7645,2001,0,0,1,hungry minds,1
893458158,a,1--4822,1--4822,2014,0,0,1,crc press,1
910637995,i,0--674,0--674,2015,0,1,0,harvard university press,1
53168266,a,0--203,0--203,2003,0,1,0,e and fn spon,1
624336165,i,,,1975,0,1,0,academic press,1
1058455777,i,1--4552,1--4552,1988,1,0,1,fonds monetaire international,1
1080754823,a,1--55798,1--55798,1996,0,1,0,american psychological association,1
13125987,a,,,1986,0,1,0,associated faculty press,1
754736527,i,0--9836615,0--9836615,2012,1,0,1,readers to eaters,1
490699663,i,,,1999,0,1,0,york press,1
893685652,i,0--8108 ;; 1--322,0--8108,2013,1,0,1,scarecrow press inc,1
1031057052,a,1--4713,1--4713,2013,0,1,0,audiogo ltd,1
945399012,i,1--250,1--250,2016,1,0,1,minotaur books,1
756998232,a,,,1990,0,1,0,university microfilms international,1
321008592,a,,,1973,0,1,0,university microfilms,1
896837316,i,1--78398 ;; 1--322,1--78398,2014,1,0,1,packt publishing,1
1003151930,i,0--573,0--573,1983,1,0,1,samuel french,1
1045630156,i,,,2018,1,0,1,west virginia university,1
31118079,a,0--7089,0--7089,1994,0,1,0,charnwood,1
1083630387,a,0--323,0--323,2018,1,0,1,elsevier,1
942641664,i,1--941220,1--941220,2015,1,0,1,vertical inc,1
1052498928,i,1--63485,1--63485,2017,1,0,1,nova science publishers inc,1
77469968,a,0--665,0--665,1983,0,1,0,t. nelson,1
905917994,i,1--139,1--139,2015,1,0,1,cambridge university press,1
891396023,i,1--304,1--304,2013,1,0,1,sheba blake publishing,1
21576128,a,,,1987,0,1,0,"center for population and family health, columbia university",1
940477721,i,1--57766,1--57766,2005,1,0,1,waveland press,1
936188224,i,1--323,1--323,2016,1,0,1,pearson learning solutions,1
841354615,a,1--250,1--250,2013,0,1,0,st. martin's griffin,1
219857305,a,,,1966,0,1,0,science editions,1
36592803,a,1--85389,1--85389,1997,0,1,0,dales large print books,1
1084754396,i,1--78536,1--78536,2018,0,1,0,edward elgar publishing,1
1007208167, ,0--7091,0--7091,1971,0,1,0,r. hale,1
489380586,i,,,1978,0,1,0,masson,1
952226884,i,1--4648,1--4648,2016,1,0,1,world bank group,1
1035681766,i,,,2011,0,1,0,tor,1
870978432,i,1--85097,1--85097,2014,1,0,1,quintessence,1
21868418,a,,,1972,0,1,0,atheneum,1
57722739,a,0--15,0--15,2005,0,1,0,harcourt,1
1090660959,a,0--8273,0--8273,1998,0,0,1,delmar publishers,1
898599, ,,,1974,0,1,0,"center for near eastern and north african studies, university of michigan",1
4171371,i,,,1978,0,1,0,amos press,1
2568800,i,,,1974,0,1,0,time-life books,1
13915377,a,0--8431,0--8431,1979,0,1,0,price/stern/sloan,1
898492605,i,1--936297,1--936297,2014,1,0,1,hearst editions,1
961651454,i,1--4438,1--4438,2013,1,0,1,cambridge scholars publishing,1
60585138,a,0--7884,0--7884,2005,0,1,0,willow bend books,1
856081563,i,0--19,0--19,1983,0,1,0,oxford university press,1
933765692,i,1--4824,1--4824,2017,1,0,1,gareth stevens publishing,1
45252097,a,0--671,0--671,2000,0,1,0,pocket books,1
2703398,i,0--7274,0--7274,1976,0,1,0,white lion pub,1
1051452000,i,0--7710,0--7710,1982,1,0,1,mcclelland and stewart,1
895108304,i,,,1965,0,1,0,prentice-hall,1
757075284,a,,,2008,0,1,0,u.s. dept. of state,1
932622893,i,1--315 ;; 1--317,1--317,2016,1,0,1,routledge,1
288351,i,,,1950,1,0,1,"little, brown and company",1
896853192,i,1--4008,1--4008,1995,1,0,1,princeton university press,1
53380921,a,,,2003,0,1,0,playscripts,1
462430678,a,,,1962,0,1,0,methuen,1
927961686,i,1--137,1--137,2015,1,0,1,palgrave macmillan,1
949781018,i,3--11,3--11,2016,1,0,1,de gruyter,1
965877173,i,1--349 ;; 0--230,1--349,2011,0,1,0,palgrave macmillan,1
893673046,i,1--4649,1--4649,2012,1,0,1,scholarlyeditions,1
456006137,i,0--19,0--19,1994,0,1,0,oxford university press,1
1038670770,i,0--674,0--674,2018,1,0,1,harvard university press,1
6136605,a,,,1974,0,1,0,manor books,1
1021379556,i,3--11,3--11,2018,1,0,1,de gruyter oldenbourg,1
797068620,a,0--674,0--674,1982,0,1,0,harvard university press,1
1082258597,i,,,2015,0,0,1,"routledge, taylor and francis group",1
858550315,a,1--4199,1--4199,2012,0,1,0,ellora's cave romantica publishing,1
283800161,i,0--582,0--582,1985,0,1,0,longman,1
440654406,i,,,1954,0,1,0,j. wiley and sons,1
1012732261,i,1--4744,1--4744,2018,1,0,1,edinburgh university press,1
3506369,i,0--582,0--582,1977,0,1,0,longman group,1
17424437,a,,,1964,0,1,0,bantam,1
946693349,i,1--5364 ;; 0--7364 ;; 0--606 ;; 1--5182,0--7364,2017,1,0,1,random house,1
54909579,a,0--586,0--586,1974,0,1,0,grafton books,1
756430488, ,,,1956,0,1,0,macmillan,1
960973659,i,,,2016,1,0,1,pew research center,1
1036844268,i,,,2017,1,0,1,little book press for raising literacy australia,1
62206060,i,1--58511,1--58511,2005,1,0,1,institute for career research,1
567444427,a,1--84997,1--84997,2009,0,1,0,abaddon books,1
1016109703,i,0--590,0--590,1998,1,0,1,scholastic,1
1013873954,i,0--13,0--13,2017,1,0,1,pearson education inc,1
150884142,u,,,1977,0,1,0,smithsonian institution,1
1090551096,i,1--64020,1--64020,2019,1,0,1,west academic publishing,1
22163356,a,0--8468,0--8468,1974,0,1,0,zebra books,1
9466007,a,0--442,0--442,1983,0,1,0,van nostrand reinhold,1
577935796,a,,,1950,0,1,0,p. smith,1
878149331,i,1--4831,1--4831,1983,1,0,1,pergamon press,1
905419282,i,1--4966,1--4966,2016,1,0,1,capstone classroom,1
862788863,i,1--937707,1--937707,2014,1,0,1,manhattan prep,1
1010666012,i,1--62576,1--62576,2018,1,0,1,american water works association,1
865288967,a,1--4231,1--4231,2010,0,1,0,hyperion books for children,1
937675200,i,0--698,0--698,2015,1,0,1,penguin publishing group,1
1033650789,a,,,1986,0,1,0,grove press,1
967836285,i,1--4738,1--4738,2016,1,0,1,white owl,1
50154409,a,,,1997,0,1,0,fechin art reproductions,1
1037125031,i,3--96098 ;; 1--908617,3--96098,2017,0,0,1,serpentine galleries,1
1023055657,i,1--78108,1--78108,2018,1,0,1,solaris,1
1014053701,a,1--4517 ;; 0--553,1--4517,1986,0,1,0,bantam books,1
507971800,a,0--14,0--14,1987,0,1,0,penguin,1
421891803,a,,,1969,0,1,0,longmans,1
910613852,i,1--63140,1--63140,2014,1,0,1,idw,1
1035080972,i,0--385,0--385,1993,1,0,1,delta book,1
1004000915,i,1--61811,1--61811,2018,1,0,1,touro college press,1
1087382039,u,0--674,0--674,2013,0,1,0,harvard university press,1
965144483,i,1--4766 ;; 0--7864,0--7864,2016,1,0,1,"mcfarland and company, inc., publishers",1
951830326,i,1--5307,1--5307,2016,0,0,1,createspace,1
501434794,i,0--404,0--404,1975,0,1,0,swallow,1
1019836407,i,1--4632,1--4632,2017,1,0,1,gorgias press,1
957559919,i,1--892306,1--892306,2016,1,0,1,cantemos,1
1043681834,i,1--78915,1--78915,2018,1,0,1,global arbitration review,1
883189873,a,1--56145,1--56145,2013,0,1,0,peachtree pub,1
762153272,a,0--595,0--595,2011,0,1,0,iuniverse inc,1
761198474,a,,,1954,0,1,0,b. porter books,1
1004425290,i,,,1958,1,0,1,"scott, foresman and company",1
67400993,i,,,1973,0,1,0,faber music,1
877915779,i,1--78230,1--78230,2014,1,0,1,bodley head,1
1004809676,i,,,2017,1,0,1,pew research center,1
123320518,a,,,1992,0,1,0,ḳehot,1
1035618447,a,,,2002,0,1,0,sterling pub. co,1
31121114,a,1--56138,1--56138,1989,0,1,0,running press,1
250068748, ,,,1970,0,1,0,harrap,1
944216812,i,0--19,0--19,2016,0,1,0,oxford univ press,1
1016740615,i,0--500,0--500,2018,1,0,1,thames and hudson,1
891384710,i,0--9848351,0--9848351,2014,1,0,1,lakota press,1
922085343,i,,,1960,0,1,0,j. wiley and sons,1
20133519,a,0--7927 ;; 0--7451,0--7451,1990,0,1,0,chivers press,1
4591316,i,0--8161,0--8161,1979,0,1,0,g.k. hall,1
19739659,a,0--14,0--14,1989,0,1,0,penguin books,1
367250979,a,0--89308,0--89308,1977,0,1,0,southern historical press,1
2086444,i,,,1975,0,1,0,dell,1
843946728,i,1--137 ;; 0--230,0--230,2013,1,0,1,palgrave macmillan,1
23247933,a,0--521,0--521,1990,0,1,0,cambridge university press,1
258267, ,0--8371,0--8371,1970,0,1,0,greenwood press,1
915165291,i,,,1984,1,0,1,kj,1
872987349,i,1--84885,1--84885,2014,1,0,1,i.b. tauris,1
815368103,i,90--5095,90--5095,2012,1,0,1,intersentia,1
243596497,a,0--8144,0--8144,2005,0,1,0,amacom,1
21091454,a,,,1985,0,1,0,college press,1
461619257,a,0--511,0--511,2000,0,1,0,cambridge university press,1
10309876,a,0--19,0--19,1981,0,1,0,oxford university press,1
1089134320,i,,,2018,0,0,1,i.b. tauris and co ltd,1
873986740,i,0--7391,0--7391,2013,1,0,1,lexington books,1
868648405,i,1--4809,1--4809,2013,0,0,1,dorrance publishing co. inc,1
11539053,a,,,1973,0,1,0,gospel advocate co,1
876052815,a,1--62091,1--62091,2014,0,1,0,boyds mills press,1
951452472,i,90--04,90--04,2016,1,0,1,brill,1
438896537,i,0--19,0--19,1997,0,1,0,clarendon press,1
861118672,a,,,1964,0,1,0,edinburgh house press,1
861661587,a,0--06,0--06,2009,0,1,0,harpercollins,1
671245744,a,1--58979,1--58979,2007,0,1,0,taylor trade,1
868960020,i,1--61487,1--61487,2013,1,0,1,liberty fund,1
949469550,i,1--5004,1--5004,2014,1,0,1,beau coup publishing,1
1077252317,i,0--19,0--19,2018,1,0,1,oxford university press,1
1005844488,i,0--7653,0--7653,2017,1,0,1,tom doherty associates,1
1084821796,i,0--9903774,0--9903774,2016,1,0,1,nordskog publishing inc,1
910855803,i,0--262,0--262,2014,0,1,0,mit press,1
950971709,i,1--137,1--137,2016,1,0,1,palgrave macmillan,1
898033528,i,1--893352,1--893352,2007,1,0,1,making memories,1
861099336,a,,,1994,0,1,0,university microfilms international,1
9671608,a,,,1959,0,1,0,oxford university press,1
922073937,i,1--85972,1--85972,1999,0,1,0,ashgate,1
242103906, ,0--8229,0--8229,1974,0,1,0,university of pittsburgh press,1
1081175662,i,,,2013,0,0,1,publications international,1
960984376,a,,,1965,0,1,0,new american library,1
26308905,a,0--385,0--385,1983,0,1,0,doubleday,1
865474138,i,,,2011,1,0,1,proquest,1
1037248155,a,1--926973,1--926973,2013,0,0,1,owl kids,1
1049733391,a,0--8103,0--8103,1995,0,0,1,gale research,1
863214025, ,0--521,0--521,1999,0,1,0,cambridge university press,1
813136438,i,0--9765196,0--9765196,2012,1,0,1,classic editions,1
899727398,i,1--4215,1--4215,2015,1,0,1,viz media llc,1
2073832,i,0--06,0--06,1976,0,0,1,harper and row,1
956505986,i,0--13,0--13,1975,0,0,1,prentice-hall,1
10402137,a,0--551,0--551,1973,0,1,0,"lakeland, marshall morgan and scott",1
936385237,i,1--5025,1--5025,2014,1,0,1,all due respect books,1
910772970,i,1--4555,1--4555,2016,1,0,1,faithwords,1
4391912,i,,,1958,0,1,0,ohio state university,1
495381866,i,0--395,0--395,1971,0,1,0,houghton mifflin,1
868215980,a,1--306 ;; 0--8229,0--8229,2011,0,1,0,university of pittsburgh press,1
823010641,i,0--547,0--547,2013,1,0,1,houghton mifflin books for children/houghton mifflin harcourt,1
18590184,a,,,1987,0,1,0,michael educational foundation and touchstone,1
1013489780,i,0--9976954,0--9976954,2016,1,0,1,peace of mind,1
913499947,i,1--59853,1--59853,2016,1,0,1,library of america,1
806198429,a,0--226,0--226,2012,0,1,0,university of chicago press,1
901211940,i,1--935871,1--935871,2014,0,1,0,lyceum books,1
905447429,i,1--4516,1--4516,2006,1,0,1,meadowbrook press,1
958964780,i,,,2016,1,0,1,united states institute of peace,1
891396884,i,1--84973 ;; 1--78262,1--78262,2015,1,0,1,royal society of chemistry,1
1001856486,a,1--84694,1--84694,2011,0,1,0,o books,1
867252234,i,,,2012,0,1,0,mcgraw-hill,1
648579487,a,,,1960,0,1,0,j.m. dent and co,1
429022153,a,0--7636,0--7636,2010,0,1,0,candlewick press,1
880861664,i,1--4405,1--4405,2014,1,0,1,tyrus books,1
900594350,i,1--138,1--138,2015,0,0,1,routledge,1
828178472,a,1--4614,1--4614,2013,1,0,1,springer,1
